status,example,subexample,page,form,word_form,raw_form,source_judgement,retained_xml_id,translation_zho,raw_ocr_gloss,source_gloss,aligned_gloss_tokens_zho,ocr_match_score,ocr_note,note
include,81,a,112,calenget ku ni-kalat-an nu atimela.,calenget ku ni-kalat-an nu atimela.,calenget          ku    ni-kalat-an               nu          atimela.,,,跳蚤咬的地方很癢。,癢 主格 處所格-咬-處所格屬格 跳蚤,癢 主格 處所格-咬-處所格 屬格 跳蚤,"[""癢"",""主格"",""處所格-咬-處所格"",""屬格"",""跳蚤""]",0.984,PDF page-image verified interlinear column alignment.,
include,81,b,112,tanu-atimela sa ku zikuc anu caay ka-baca.,tanu-atimela sa ku zikuc anu caay ka-baca.,tanu-atimela sa         ku         zikuc    anu        caay       ka-baca. tanu-             SA                                              KA-,,,如果不常洗衣服的話，就會到處都是跳蚤。,tanu-跳蚤 SA 主格衣服 如果沒有 KA-洗,tanu-跳蚤 SA 主格 衣服 如果 沒有 KA-洗,"[""tanu-跳蚤"",""SA"",""主格"",""衣服"",""如果"",""沒有"",""KA-洗""]",0.986,PDF page-image verified interlinear column alignment.,PDF page-image correction: removed appended interlinear gloss cells.
include,82,a,112,mulusu' ku tanang nay zais.,mulusu' ku tanang nay zais.,mulusu' ku                tanang        nay zais.,,,汗由額頭流下。,流下 主格 汗水 從額頭,流下 主格 汗水 從 額頭,"[""流下"",""主格"",""汗水"",""從"",""額頭""]",0.978,PDF page-image verified interlinear column alignment.,PDF page-image verified source-distinct unsegmented occurrence; retained under its own source ID. Its derived standard S tier intentionally matches segmented example 69a.
include,82,b,112,tanu-tanang sa ku maluk-ay.,tanu-tanang sa ku maluk-ay.,tanu- tanang       sa        ku       maluk-ay.,,,農夫汗流浹背。,很多-汗水 SA 主格 耕田-AY,很多-汗水 SA 主格 耕田-AY,"[""很多-汗水"",""SA"",""主格"",""耕田-AY""]",0.979,PDF page-image verified interlinear column alignment.,PDF page-image correction: removed appended interlinear gloss cells.
include,83,a,115,mi-acaw kaku tu sa-pi-liluc a nanum.,mi-acaw kaku tu sa-pi-liluc a nanum.,mi-acaw                kaku                tu       sa-pi-liluc            a         nanum.,,,我舀洗澡水。,主焦- 我.主格 斜格 工焦-洗澡 繫詞水,主焦-舀 我.主格 斜格 工焦-洗澡 繫詞 水,"[""主焦-舀"",""我.主格"",""斜格"",""工焦-洗澡"",""繫詞"",""水""]",0.984,PDF page-image verified interlinear column alignment.,
include,83,b,115,a-mi-acaw ci Kacaw tu la-liluc-an a nanum.,a-mi-acaw ci Kacaw tu la-liluc-an a nanum.,a-mi-acaw              ci            Kacaw tu           la-liluc-an               a        nanum.,,,Kacaw 將要把洗澡水舀掉。,即將-主焦- 主格人名 斜格 重疊-洗澡-處焦 繫詞 水,即將-主焦-舀 主格 人名 斜格 重疊-洗澡-處焦 繫詞 水,"[""即將-主焦-舀"",""主格"",""人名"",""斜格"",""重疊-洗澡-處焦"",""繫詞"",""水""]",0.986,PDF page-image verified interlinear column alignment.,
excluded_ungrammatical,83,c,115,mi-a-acaw ci Kacaw tu lalilucan a nanum.,mi-a-acaw ci Kacaw tu lalilucan a nanum.,* mi-a-acaw ci Kacaw tu lalilucan a nanum. 82,* (ungrammatical),,,,,[],,Source provides no aligned translation or gloss for this judged example; nearby prose is intentionally not attached.,Source-starred example excluded under POL-016; page-image verified.
include,84,a,115,nu Tuingay a lupas kuyni.,nu Tuingay a lupas kuyni.,nu          Tuingay              a          lupas              kuyni.,,,這是桃園產的桃子。,屬格 桃園 繫詞 桃子 這個,屬格 桃園 繫詞 桃子 這個,"[""屬格"",""桃園"",""繫詞"",""桃子"",""這個""]",0.976,,
include,84,b,115,ta-umah kaku mi-lupas.,ta-umah kaku mi-lupas.,ta-umah               kaku                mi-lupas.,,,我去田裡採桃子。,TA-田 我.主格 主焦-桃子,TA-田 我.主格 主焦-桃子,"[""TA-田"",""我.主格"",""主焦-桃子""]",0.974,,
include,84,c,115,a-mi-lupas tu ni-paluma-an nu maku.,a-mi-lupas tu ni-paluma-an nu maku.,a-mi-lupas                     tu           ni-paluma-an                   nu         maku.,,,我將要採收我種植的水蜜桃。,即將-主焦-桃子 斜格 NI-種植-處焦 屬格 m-我.屬格,即將-主焦-桃子 斜格 NI-種植-處焦 屬格 m-我.屬格,"[""即將-主焦-桃子"",""斜格"",""NI-種植-處焦"",""屬格"",""m-我.屬格""]",0.984,PDF page-image correction: 採收 restored from OCR 探收.,
excluded_ungrammatical,84,d,115,mi-a-lupas tu nipalumaan nu maku.,mi-a-lupas tu nipalumaan nu maku.,* mi-a-lupas tu nipalumaan nu maku.,* (ungrammatical),,,,,[],,Source provides no aligned translation or gloss for this judged example; nearby prose is intentionally not attached.,Source-starred example excluded under POL-016; page-image verified.
include,85,a,116,si-takini' ku subuk ni baki.,si-takini' ku subuk ni baki.,si-takini'           ku        subuk ni               baki.,,,叔叔的背袋裡有小刀。,有-小刀 主格 背袋 屬格 叔叔,有-小刀 主格 背袋 屬格 叔叔,"[""有-小刀"",""主格"",""背袋"",""屬格"",""叔叔""]",0.979,,
include,85,b,116,si-subuk ku ba-balaki tayza i buyu' mi-dungec.,si-subuk ku ba-balaki tayza i buyu' mi-dungec.,si-subuk       ku         ba-balaki           tayza         i          buyu'   mi-dungec.,,,老人背背袋上山採藤心。,帶-背袋 主格 重疊-長大 去 處所格 山上 主焦-藤心,帶-背袋 主格 重疊-長大 去 處所格 山上 主焦-藤心,"[""帶-背袋"",""主格"",""重疊-長大"",""去"",""處所格"",""山上"",""主焦-藤心""]",0.974,,
include,85,c,116,a-mi-dang ta-cuwa sa ka-si-subuk tu!,a-mi-dang ta-cuwa sa ka-si-subuk tu!,a-mi-dang              ta-cuwa         sa         ka-si-subuk                  tu!,,,出外遊玩需要攜帶背包！,即將-主焦-玩 去哪裡 SA 輕微命令-攜帶-背袋 TU,即將-主焦-玩 去-哪裡 SA 輕微命令-攜帶-背袋 TU,"[""即將-主焦-玩"",""去-哪裡"",""SA"",""輕微命令-攜帶-背袋"",""TU""]",0.984,PDF page-image verified interlinear column alignment.,
excluded_ungrammatical,85,d,116,amidang tacuwa sa ka-subuk tu!,amidang tacuwa sa ka-subuk tu!,* amidang tacuwa sa ka-subuk tu!,* (ungrammatical),,,,,[],,Source provides no aligned translation or gloss for this judged example; nearby prose is intentionally not attached.,Source-starred example excluded under POL-016; page-image verified.
include,86,a,117,amana paceba pa-caliw tu mibunsiw i tau.,amana paceba pa-caliw tu mibunsiw i tau.,amana paceba pa-caliw                 tu         mibunsiw           i               tau.,,,請勿隨便借身分證給別人使用！,不要 隨便 使役-借 斜格 身分證 處所格 別人,不要 隨便 使役-借 斜格 身分證 處所格 別人,"[""不要"",""隨便"",""使役-借"",""斜格"",""身分證"",""處所格"",""別人""]",0.985,,
include,86,b,117,ma-caliw ni Kacaw ku batikal nu maku.,ma-caliw ni Kacaw ku batikal nu maku.,ma-caliw         ni          Kacaw         ku            batikal        nu              maku.,,,我的腳踏車被Kacaw 借去用了。,受焦-借 屬格人名 主格 腳踏車 屬格 m-我屬格,受焦-借 屬格 人名 主格 腳踏車 屬格 m-我.屬格,"[""受焦-借"",""屬格"",""人名"",""主格"",""腳踏車"",""屬格"",""m-我.屬格""]",0.984,PDF page-image verified interlinear column alignment.,
include,86,c,117,ma-pa-caliw ni bayi ci baki tu umah.,ma-pa-caliw ni bayi ci baki tu umah.,ma-pa-caliw            ni           bayi ci               baki           tu              umah.,,,阿嬤的地被阿公借用了。,受焦-PA-借屬格 阿嬤 主格 阿公 斜格 土地,受焦-PA-借 屬格 阿嬤 主格 阿公 斜格 土地,"[""受焦-PA-借"",""屬格"",""阿嬤"",""主格"",""阿公"",""斜格"",""土地""]",0.966,,
excluded_ungrammatical,86,d,117,pa-ma-caliw ni bayi ci baki tu umah.,pa-ma-caliw ni bayi ci baki tu umah.,* pa-ma-caliw ni bayi ci baki tu umah.,* (ungrammatical),,,,,[],,Source provides no aligned translation or gloss for this judged example; nearby prose is intentionally not attached.,Source-starred example excluded under POL-016; page-image verified.
excluded_expert_review,87,a,118,pa-dama kaku tu ma-liyuh-ay pa-batikal a wawa.,pa-dama kaku tu ma-liyuh-ay pa-batikal a wawa.,pa-dama          kaku              tu        ma-liyuh-ay    pa-batikal a                 wawa.,,,我幫忙扶著不會騎單車的小孩。,使役-扶 我.主格 斜格 MA-不會-AY 騎-單車 繫詞 小孩,使役-扶 我.主格 斜格 MA-不會-AY 騎-單車 繫詞 小孩,"[""使役-扶"",""我.主格"",""斜格"",""MA-不會-AY"",""騎-單車"",""繫詞"",""小孩""]",0.987,,Removed as ungrammatical during expert XML review on 2026-08-14.
include,87,b,118,mi-dama kaku tu ma-lilil-ay a ba-balaki.,mi-dama kaku tu ma-lilil-ay a ba-balaki.,mi-dama                kaku             tu      ma-lilil-ay            a           ba-balaki.,,,我去幫忙扶著走路不穩的老人。,主焦-扶 ：我.主格 斜格 MA-LILIL-AY 繫詞 重疊-長大,主焦-扶 我.主格 斜格 MA-LILIL-AY 繫詞 重疊-長大,"[""主焦-扶"",""我.主格"",""斜格"",""MA-LILIL-AY"",""繫詞"",""重疊-長大""]",0.986,,
include,87,c,118,tayza kaku mi-pa-dama tu baeket-ay a ni-muku niza.,tayza kaku mi-pa-dama tu baeket-ay a ni-muku niza.,tayza        kaku mi-pa-dama                    tu    baeket-ay a                 ni-muku          niza.,,,我去幫他搬重物。,去我主格 主焦-使役-扶 受格 重-AY 繫詞 NI-扛他.屬格,去 我.主格 主焦-使役-扶 受格 重-AY 繫詞 NI-扛 他.屬格,"[""去"",""我.主格"",""主焦-使役-扶"",""受格"",""重-AY"",""繫詞"",""NI-扛"",""他.屬格""]",0.965,PDF page-image verified interlinear column alignment.,
excluded_ungrammatical,87,d,118,tayza kaku pa-mi-dama tu baeketay a nimuku niza.,tayza kaku pa-mi-dama tu baeketay a nimuku niza.,* tayza kaku pa-mi-dama tu baeketay a nimuku niza.,* (ungrammatical),,,,,[],,Source provides no aligned translation or gloss for this judged example; nearby prose is intentionally not attached.,Source-starred example excluded under POL-016; page-image verified.
excluded_exact_repeat,88,a,119,cacay ku luma' i buyu' ni Panay.,cacay ku luma' i buyu' ni Panay.,cacay         ku          luma' i           buyu' ni                  Panay.,,AKIW_SZY_2012_EX_027A,Panay 在山上只有一間房屋。,主格 房子 處所格 山上 屬格 人名,一 主格 房子 處所格 山上 屬格 人名,"[""一"",""主格"",""房子"",""處所格"",""山上"",""屬格"",""人名""]",0.980,PDF page-image verified interlinear column alignment.,Exact source-form repeat of example 027a; extracted text page 61; represented by AKIW_SZY_2012_EX_027A. This row's source translation and gloss remain in the ledger.
excluded_exact_repeat,88,b,119,la-cacay ku ni-zateng nu mita.,la-cacay ku ni-zateng nu mita.,la-cacay            ku          ni-zateng nu            mita.,,AKIW_SZY_2012_EX_027B,我們的理念一致。,變成-一 主格 NI-想 屬格 m-我們.屬格,變成-一 主格 NI-想 屬格 m-我們.屬格,"[""變成-一"",""主格"",""NI-想"",""屬格"",""m-我們.屬格""]",1.000,,Exact source-form repeat of example 027b; extracted text page 61; represented by AKIW_SZY_2012_EX_027B. This row's source translation and gloss remain in the ledger.
include,88,c,119,ma-la-cacay ku niyazu'-ay nu heni.,ma-la-cacay ku niyazu'-ay nu heni.,ma-la-cacay          ku         niyazu'-ay         nu     heni.,,,他們的部落很團結。,主焦-變成-一 主格 部落-AY 屬格 他們.屬格,主焦-變成-一 主格 部落-AY 屬格 他們.屬格,"[""主焦-變成-一"",""主格"",""部落-AY"",""屬格"",""他們.屬格""]",0.983,,
excluded_ungrammatical,88,d,119,la-ma-cacay ku niyazu'ay nu heni.,la-ma-cacay ku niyazu'ay nu heni.,* la-ma-cacay ku niyazu'ay nu heni.,* (ungrammatical),,,,,[],,Source provides no aligned translation or gloss for this judged example; nearby prose is intentionally not attached.,Source-starred example excluded under POL-016; page-image verified.
include,89,a,120,mi-kidem tu katalalan ci Bunuk.,mi-kidem tu katalalan ci Bunuk.,mi-kidem           tu         katalalan          ci            Bunuk.,,,Bunuk 偷牛。,主焦-偷 科格 牛 主格人名,主焦-偷 斜格 牛 主格 人名,"[""主焦-偷"",""斜格"",""牛"",""主格"",""人名""]",1.000,,
include,89,b,120,na-mi-kidem ci Taymu tu nani'.,na-mi-kidem ci Taymu tu nani'.,na-mi-kidem         ci              Taymu             tu            nani'.,,,Taymu 曾經偷過貓。,會經-主焦-偷 主格 人名 斜格 貓,會經-主焦-偷 主格 人名 斜格 貓,"[""會經-主焦-偷"",""主格"",""人名"",""斜格"",""貓""]",0.980,,
excluded_ungrammatical,89,c,120,mi-na-kidem ci Taymu tu nani'.,mi-na-kidem ci Taymu tu nani'.,* mi-na-kidem ci Taymu tu nani'.,* (ungrammatical),,,,,[],,Source provides no aligned translation or gloss for this judged example; nearby prose is intentionally not attached.,Source-starred example excluded under POL-016; page-image verified.
excluded_expert_review,90,a,120,lahuk han tu.,lahuk han tu.,lahuk        han              tu.,,,吃午餐吧。,午餐 HAN TU,午餐 HAN TU,"[""午餐"",""HAN"",""TU""]",0.857,,Removed as ungrammatical during expert XML review on 2026-08-14.
include,90,b,120,pi-awaw-i kisu ci inaan a ma-lahuk!,pi-awaw-i kisu ci inaan a ma-lahuk!,pi-awaw-i              kisu              ci              inaan              a         ma-lahuk!,,,你去叫媽媽來吃中餐！,使役-叫-新使 你.主格 斜格 媽媽-斜格 繫詞 主焦-午餐,使役-叫-新使 你.主格 斜格 媽媽-斜格 繫詞 主焦-午餐,"[""使役-叫-新使"",""你.主格"",""斜格"",""媽媽-斜格"",""繫詞"",""主焦-午餐""]",0.983,,
include,90,c,120,na-ma-lahuk tu kami i ci Sabak-an.,na-ma-lahuk tu kami i ci Sabak-an.,na-ma-lahuk              tu         kami                   i             ci     Sabak-an.,,,我們在Sabak家已吃過早餐。,會經-主焦-午餐 已經 我們.主格 處所格 斜格 人名-斜格,會經-主焦-午餐 已經 我們.主格 處所格 斜格 人名-斜格,"[""會經-主焦-午餐"",""已經"",""我們.主格"",""處所格"",""斜格"",""人名-斜格""]",0.982,,
excluded_ungrammatical,90,d,120,ma-na-lahuk tu kami i ci Sabakan.,ma-na-lahuk tu kami i ci Sabakan.,* ma-na-lahuk tu kami i ci Sabakan.,* (ungrammatical),,,,,[],,Source provides no aligned translation or gloss for this judged example; nearby prose is intentionally not attached.,Source-starred example excluded under POL-016; page-image verified.
include,91,a,121,yadah ku sa-pi-sulit nu maku.,yadah ku sa-pi-sulit nu maku.,yadah           ku             sa-pi-sulit              nu         maku.,,,我有很多鉛筆。,很多 主格 工焦-寫 闓格 m-我.齏格,很多 主格 工焦-寫 屬格 m-我.屬格,"[""很多"",""主格"",""工焦-寫"",""屬格"",""m-我.屬格""]",0.980,,
include,91,b,121,sasait ku sa-pi-ketun tu calaped.,sasait ku sa-pi-ketun tu calaped.,sasait                   ku       sa-pi-ketun           tu              calaped.,,,長褲是用剪刀剪的。,剪刀 主格 工焦-剪 斜格 褲子,剪刀 主格 工焦-剪 斜格 褲子,"[""剪刀"",""主格"",""工焦-剪"",""斜格"",""褲子""]",0.982,,
include,91,c,121,pi-tais tu ma-lepi'-ay a pawti.,pi-tais tu ma-lepi'-ay a pawti.,pi-tais             tu            ma-lepi'-ay                 a                  pawti.,,,去縫破掉的麻袋。,使役-縫 斜格 受焦-撕破-AY 檕詞 麻袋,使役-縫 斜格 受焦-撕破-AY 繫詞 麻袋,"[""使役-縫"",""斜格"",""受焦-撕破-AY"",""繫詞"",""麻袋""]",0.962,,
include,91,d,121,u mising ku sa-pi-tais tu ma-lepi'-ay a zikuc.,u mising ku sa-pi-tais tu ma-lepi'-ay a zikuc.,u                   mising       ku sa-pi-tais           tu         ma-lepi’-ay             a         zikuc.,,,用縫紉機縫補受損的衣服。,普名標記縫紉機 主格 SA-使役-縫 斜格 受焦-撕破-AY 繫詞 衣服,普名標記 縫紉機 主格 SA-使役-縫 斜格 受焦-撕破-AY 繫詞 衣服,"[""普名標記"",""縫紉機"",""主格"",""SA-使役-縫"",""斜格"",""受焦-撕破-AY"",""繫詞"",""衣服""]",0.987,,
excluded_ungrammatical,91,e,121,u mising ku pi-sa-tais tu malepiay a zikuc.,u mising ku pi-sa-tais tu malepiay a zikuc.,* u mising ku pi-sa-tais tu malepiay a zikuc.,* (ungrammatical),,,,,[],,Source provides no aligned translation or gloss for this judged example; nearby prose is intentionally not attached.,Source-starred example excluded under POL-016; page-image verified.
include,92,a,124,ayaw nu sa-upu mu-tizeng ku ka-tuud-ay.,ayaw nu sa-upu mu-tizeng ku ka-tuud-ay.,ayaw       nu          sa-upu mu-tizeng                   ku         ka-tuud-ay.,,,大家在開會前先起立。,先 屬格 SA-堆 主焦-站立 主格 KA-東西-AY,先 屬格 SA-堆 主焦-站立 主格 KA-東西-AY,"[""先"",""屬格"",""SA-堆"",""主焦-站立"",""主格"",""KA-東西-AY""]",0.985,,
include,92,b,124,tizeng-a kisu a pa-pelu i nu-ayaw-an nu ka-tuud-ay.,tizeng-a kisu a pa-pelu i nu-ayaw-an nu ka-tuud-ay.,tizeng-a        kisu         a                 pa-pelu          i     nu-ayaw-an nu         ka-tuud-ay.,,,請站在大眾前演說。,屬格 KA-東西-AY,站-勸使 你.主格 繫詞 PA-演說 處所格 過去-先-處焦 屬格 KA-東西-AY,"[""站-勸使"",""你.主格"",""繫詞"",""PA-演說"",""處所格"",""過去-先-處焦"",""屬格"",""KA-東西-AY""]",0.925,PDF page-image verified interlinear column alignment.,
include,93,a,126,u sa-sa-epah-en ku heci nu adidem.,u sa-sa-epah-en ku heci nu adidem.,u                  sa-sa-epah-en              ku            heci        nu      adidem.,,,把桑葚釀成米酒。,普名標記 SA-SA-酒-受焦 主格 果實 屬格 桑樹,普名標記 SA-SA-酒-受焦 主格 果實 屬格 桑樹,"[""普名標記"",""SA-SA-酒-受焦"",""主格"",""果實"",""屬格"",""桑樹""]",1.000,PDF page-image correction: 桑葚 restored from OCR 桑甚.,
include,93,b,126,adidem-an ku nu-ayaw-an nu luma' niyam.,adidem-an ku nu-ayaw-an nu luma' niyam.,adidem-an               ku          nu-ayaw-an           nu           luma'         niyam.,,,我家前面是桑樹園。,桑樹-處焦 主格 過去-先-處焦 屬格 家 我們.靥格,桑樹-處焦 主格 過去-先-處焦 屬格 家 我們.屬格,"[""桑樹-處焦"",""主格"",""過去-先-處焦"",""屬格"",""家"",""我們.屬格""]",0.985,,
excluded_exact_repeat,94,a,126,paluma kaku tu paza' i nu zikuz-an nu luma'.,paluma kaku tu paza' i nu zikuz-an nu luma'.,paluma kaku                         tu       paza'      i          nu          zikuz-an nu             luma'.,,AKIW_SZY_2012_EX_021A,我在我家後院種香蕉。,屬格家,種 我.主格 斜格 香蕉 處所格 屬格 後面-處焦 屬格 家,"[""種"",""我.主格"",""斜格"",""香蕉"",""處所格"",""屬格"",""後面-處焦"",""屬格"",""家""]",0.958,PDF page-image verified interlinear column alignment.,Exact source-form repeat of example 021a; extracted text page 53; represented by AKIW_SZY_2012_EX_021A. This row's source translation and gloss remain in the ledger.
include,94,b,126,paluma-an ni Taymu ku umah ni Benel tu kalitang,paluma-an ni Taymu ku umah ni Benel tu kalitang,paluma-an               ni          Taymu         ku    umah           ni      Benel tu                 kalitang,,,Benel的地是Taymu所種花生的地方,斜格 花生,種-處焦 屬格 人名 主格 田 屬格 人名 斜格 花生,"[""種-處焦"",""屬格"",""人名"",""主格"",""田"",""屬格"",""人名"",""斜格"",""花生""]",0.962,PDF page-image correction: removed a footnote-marker OCR artifact. PDF page-image verified interlinear column alignment.,
include,95,a,128,kapah a azih-en ku laway nina limecedan.,kapah a azih-en ku laway nina limecedan.,kapah          a         azih-en        ku          laway         nina      limecedan.,,,這位小姐的嘴型看起來很美。,好 繫詞 看-受焦 主格嘴 這個 小姐,好 繫詞 看-受焦 主格 嘴 這個 小姐,"[""好"",""繫詞"",""看-受焦"",""主格"",""嘴"",""這個"",""小姐""]",0.985,,
include,95,b,128,ni-azih-an tu nu maku kina cudad.,ni-azih-an tu nu maku kina cudad.,ni-azih-an                tu             nu           maku                 kina   cudad.,,,我讀過這本書了。,NI-看-處焦 完成貌 屬格 m-我.主格 這個書,NI-看-處焦 完成貌 屬格 m-我.主格 這個 書,"[""NI-看-處焦"",""完成貌"",""屬格"",""m-我.主格"",""這個"",""書""]",0.982,PDF page-image verified interlinear column alignment.,
include,96,a,128,amana kan tu sa-walak ma-apiyan-a.,amana kan tu sa-walak ma-apiyan-a.,amana          kan        tu        sa-walak           ma-apiyan-a.,,,不要吃毒品否則會上癮。,不要 吃 斜格 SA-毒 MA-鴉片-勸使,不要 吃 斜格 SA-毒 MA-鴉片-勸使,"[""不要"",""吃"",""斜格"",""SA-毒"",""MA-鴉片-勸使""]",0.983,,
include,96,b,128,kan-an nu nani' kiya buting.,kan-an nu nani' kiya buting.,kan-an              nu           nani'        kiya      buting.,,,魚被貓吃了。,種-處焦 屬格 貓 那個魚,種-處焦 屬格 貓 那個 魚,"[""種-處焦"",""屬格"",""貓"",""那個"",""魚""]",0.936,PDF page-image verified interlinear column alignment.,
include,97,a,129,mi-tais ci ina tu zikuc nu maku.,mi-tais ci ina tu zikuc nu maku.,mi-tais ci                   ina      tu        zikuc nu        maku.,,,媽媽在縫製我的衣服。,主焦-縫主格媽媽 斜格 衣服 屬格 m-我.屬格,主焦-縫 主格 媽媽 斜格 衣服 屬格 m-我.屬格,"[""主焦-縫"",""主格"",""媽媽"",""斜格"",""衣服"",""屬格"",""m-我.屬格""]",0.980,PDF page-image verified interlinear column alignment.,
include,97,b,129,pazeng-en i ci ina-an ku kalisiw.,pazeng-en i ci ina-an ku kalisiw.,pazeng-en                    i             ci     ina-an             ku     kalisiw.,,,把錢放在媽媽那裡。,放-新使 處所格 斜格 媽媽-斜格 主格 錢,放-新使 處所格 斜格 媽媽-斜格 主格 錢,"[""放-新使"",""處所格"",""斜格"",""媽媽-斜格"",""主格"",""錢""]",0.982,,
include,98,a,129,acawa ni Panay ci Kacaw.,acawa ni Panay ci Kacaw.,acawa               ni       Panay          ci            Kacaw.,,,Kacaw是Panay的丈夫。,丈夫 屬格人名 主格 人名,丈夫 屬格 人名 主格 人名,"[""丈夫"",""屬格"",""人名"",""主格"",""人名""]",0.974,,
include,98,b,129,si-balucu' kaku ci Panay-an.,si-balucu' kaku ci Panay-an.,si-balucu' kaku                       ci          Panay-an.,,,我屬意Panay。,SI-心 我主格 斜格 人名-斜格,SI-心 我.主格 斜格 人名-斜格,"[""SI-心"",""我.主格"",""斜格"",""人名-斜格""]",0.980,,
include,99,a,130,kapah ku demiad i sadingsing.,kapah ku demiad i sadingsing.,kapah            ku         demiad              i                 sadingsing.,,,春天的天氣很好。,好 主格 日子 處所格 春天,好 主格 日子 處所格 春天,"[""好"",""主格"",""日子"",""處所格"",""春天""]",0.980,,
include,99,b,130,mu-celak ku balu nu kilang i sadingsing-an.,mu-celak ku balu nu kilang i sadingsing-an.,mu-celak              ku        balu          nu           kilang              i         sadingsing-an.,,,樹在春天開花。,主焦-開 主格 花 屬格 樹 處所格 春天-處焦,主焦-開 主格 花 屬格 樹 處所格 春天-處焦,"[""主焦-開"",""主格"",""花"",""屬格"",""樹"",""處所格"",""春天-處焦""]",1.000,,
include,100,a,130,pay-sananal mi-yatayat tu uzip kaku.,pay-sananal mi-yatayat tu uzip kaku.,pay-sananal                    mi-yatayat                   tu       uzip                    kaku.,,,我每天清晨運動。,PAY-清 主焦-運動 斜格 身體我.主格,PAY-清 主焦-運動 斜格 身體 我.主格,"[""PAY-清"",""主焦-運動"",""斜格"",""身體"",""我.主格""]",0.984,,
include,100,b,130,ma-taba-tabal kaku mu-lekal tu sananal-an.,ma-taba-tabal kaku mu-lekal tu sananal-an.,ma-taba-tabal               kaku              mu-lekal                tu           sananal-an.,,,我都在清晨時刻起床。,MA-重疊-早 • 我主格 主焦-起床 斜格 清晨-處焦,MA-重疊-早 我.主格 主焦-起床 斜格 清晨-處焦,"[""MA-重疊-早"",""我.主格"",""主焦-起床"",""斜格"",""清晨-處焦""]",0.987,PDF page-image verified interlinear column alignment.,
include,101,a,132,bangbang sa ku lamal ni Tubah.,bangbang sa ku lamal ni Tubah.,bangbang      sa          ku           lamal     ni          Tubah.,,,Tubah的火自然就燒旺。,燒 SA 主格火 屬格 人名,燒 SA 主格 火 屬格 人名,"[""燒"",""SA"",""主格"",""火"",""屬格"",""人名""]",0.980,,
include,101,b,132,bangbang-aw nu mita ku wawa pa-pi-cudad.,bangbang-aw nu mita ku wawa pa-pi-cudad.,bangbang-aw         nu           mita             ku          wawa         pa-pi-cudad.,,,要多鼓勵我們的小孩讀書。,鼓勵-勸使 屬格 m-我們.屬格 主格 孩子 PA-PI-書,鼓勵-勸使 屬格 m-我們.屬格 主格 孩子 PA-PI-書,"[""鼓勵-勸使"",""屬格"",""m-我們.屬格"",""主格"",""孩子"",""PA-PI-書""]",0.986,,
include,102,a,132,caay ka-namuh kaku tuyni a pi-sa-ka-kawaw-an.,caay ka-namuh kaku tuyni a pi-sa-ka-kawaw-an.,caay ka-namuh             kaku         tuyni     a          pi-sa-ka-kawaw-an.,,,我不喜歡這裡的工作性質。,不 KA-喜歡 我.主格 這裡 繫詞 PI-SA-重疊-工作-處焦,不 KA-喜歡 我.主格 這裡 繫詞 PI-SA-重疊-工作-處焦,"[""不"",""KA-喜歡"",""我.主格"",""這裡"",""繫詞"",""PI-SA-重疊-工作-處焦""]",0.987,,
include,102,b,132,namuh-aw nu mita kiya ba-balaki!,namuh-aw nu mita kiya ba-balaki!,namuh-aw            nu          mita                 kiya       ba-balaki!,,,我們要孝敬長輩！,喜歡-aw 屬格 m-我們，屬格那個 重疊-長大,喜歡-aw 屬格 m-我們.屬格 那個 重疊-長大,"[""喜歡-aw"",""屬格"",""m-我們.屬格"",""那個"",""重疊-長大""]",0.982,PDF page-image verified interlinear column alignment.,
include,103,a,133,Bunuk pi-iyot kisu tu naba.,Bunuk pi-iyot kisu tu naba.,Bunuk pi-iyot           kisu     tu       naba.,,,Bunuk 你去做木臼！,人名 使役-雕刻 你 斜格 木臼,人名 使役-雕刻 你 斜格 木臼,"[""人名"",""使役-雕刻"",""你"",""斜格"",""木臼""]",0.978,,
include,103,b,133,Bunuk-aw tais-en ku calaped nu maku.,Bunuk-aw tais-en ku calaped nu maku.,Bunuk-aw         tais-en       ku           calaped   nu         maku.,,,Bunuk啊！去縫我的褲子。,人名-aw 縫-使役 主格 褲子 屬格 m-我.屬格,人名-aw 縫-使役 主格 褲子 屬格 m-我.屬格,"[""人名-aw"",""縫-使役"",""主格"",""褲子"",""屬格"",""m-我.屬格""]",0.951,,
excluded_exact_repeat,104,a,134,maluk kaku tu lutuk nu kalitang.,maluk kaku tu lutuk nu kalitang.,maluk kaku                 tu     lutuk       nu       kalitang.,,AKIW_SZY_2012_EX_002,我在除花生園的雜草。,除草 我-主格 斜格 草 屬格 花生,除草 我-主格 斜格 草 屬格 花生,"[""除草"",""我-主格"",""斜格"",""草"",""屬格"",""花生""]",0.981,,Exact source-form repeat of example 002; extracted text page 33; represented by AKIW_SZY_2012_EX_002. This row's source translation and gloss remain in the ledger.
include,104,b,134,u maluk-ay kami.,u maluk-ay kami.,u           maluk-ay             kami.,,,我們是務農的人。,普名標記 耕田-ay 我們.主格,普名標記 耕田-ay 我們.主格,"[""普名標記"",""耕田-ay"",""我們.主格""]",0.963,,
