status,seq,page,affix_form,affix_function_zho,affix_source,form,meaning_zho,base_form,base_meaning_zho,source_context,raw_ocr,note,retained_xml_id
include,293,127,-an,被動,table 75,kan-an,被吃,kan,吃！,-an | kan | 吃！,293 | -an | kan | 吃！ | kan-an | 被吃95,Page-image verified; Vision OCR read the printed exclamation mark as an apostrophe and retained a footnote marker.,
include,294,127,-an,被動,table 75,laup-an,被包圍的,laup,包圍,-an | laup | 包圍,294 | -an | laup | 包圍 | laup-an | 被包圍的,,
include,295,127,-an,被動,table 75,liclic-an,被審問%,liclic,審問,-an | liclic | 審問,295 | -an | liclic | 審問 | liclic-an | 被審問%6,,
include,296,128,-an,斜格,table 76,ina-an,媽媽那裡,ina,母親,-an | ina | 母親,296 | -an | ina | 母親 | ina-an | 媽媽那裡,,
include,297,128,-an,斜格,table 76,Panay-an,Panay 那裡,Panay,人名,-an | Panay | 人名,297 | -an | Panay | 人名 | Panay-an | Panay 那裡,Page-image verified; Vision OCR selected the root name instead of the suffixed form.,
include,298,130,-an,特定的時間,table 77,balangbang-an,秋季,balangbang,秋天,-an | balangbang | 秋天,298 | -an | balangbang | 秋天 | balangbang-an | 秋季,,
include,299,130,-an,特定的時間,table 77,sadingsing-an,春季,sadingsing,春天,-an | sadingsing | 春天,299 | -an | sadingsing | 春天 | sadingsing-an | 春季,,
include,300,130,-an,特定的時間,table 77,salahbal-an,月圓時，亦指中秋節,salahbal,月圓,-an | salahbal | 月圓,300 | -an | salahbal | 月圓 | salahbal-an,Page-image verified; Vision OCR missed the wrapped rightmost meaning cell.,
include,301,130,-an,特定的時間,table 77,sananal-an,清晨時刻,sananal,清晨,-an | sananal | 清晨,301 | -an | sananal | 清晨 | sananal-an | 清晨時刻,,
include,302,131,-aw,勸使,table 79,bangbang-aw,要多勉勵,bangbang,火燒旺，可延伸有加油、勉勵之意,-aw | bangbang | 火燒旺，可延伸有加油、勉勵之意,302 | -aw | bangbang | bangbang-aw | 要多勉勵,Page-image verified while adding source-table base forms; OCR omitted the base-meaning cell.,
include,303,132,-aw,勸使,table 79,namuh-aw,要敬愛！,namuh,高興、喜歡,-aW | namuh | 高興、喜歡,303 | -aW | namuh | 高興、喜歡 | namuh-aw | 要敬愛！101,,
include,304,133,-aw,表示親暱,table 80,Bunuk-aw,親暱的稱Bunuk啊！,Bunuk,人名,-aw | Bunuk | 人名,,Page-image verified; Vision OCR merged the root and affixed-form cells.,
include,305,134,-ay,動作行為的施事者,table 82,imelang-ay,病人,imelang,病,-ay | imelang | 病,305 | -ay | imelang | 病 | imelang-ay | 病人,,
include,306,134,-ay,動作行為的施事者,table 82,maluk-ay,務農的人,maluk,除（草）、耕田,-ay | maluk | 除（草）、耕田,306 | -ay | maluk | 除（草）、耕田 | maluk-ay | 務農的人104,,
include,307,134,-ay,動作行為的施事者,table 82,mapeluk-ay,愛講話的人,mapeluk,愛講話,-ay | mapeluk | 愛講話,307 | -ay | mapeluk | 愛講話 | mapeluk-ay | 愛講話的人,,
include,308,134,-ay,動作行為的施事者,table 82,mibuting-ay,捕魚的人,mi-buting,捕魚,-ay | mi-buting | 捕魚,308 | -ay | mi-buting | 捕魚 | mibuting-ay | 捕魚的人105,,
include,309,134,-ay,動作行為的施事者,table 82,paceba-ay,騙子,paceba,隨便,-ay | paceba | 隨便,309 | -ay | paceba | 隨便 | paceba-ay | 騙子,,
include,310,134,-ay,動作行為的施事者,table 82,pahengad-ay,騙子,pahengad,欺騙,-ay | pahengad | 欺騙,310 | -ay | pahengad | 欺騙 | pahengad-ay | 騙子,,
include,311,135,-ay,數詞名物化,table 83,enem-ay,大的,enem,六,-ay | enem | 六,311 | -ay | enem | 六 | enem-ay | 大的100,,
include,312,135,-ay,數詞名物化,table 83,lima-ay,五的,lima,五,-ay | lima | 五,312 | -ay | lima | 五 | lima-ay | 五的,,
include,313,135,-ay,數詞名物化,table 83,sepat,四的,sepat,四,-ay | sepat | 四,313 | -ay | sepat | 四 | sepat | 四的,Page-image verified source inconsistency: table 83 row 313 prints affix -ay but affixed form sepat; the following prose gives sept-ay. The XML preserves the table row and represents -ay in its source affix M tier.,
include,314,136,-ay,狀態或性質,table 84,makesem-ay,悲哀的,makesem,難過,-ay | makesem | 難過,314 | -ay | makesem | 難過 | makesem-ay | 悲哀的,,
include,315,136,-ay,狀態或性質,table 84,malalitin-ay,被連結的,malalitin,連結,-ay | malalitin | 連結,315 | -ay | malalitin | 連結 | malalitin-ay | 被連結的,,
include,316,136,-ay,狀態或性質,table 84,pabaliw-ay,懷疑的,pabaliw,懷疑（使動）,-ay | pabaliw | 懷疑（使動）,316 | -ay | pabaliw | 懷疑（使動） | pabaliw-ay | 懷疑的,,
include,317,136,-ay,狀態或性質,table 84,panunu'-ay,向（某人）炫耀的,panunu',向（某人）炫耀,-ay | panunu' | 向（某人）炫耀,317 | -ay | panunu' | 向（某人）炫耀 | panunu'-ay,Page-image verified; Vision OCR missed the wrapped rightmost meaning cell.,
include,318,136,-ay,狀態或性質,table 84,tayni-ay,來這的,tayni,來,-ay | tayni | 來,318 | -ay | tayni | 來 | tayni-ay | 來這的,,
include,319,136,-ay,狀態或性質,table 84,amis-ay,北方的,amis,北,-ay | amis | 北,319 | -ay | amis | 北 | amis-ay | 北方的,,
include,320,136,-ay,狀態或性質,table 84,balucu'-ay,心目中的,balucu',心,-ay | balucu' | 心,320 | -ay | balucu' | 心 | balucu-ay | 心目中的,Page-image verified while adding source-table base forms; OCR omitted the glottal mark.,
include,321,136,-ay,狀態或性質,table 84,bayu-ay,鹹水的,bayu,海,-ay | bayu | 海,321 | -ay | bayu | 海 | bayu-ay | 鹹水的,,
include,322,136,-ay,狀態或性質,table 84,ceka-ay,刺茄,ceka,刺,-ay | ceka | 刺,322 | -ay | ceka | 刺 | ceka-ay | 刺茄,,
include,323,137,-ay,狀態或性質,table 84,uli'-ay,茅草的,uli',茅草,-ay | uli' | 茅草,323 | -ay | ui | 茅草 | uli-ay | 茅草的,Page-image verified while adding source-table base forms; OCR omitted l and the glottal mark in the root cell.,
include,324,137,-ay,狀態或性質,table 84,likecu-ay,窄的,likecu,窄,-ay | likecu | 窄,324 | -ay | likecu | 窄 | likecu-ay | 窄的,,
include,325,137,-ay,狀態或性質,table 84,pu'nel-ay,矮的,pu'nel,矮（形容事物，延伸形容人矮）,-ay | pu'nel | 矮（形容事物，延伸形容人矮）,325 | -ay | pu'nel | punel-ay | 矮的,Page-image verified while adding source-table base forms; OCR omitted the glottal mark from the affixed form.,
include,326,137,-ay,狀態或性質,table 84,salungan-ay,可愛的,salungan,可愛,-ay | salungan | 可愛,326 | -ay | salungan | 可愛 | salungan-ay | 可愛的,,
include,327,137,-ay,狀態或性質,table 84,takalaw-ay,最高的,takalaw,高,-ay | takalaw | 高,327 | -ay | takalaw | 高 | takalaw-ay | 最高的,,
include,328,137,-ay,狀態或性質,table 84,tanaya'-ay,長的,tanaya',長,-ay | tanaya' | 長,328 | -ay | tanaya' | 長 | tanaya'-ay | 長的,,
include,329,138,-en,命令行為,table 86,angic-en,哭出來！,angic,哭,-en | angic | 哭,329 | -en | angic | 哭 | angic-en | 哭出來！,,
include,330,138,-en,命令行為,table 86,silsil-en,排列！,silsil,排隊,-en | silsil | 排隊,330 | -en | silsil | 排隊 | silsil-en | 排列！,,
include,331,138,-en,命令行為,table 86,sipu-en,去擦！,sipu,擦,-en | sipu | 擦,331 | -en | sipu | 擦 | sipu-en | 去擦！,,
include,332,138,-en,命令行為,table 86,tahab-en,蓋！,tahab,蓋,-en | tahab | 蓋,332 | -en | tahab | 蓋 | tahab-en | 蓋！,,
include,333,139,-en,命令行為,table 86,tais-en,要縫製,tais,縫製,-en | tais | 縫製,333 | -en | tais | 縫製 | tais-en | 要縫製,,
include,334,139,-en,命令行為,table 86,atip-en,去夾！,atip,筷子,-en | atip | 筷子,334 | -en | atip | 筷子 | atip-en | 去夾！,,
include,335,139,-en,命令行為,table 86,auk-en,去砍竹子！,auk,竹子,-en | auk | 竹子,335 | -en | auk | 竹子 | auk-en | 去砍竹子！,,
include,336,139,-en,命令行為,table 86,balucu'-en,放在心裡！,balucu',心,-en | balucu' | 心,336 | -en | balucu' | 心 | balucu'-en | 放在心裡！,,
include,337,139,-en,命令行為,table 86,cudad-en,去寫！,cudad,書,-en | cudad | 書,337 | -en | cudad | 書 | cudad-en | 去寫！,,
include,338,139,-en,命令行為,table 86,tatak-en,用大鋤頭！,tatak,大鋤頭,-en | tatak | 大鋤頭,338 | -en | tatak | 大鋤頭 | tatak-en | 用大鋤頭！,,
include,339,139,-en,命令行為,table 86,apuyu'-en,縮短！,apuyu',短,-en | apuyu' | 短,339 | -en | apuyu' | 短 | apuyu'-en | 縮短！,,
include,340,139,-en,命令行為,table 86,badi'-en,曬乾！,badi',枯萎、乾掉,-en | badi' | 枯萎、乾掉,340 | -en | badi' | 枯萎、乾掉 | badi'-en | 曬乾！,,
include,341,139,-en,命令行為,table 86,kulemi-en,使之扁掉,kulemi,扁,-en | kulemi | 扁,341 | -en | kulemi | 扁 | kulemi-en | 使之扁掉,,
include,342,139,-en,命令行為,table 86,nuneng-en,要穩重！,nuneng,安靜、穩重,-en | nuneng | 安靜、穩重,342 | -en | nuneng | 安靜、穩重 | nuneng-en | 要穩重！,,
include,343,140,-i,加強語氣、使役,table 88,azih-i,看好！,azih,看,azih | 看,343 | azih | 看 | azih-i | 看好！,,
include,344,140,-i,加強語氣、使役,table 88,hang-i,好哇！,hang,知道了、是,hang | 知道了、是,344 | hang | 知道了、是 | hang-i | 好哇！,,
include,345,140,-i,加強語氣、使役,table 88,nanam-i,要學習！,nanam,學習,nanam | 學習,345 | nanam | 學習 | nanam-i | 要學習！,,
include,346,140,-i,加強語氣、使役,table 88,pacuma-i,去餵！,pacuma,餵,pacuma | 餵,346 | pacuma | 餵 | pacuma-i | 去餵！,,
include,347,140,-i,加強語氣、使役,table 88,pawan-i,要忘掉！,pawan,忘記,工. | pawan | 忘記,347 | 工. | pawan | 忘記 | pawan-i | 要忘掉！,,
include,348,142,ka-...-an,處所或地方,table 89,ka-limad-an,遷移地,limad,搬移、移動、遷移,ka-..-an | limad | 搬移、移動、遷移,348 | ka-..-an | limad | 搬移、移動、遷移 | ka-limad-an | 遷移地,,
include,349,142,ka-...-an,處所或地方,table 89,ka-hetik-an,掉落處,hetik,掉下來,ka-..-an | hetik- | 掉下來,349 | ka-..-an | hetik- | 掉下來 | ka-hetik-an | 掉落處,,
include,350,142,ka-...-an,處所或地方,table 89,ka-katukuh-an,目的地,katukuh,到達,ka-..-an | katukuh | 到達,350 | ka-..-an | katukuh | 到達 | ka-katukuh-an | 目的地,,
include,351,142,ka-...-an,處所或地方,table 89,ka-kuli-an,工作場所,kuli,雇工（臺閩）,ka-..-an | kuli | 雇工（臺閩）,351 | ka-..-an | kuli | 雇工（臺閩） | ka-kuli-an | 工作場所,,
include,352,142,ka-...-an,處所或地方,table 89,ka-tayza-an,目的地,tayza,去,ka-..-an | tayza | 去,352 | ka-..-an | tayza | 去 | ka-tayza-an | 目的地,,
include,353,143,ka-...-an,特定的時間,table 90,ka-labi-an,晚餐時刻、傍晚,labi,晚上,ka-..-an | labi | 晚上,353 | ka-..-an | labi | 晚上 | ka-labi-an | 晚餐時刻、傍晚,,
include,354,143,ka-...-an,特定的時間,table 90,ka-lahuk-an,午餐時刻、中午,lahuk,午餐,ka-..-an | lahuk | 午餐,354 | ka-..-an | lahuk | 午餐 | ka-lahuk-an | 午餐時刻、中午,,
include,355,143,ka-...-an,特定的時間,table 90,ka-lanam-an,早餐時刻、早上,lanam,早餐,ka-..-an | lanam | 早餐,355 | ka-..-an | lanam | 早餐 | ka-lanam-an | 早餐時刻、早上,,
include,356,143,ka-...-an,特定的時間,table 90,ka-sienaw-an,冬天,sienaw,冷,ka-..-an | sienaw | 冷,356 | ka-..-an | sienaw | 冷 | ka-sienaw-an | 冬天,,
include,357,143,ka-...-an,特定的時間,table 90,ka-udad-an,雨天,udad,雨,ka-.-an | udad | 雨,357 | ka-.-an | udad | 雨 | ka-udad-an | 雨天,,
include,358,144,ka-si-...-an,特定的時間,table 91,ka-si-balu-an,開花的季節,balu,花,ka-si-..-an | balu | 花,358 | ka-si-..-an | balu | 花 | ka-si-balu-an | 開花的季節,,
include,359,144,ka-si-...-an,特定的時間,table 91,ka-si-lawad-an,有空閒的時候,lawad,時間,ka-si-..-an | lawad | 時間,359 | ka-si-..-an | lawad | 時間 | ka-si-lawad-an | 有空閒的時候,,
include,360,144,ka-si-...-an,特定的時間,table 91,ka-si-lupas-an,水蜜桃產期,lupas,桃子、水蜜桃,ka-si-..-an | lupas | 桃子、水蜜桃,360 | ka-si-..-an | lupas | 桃子、水蜜桃 | ka-si-lupas-an | 水蜜桃產期,,
include,361,144,ka-si-...-an,特定的時間,table 91,ka-si-tebu'-an,竹筍的產季,tebu',筍類統稱,ka-si-...-an | tebu' | 筍類統稱,361 | ka-si-...-an | tebu' | 筍類統稱 | ka-si-tebu'-an | 竹筍的產季,,
include,362,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-badi'-ay,枯萎的,badi',枯萎、乾掉,ma-...-ay | badi'- | 枯萎、乾掉,362 | ma-.•-ay | badi'- | 枯萎、乾掉 | ma-badi-ay | 枯菱的,Page-image verified while adding source-table base forms; OCR omitted the glottal mark and misread 萎 as 菱.,
include,363,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-hedaw-ay,遺失的,hedaw,遺失,ma-...-ay | hedaw | 遺失,363 | ma-•-ay | hedaw | 遺失 | ma-hedaw-ay | 遺失的,,
include,364,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-id'id-ay,烤過的,id'id,烤,ma-...-ay | id'id- | 烤,364 | ma-.-ay | id'id- | 烤 | ma-idid-ay | 烤過的,Page-image verified while adding source-table base forms; OCR omitted the medial glottal mark.,
include,365,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-limula'-ay,很會撒嬌的,limula',撒嬌,ma-...-ay | limula'- | 撒嬌,365 | ma-.-ay | limula- | 撒嬌 | ma-limula-ay | 很會撒嬌的,Page-image verified; Vision OCR omitted both printed glottal apostrophes.,
include,366,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-senget-ay,潮濕的,senget,潮濕,ma-...-ay | senget- | 潮濕,366 | ma-•-ay | senget- | 潮濕 | ma-senget-ay | 潮濕的,,
include,367,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-laway-ay,長舌婦、愛講話,laway,嘴巴,ma-.-ay | laway | 嘴巴,367 | ma-.-ay | laway | 嘴巴 | ma-laway-ay | 長舌婦、愛講話,,
include,368,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-lebut-ay,斷了的線、子,lebut,（線、繩子）斷,ma-.-ay | lebut | （線、繩子）斷,368 | ma-.-ay | lebut | （線、繩子）斷 | ma-lebut-ay | 斷了的線、 子,,
include,369,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-lima-ay,小偷,lima,手,ma-.-ay | lima | 手,369 | ma-.-ay | lima | 手 | ma-lima-ay | 小偷,,
include,370,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-palaw-ay,舞者,palaw,舞,ma-.-ay | palaw | 舞,370 | ma-.-ay | palaw | 舞 | ma-palaw-ay | 舞者,,
include,371,145,ma-...-ay,動作行為的施事者或狀態或性質,table 92,ma-salaw-ay,巨人,salaw,巨大,ma-...-ay | salaw | 巨大,,Page-image verified; Vision OCR merged the first cells.,
include,372,146,mi-...-an,動作發生後產生的物體或對象,table 93,mi-caliw-an,借來的,caliw,借,mi-.-an | caliw- | 借,372 | mi-.-an | caliw- | 借 | mi-caliw-an | 借來的,,
include,373,146,mi-...-an,動作發生後產生的物體或對象,table 93,mi-cengel-an,有上顏色的,cengel,染,mi-.-an | cengel- | 染,373 | mi-.-an | cengel- | 染 | mi-cengel-an | 有上顏色的,,
include,374,146,mi-...-an,動作發生後產生的物體或對象,table 93,mi-nanam-an,知識,nanam,學習,mi-..-an | nanam- | 學習,374 | mi-..-an | nanam- | 學習 | mi-nanam-an | 知識,,
include,375,146,mi-...-an,動作發生後產生的物體或對象,table 93,mi-sanga'-an,建造的、製作的,sanga',建造、製作,mi-...-an | sanga'- | 建造、製作,375 | mi-.-an | sanga'- | 建造、製作 | mi-sanga-an | 建造的、製作的,Page-image verified while adding source-table base forms; OCR omitted the glottal mark.,
include,376,147,mu-...-ay,動作行為的施事者或狀態或性質,table 94,mu'-'neng-ay,坐下的,'neng,坐,mu-...-ay | 'neng- | 坐,376 | mu-•-ay | 'neng- | 坐 | mu'-neng-ay | 坐下的,Page-image and embedded scan text verified the two printed glottal apostrophes; Vision OCR omitted the second.,
include,377,147,mu-...-ay,動作行為的施事者或狀態或性質,table 94,mu-bahel-ay,在飛的,bahel,飛,mu-...-ay | bahel- | 飛,377 | mu-•-ay | bahel- | 飛 | mu-bahel-ay | 在飛的,,
include,378,147,mu-...-ay,動作行為的施事者或狀態或性質,table 94,mu-belih-ay,半途而廢的,belih,翻面、翻臉,mu-...-ay | belih | 翻面、翻臉,378 | mu-•-ay | belih | 翻面、翻臉 | mu-belih-ay | 半途而廢的,,
include,379,147,mu-...-ay,動作行為的施事者或狀態或性質,table 94,mu-culil-ay,走路的,culil,走,mu-.-ay | culil | 走,379 | mu-.-ay | culil | 走 | mu-culil-ay | 走路的,,
include,380,147,mu-...-ay,動作行為的施事者或狀態或性質,table 94,mu-dadiw-ay,唱歌的、歌星,dadiw,唱,mu-.-ay | dadiw- | 唱,380 | mu-.-ay | dadiw- | 唱 | mu-dadiw-ay | 唱歌的、歌星,,
include,381,147,mu-...-ay,動作行為的施事者或狀態或性質,table 94,mu-lecuh-ay,生產的、分娩的，例如產婦,lecuh,生產,mu-...-ay | lecuh- | 生產,"381 | mu-.-ay | lecuh- | 生產""！ | mu-lecuh-ay | 生產的、分娩的，",Page-image verified; Vision OCR retained the footnote marker and corrupted the wrapped rightmost meaning cell.,
include,382,148,na-...-an,動作所遺留的痕跡或遺物,table 95,na-culil-an,足跡,culil,走,na-...-an | culil | 走,382 | na-...-an | culil | 走 | na-culil-an | 足跡,,
include,383,148,na-...-an,動作所遺留的痕跡或遺物,table 95,na-emek-an,腳印,emek,踩,na-...-an | emek- | 踩,383 | na-•-an | cmek- | na-emek-an | 腳印,Page-image verified while adding source-table base forms; OCR read initial e as c and missed the base meaning.,
include,384,148,na-...-an,動作所遺留的痕跡或遺物,table 95,na-lacul-an,被遺留之物,lacul,裝,na-..-an | lacul- | 裝,384 | na-..-an | lacul- | 裝 | na-lacul-an | 被遺留之物,,
include,385,148,na-...-an,動作所遺留的痕跡或遺物,table 95,na-lecuh-an,出生地,lecuh,生下,na-.-an | lecuh- | 生下,385 | na-.-an | lecuh- | 生下 | na-lecuh-an | 出生地,,
include,386,148,na-...-an,動作所遺留的痕跡或遺物,table 95,na-lima-an,筆跡、手工藝品,lima,手,na-..-an | lima | 手,386 | na-..-an | lima | 手 | na-lima-an | 筆跡、手工藝品,,
include,387,148,na-...-an,動作所遺留的痕跡或遺物,table 95,na-ngelu'-an,辛苦得來的,ngelu',辛苦,na-...-an | ngelu' | 辛苦,387 | na-..-an | ngelu' | 辛苦 | na-ngelu-an | 辛苦得來的,Page-image verified while adding source-table base forms; OCR omitted the glottal mark from the affixed form.,
include,388,148,na-...-an,動作所遺留的痕跡或遺物,table 95,na-sazipa'-an,腳印,sazipa',腳掌,na-...-an | sazipa' | 腳掌,388 | na-.-an | sazipal | 腳掌 | na-sazipa-an | 腳印,Page-image verified while adding source-table base forms; OCR read the glottal mark as l and omitted it from the affixed form.,
include,389,148,na-...-an,動作所遺留的痕跡或遺物,table 95,na-tala'-an,刀傷,tala,砍、殺,na-..-an | tala- | 砍、殺,389 | na-..-an | tala- | 砍、殺 | na-tala'-an | 刀傷,,
include,390,149,nu-...-an,該方位的處所,table 96,nu-wali-an,東邊,wali,東,nU-.-an | wali | 東,"390 | nU-.-an | wali | 東 | nu-wali-an""12 | 東邊",,
include,391,149,nu-...-an,該方位的處所,table 96,nu-timul-an,南方,timul,南,nu-.-an | timul | 南,391 | nu-.-an | timul | 南 | nu-timul-an | 南方,,
include,392,149,nu-...-an,該方位的處所,table 96,nu-tip-an,西方,tip,西,nu-.-an | tip | 西,392 | nu-.-an | tip | 西 | nu-tip-an | 西方,,
include,393,149,nu-...-an,該方位的處所,table 96,nu-amis-an,北邊,amis,北,nu-.-an | amis | 北,393 | nu-.-an | amis | 北 | nu-amis-an | 北邊,,
include,394,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-bili-an,使他懷孕,bili,肚子,pa-..-an | bili | 肚子,394 | pa-..-an | bili | 肚子 | pa-bili-an | 使他懷孕,,
include,395,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-caliw-an,借給（某人）的,caliw,借,pa-...-an | caliw- | 借,395 | pa-•-an | caliw- | 借 | pa-caliw-an | 借給（某人）的,,
include,396,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-katukuh-an,傳達,katukuh,到達,pa-.-an | katukuh | 到達,396 | pa-.-an | katukuh | 到達 | pa-katukuh-an | 傳達,,
include,397,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-kawaw-an,被連累了,kawaw,工作、事情,pa-.-an | kawaw | 工作、事情,397 | pa-.-an | kawaw | 工作、事情 | pa-kawaw-an | 被連累了,,
include,398,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-liluc-an,受洗過的,liluc,洗禮,pa-...-an | liluc- | 洗禮,398 | pa-...-an | liluc- | 洗禮 | pa-liluc-an | 受洗過的,,
include,399,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-belesiw-an,要劈（草）的地方,belesiw,劈,pa-..-an | belesiw- | 劈,399 | pa-..-an | belesiw- | 劈 | pa-belesiw-an | 要劈（草）的地方,,
include,400,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-dungus-an,送行地點,dungus,日送,pa-..-an | dungus | 日送,400 | pa-..-an | dungus | 日送 | pa-dungus-an | 送行地點,,
include,401,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-lisin-an,祭祀的地方,lisin,祭典、習俗,pa-..-an | lisin | 祭典、習俗,401 | pa-..-an | lisin | 祭典、習俗 | pa-lisin-an | 祭祀的地方,,
include,402,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-tuzu'-an,所指示處,tuzu',指示,pa-..-an | tuzu'- | 指示,402 | pa-..-an | tuzu'- | 指示 | pa-tuzu'-an | 所指示處,,
include,403,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-zikuc-an,衣櫃,zikuc,衣服,pa-..-an | zikuc | 衣服,403 | pa-..-an | zikuc | 衣服 | pa-zikuc-an | 衣櫃,,
include,404,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-bulsak-an,撒種的時機,bulsak,撒了,pa-.-an | bulsak- | 撒了,404 | pa-.-an | bulsak- | 撒了 | pa-bulsak-an | 撒種的時機,,
include,405,150,pa-...-an,動作或物體產生相關的行為或處所或時間,table 97,pa-hanhan-an,假期,hanhan,呼吸,pa-..-an | hanhan | 呼吸,405 | pa-..-an | hanhan | 呼吸 | pa-hanhan-an | 假期,,
include,406,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-cibul-en,浸泡,cibul,摻雜攪拌,pa-..-en | cibul- | 摻雜攪拌,406 | pa-..-en | cibul- | 摻雜攪拌 | pa-cibul-en | 浸泡,,
include,407,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-ngangan-en,命名,ngangan,名字,pa-en | ngangan | 名字,407 | pa--en | ngangan | 名字 | pa-ngangan-en | 命名,,
include,408,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-pili'-en,挑選,pili',挑,pa-...-en | pili'- | 挑,408 | pa-..-en | pili- | 挑 | pa-pili-en | 挑選,Page-image verified; Vision OCR omitted both printed glottal apostrophes.,
include,409,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-pudac-en,要剝皮,pudac,蔬果類的果皮,pa-...-en | pudac | 蔬果類的果皮,409 | pa-•-en | pudac | 蔬果類的果皮 | pa-pudac-en | 要剝皮,,
include,410,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-tiku-en,要還,tiku,折返,pa-en | tiku- | 折返,410 | pa--en | tiku- | 折返 | pa-tiku-en | 要還,,
include,411,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-uzip-en,救,uzip,身體、生命,pa-.-en | uzip | 身體、生命,411 | pa-.-en | uzip | 身體、生命 | pa-uzip-en | 救,,
include,412,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-akuti'-en,去熱！,akuti',熱,pa-.-en | akuti' | 熱,412 | pa-.-en | akuti' | 熱 | pa-akuti'-en | 去熱！,,
include,413,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-azih-en,給（某人）看！,azih,看,pa-.-en | azih | 看,413 | pa-.-en | azih | 看 | pa-azih-en | 給（某人）看！,,
include,414,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-bayang-en,把帆布掛好！,bayang,帆布,pa-..-en | bayang | 帆布,414 | pa-..-en | bayang | 帆布 | pa-bayang-en | 把帆布掛好！,,
include,415,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-bili-en,讓他懷孕！,bili,肚子,pa-..-en | bili | 肚子,415 | pa-..-en | bili | 肚子 | pa-bili-en | 讓他懷孕！,,
include,416,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-cilu'-en,去照亮！,cilu',火把,pa-..-en | cilu' | 火把,416 | pa-..-en | cilu' | 火把 | pa-cilu'-en | 去照亮！,,
include,417,151,pa-...-en,要促使與詞根相關之動作,table 98,pa-salil-en,去撒網！,salil,網,pa-...-en | salil | 網,417 | pa-•-en | salil | 網 | pa-salil-en | 去撒網！,,
include,418,152,pi-...-i,加強使役,table 99,pi-adead-i,去翻！,adead,翻尋某物,pa-..-i | adead | 翻尋某物,418 | pa-..-i | adead | 翻尋某物 | pi-adead-i | 去翻！,,
include,419,152,pi-...-i,加強使役,table 99,pi-apa-i,去背！,apa,背,pa.-i | apa- | 背,419 | pa.--i | apa- | 背 | pi-apa-i | 去背！,,
include,420,152,pi-...-i,加強使役,table 99,pi-badi'-i,去曬乾！,badi',枯萎、乾掉,pa-...-i | badi'- | 枯萎、乾掉,420 | pa-.-i | badi- | 枯萎、乾掉 | pi-badi-i | 去曬乾！,"Page-image verified; Vision OCR omitted the source glottal mark. The table affix column prints pa-...-i while the heading, prose, and full form use pi-...-i.",
include,421,152,pi-...-i,加強使役,table 99,pi-badisusu'-i,去採葡萄！,badisusu',葡萄,pa-...-i | badisusu' | 葡萄,421 | pa-.-i | badisusu' | 葡萄 | pi-badisusul-i | 去採葡萄！,Page-image verified while adding source-table base forms; OCR inserted l before the imperative suffix.,
include,422,152,pi-...-i,加強使役,table 99,pi-kalat-i,去咬！,kalat,咬,pa-.-i | kalat- | 咬,422 | pa-.-i | kalat- | 咬 | pi-kalat-i | 去咬！,,
include,423,152,pi-...-i,加強使役,table 99,pi-liluc-i,去洗澡！,liluc,洗澡,pa-.-i | liluc- | 洗澡,423 | pa-.-i | liluc- | 洗澡 | pi-liluc-i | 去洗澡！,,
include,424,152,pi-...-i,加強使役,table 99,pi-sebeng-i,去看守！,sebeng,守衛、看守,pa-.-i | sebeng- | 守衛、看守,424 | pa-.-i | sebeng- | 守衛、看守 | pi-sebeng-i | 去看守！,,
