decision	reviewed_id	baseline_ids	baseline_sha256	form	reason	reviewer	review_date	review_source_sha256
accepted	section_17_third_sermon_sentence_019	section_17_third_sermon_sentence_019	abfd7dc0a51434a28b9b629574f6af50578f128125315686df3482b769592295	Innainumma ummior all'ababád o babosa pana ta Deos paga acheoach o tsjes pana choa aisasa ja cho'Airien, innai tamasea minobe ma-auri-eddada tsjes.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_020	section_17_third_sermon_sentence_020	3dc077a31d766a20e248a739b86dff79c13e9f1a18a386f4982de5a4f4653367	Maspot a mabá taulan o pia, alla babos'o ai mautsiri o gagil o Deos, ṣo-o channumma mikkil o choa rais inau kakossi ka-ilen-ṣar maunis o mababat pana ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_021	section_17_third_sermon_sentence_021	3837c4ac62ed6090e97e392a0f9cef0a1d95fe7d8dfc6789b3719ce8f9b2de45	Makapos a tsjes ai alli miall'i ta Deos inni choa tataap, mautsiri o cho'Airien, mautsiri o tarran ai pana ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_022	section_17_third_sermon_sentence_022	bf0befa9e1c795beda4fce63b5fe1074985d19868748a602deff87ce9ab6bb49	Torro babos'alli meaab o ṣummad'i ta Deos, alli meaab o mai pan'ichoṣar, molapp'ija patapos, ṣo-o ummior o autat o baak; maibas o ma-aijaab ta David rummé o otsiri o cho: ta Deos macho innai boesum minitirpono sisjiem o babosa, sja charri o cho macheer a tsjes, o ai ṣummad'i ta Deos: minolapp'ija patapos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_023	section_17_third_sermon_sentence_023	740402eab8d67b19bc77601bf04caf29946ba7f74ddff2d98f5c30bf774f94c3	Paga choa tattuppa tapos: pagaga ta Deos chaddai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_024	section_17_third_sermon_sentence_024	ceaf8f812ae5a59b5d2c5df453ca5c447e75a9120622d5fb1667ea1fa1fc39ce	Inau micho ta Deos ani pesasa maddobor o pab'o choa boa, ṣo-o patorrod inni choa ranied kabinidoan, inninumm'icho pinattas o choa maunis a ḡa, pakaukau ṣo-o palod o babos'alla ṣai pacheoach pan'ichoṣar.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_025	section_17_third_sermon_sentence_025	ff691bf80b542b4ea598b8903752e777925d4f0bd473b1223fe04fc3da61d55d	Gagil ta Deos meaab o ṣummad'o babosa, meaab o ṣai pana torro boa, pait'o tarran, tummono choa rima, alla pa-i-jor i namo pana choa boa, maibas palaṣar inni ta ma-aijaab Esaias; katalan ja ina machó, innai chono ai paḡa chinummod innai ina-e, katalan ja ina innai chono ai paḡa ṣinummad'ina: ṣo-o o chono ai, paḡa minarach o na-a naan, pinala ja ina: itá, insini ja ina, itá, insini ja ina.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_026	section_17_third_sermon_sentence_026	fd08324e1a24c892564e97fab9b75c83df945f4df7a22855c762c4ea3e178c51	Masini aloddan, ṣo-o maibas kattoon o babosa ṣai icho pana ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_027	section_17_third_sermon_sentence_027	764ee2b749cb57bfd1867e1bcab5e3964a8c48a32d9b41d7ed83a061cfb157a4	Kasjabaan ta Deos channumma ṣai pana babosa, michoṣar a pattite, tummoach o tsjes, dummaat o babos'o choa bó, al-ál, a rió.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_028	section_17_third_sermon_sentence_028	26b83dfecb07ac5cfadae58f59902289b19a50880a526b9b6647df31d7e9d484	Ka ochal paita moeda babosa ṣai pana ta Deos, assánman-a na'-a-ummillaḡ o narroa tuppono ai ta Apostel Paulus paatsikap o chono ai merab o ṣai pana ta Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_029	section_17_third_sermon_sentence_029	2bbb309de4015a08b02ec1a34facb974975a12063796a08a59b1ebe67fa5a9ea	Tamasea ṣai pana ta Deos machó, maspot a poetautat alla paga ichoṣar, ṣo-o alla paga ma-achachád o chono ai, kaṣummad'icho-noë.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_030	section_17_third_sermon_sentence_030	7c45f03eced687bf1a54ed8890f90b49dcfcc47d93c7fcac32144a44bef2cf5b	Kapesasa, matsikap o chono ai kaṣai pana ta Deos, poetautat alla paga Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_031	section_17_third_sermon_sentence_031	d1c3418cb8ca883e6b650a57f2dd0395b39eef8efe7ebb563f554873799415d1	Gagil o micho; oedan, sja torro marmimi, ja lummido i ta Deos, moeda mamai ja torro pan'ichoṣar?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_032	section_17_third_sermon_sentence_032	b04fd959568ccf9bbc679dd52a0c14975be493785a5921824a9846818bc4a87b	Sja alli kamachaggi ṣo-o pittau o gagil i ta Deos, papaga baakṣar torroa autat, annoḡḡonoḡḡo a ai-acha.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_033	section_17_third_sermon_sentence_033	2f2f594bb0d249f284fdfeb10b801d020a7898287ed44837f86364cc8cde53a7	Tuppono pesas'o mini, alla paga Deos, na-a mineaab o paba innai ranied, ṣo-o al'o ta Paulus o mini, paga nattaṣar a Deos.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_034	section_17_third_sermon_sentence_034	7c524e33d31b8b151998a31f2932bfda2b1ab2ebf24084fd81a5d7eabf8333c6	Ja achai pittau o gagil, ja machonṣar marmimi imoa?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_035	section_17_third_sermon_sentence_035	6698c719bcafbcb34fe6df9627f60ff290b5c331e34baefc16eb6f999d219c1b	Chodd'o tapos o tataap o mini, tataap o boesum, o ta, a abas, ja alli pakaulcau alla paga Deos, ja alli pait'ocho'Airien?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_036	section_17_third_sermon_sentence_036	515d34f551c73dd50e0b1d5664fa33d585e8399b458e9f0c9e8497b03b45a843	Chodd'oa maunis oa tsjes; ja alli patorrod o choa isas, choa ab'o ṣaan ta Deos inni torroa tsjes?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_037	section_17_third_sermon_sentence_037	83ca1c262bcf9337377c41cf156417a6d8da263315b4164dd353de426e1b11c2	O ai minerien ṣo-o pinaal-lá o mini tapos ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_038	section_17_third_sermon_sentence_038	f1bd800915e9190e911aa05807e48ea492ebff233d732ce4214b2b119bd74cbe	Pagatomma itan choa aba ṣo-o barra, pagaga aban chaddai, tomm'ija Airien o mini.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_039	section_17_third_sermon_sentence_039	5c58cc20b85bc245799d85496a61af6674dea1041b02fb5fad7fe513eda57965	Kapapoetautach-ṣar o Auchos ma-acharrieb Airien o ai, sja alli pinachip o choa ranied ta Deos, sja inni choa atite kabinidoan anibaas alli pinattas o tatschier o choa micho boa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_040	section_17_third_sermon_sentence_040	4ae5662e4e421f1482862d0a28f3f55300b6184732770abdcc8c0483a79a9520	Masini-ṣar ḡa o Deos o ma-acharrieb ipatorrod inni choa ranied kabinidoan, maibas inni tattorroddauro-no, alla torro mamialla, ṣo-o mamadarram o gagil icho; o ai pinab'o choa boa, ṣo-o minaunis-oala, alla choa ḡa, paga ḡa o tsjesṣar, o ai alli moribal, pa aisasa, pa ṣisi-ech kummasjies a mato, pa ṣies o choa boa, kummasjies a maba-da ṣaan, a mario, machijmchimit a tsjes, kamabarr'ija tapos o ai, Airien o boesum, o ta, a abas, o ai inni natorroa-da boa paga natta-ṣar a Deos, o tamau, ta sjiem, ṣo-o ta auchar o ma-áchimit, ta Spirito Santo.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_041	section_17_third_sermon_sentence_041	6af50cd46a371098f1973bad0fef25f9c4828dd79049ead207b5ed3f9c740bed	Mai, ja chummod imoa, numm'ija ta Deos?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_042	section_17_third_sermon_sentence_042	5f3234ca69cc772f57cd6464f437c9b0ffb6802dfdbb2944a2f78a41dc1df52a	Abá, alla tsjes o auchos icho, choa ḡa gagil ḡa o tsjes, o ai alli rorró-no aarpanni innai bog a tsjes mabas o babosa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_043	section_17_third_sermon_sentence_043	45859c7718092614c75c72584a2aa7d84251d29e456c88758aa0e4a7f5e0aada	Innainumma ummior, alla pa itan, pa ṣiddo-on, pa adonṣar choa ḡa, mabas o bog-ṣar, alla patassaban, pa taḡḡoḡon, pa man, micham, ṣummarra, mababat icho.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_044	section_17_third_sermon_sentence_044	bf83b46fecce02d8de242afcfda3f7a44becd7bb50a536c28fa19ea2b12edca2	Oedan, inau maunis a ḡa, maunis channumma choa tsjes, alli maibas o tsjes o cho, maunis choa airab, choa tattuppa, choa barra, choa tapos o tataap; maibas pala-ṣar: na-a tattuppa paḡaḡa joa tattuppa, ṣo-o joa tarran pagaga na-a tarran.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_045	section_17_third_sermon_sentence_045	88a99b864b9532a33096d83b8ff9dd4135f909cd7243a422012358b22a6712f9	Mai, maibas o boesum maso maro a ta, masini na-a tarran maso maro a joa tarran, ṣo-o na-a tattuppa a joa tattuppa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_046	section_17_third_sermon_sentence_046	9a717fcba2dd1ef3e0263bf0903fb746dda33872904e9cbf4717dc4b2b467621	Torro babosa sja alli man, ṣo-o paan o bog atatta zijsja, alli mamilip ja morich.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_047	section_17_third_sermon_sentence_047	6ec06c2179576bf8f6756179a04df040d02cb4efbaf99b250228dd84d9b7d95c	Ta Deos alli maṣabb'o inochan.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_048	section_17_third_sermon_sentence_048	dda39cefe19399fc9ae0cc28f1b01a847ee59331dc0fdc1e6a0ddd4d6318f7db	Paga morich ai inni icho-ṣar, maibas inni zijsja-da rará, inni chuppod o to.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_049	section_17_third_sermon_sentence_049	9605c9d103cac2d5ea56892191b6c41d069ebea33cde51dab2d348170bb376c5	Tapos o bog paga choa raag, ṣo-o atatta raag maunis.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_050	section_17_third_sermon_sentence_050	9977673663c674e5fc6720aacef1e63ef5650b270fba3def129cdc08f9edbe49	Dem'ija ri, pa ja chaan.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_051	section_17_third_sermon_sentence_051	acdf388698280d47a8e88d8cb7261333a3bd5930461ae3cd81ec7b71e17081a0	Dem'ija charrina pa machá.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_052	section_17_third_sermon_sentence_052	f1be3c5a1ddf68e46ea5f2f05cb545d22487ea03af4f168e40c682deb5dbb0f6	Dem'ija oeno, pa ja aṣiel.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_053	section_17_third_sermon_sentence_053	4f36d74cb550df33b1074a2e799d607e26f17790c69a4f794191f070dd08ec26	Bog o mato paga raag o mato.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_054	section_17_third_sermon_sentence_054	a0be0853185217e7dab3e65253f1e748cf58974352b8fbff8e35a3b12a8a4daa	Kotsi, kotsi-ṣar.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_055	section_17_third_sermon_sentence_055	59687dfe1691b6d768f1530026f5d4e91c538a3723becb543336c6aa6be43e11	Ta Deos alli maibas; pagatomma kummasjies a mato, paḡaḡa raag icho-ṣar.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_056	section_17_third_sermon_sentence_056	487d1dfcce6bdab674a2e97728a5f31ed5b65629d096b82d1bed53b0ca72773c	Paḡaḡa charri o choa raag de boesum, charri o de ta, charri o de abas.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_057	section_17_third_sermon_sentence_057	a7b4d1f7b33a8cc11dbe3e5f9fa55749b803e8479b4efe23fb18e4e253e6b7b2	Rorró-no a ma-arummo-i o paga de boesum, de ta, de abas icho.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_058	section_17_third_sermon_sentence_058	6fb1f06f46a5813077cc20bd94bcb1fa031ca2d33f02c62cfc4730a057dcc45b	Torro babosa paga ranied o pattite, charrin'o aṣini, macho ita, rim'o tataap.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_059	section_17_third_sermon_sentence_059	be955d6d91f62625bd7ce8d7a390ea80c773de8e7b3b641a65197cb33510bd5e	Pa ranied icho, ṣo-o mab'o pattite.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_060	section_17_third_sermon_sentence_060	cb825aecef3b7491160b70ab903e92739b8ae0e8fa94a5515cb99e2b31fa7525	Pa charrina, ṣo-o maṣini o tapos ai pa macha ṣo-o mit'o tapos ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_061	section_17_third_sermon_sentence_061	376fa3cfd67bdd78c21e8a3892e4459a078aa1aece969c7ce8aa92b54a812b62	Allipa charri o ai macharrieb icho-ṣar.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_062	section_17_third_sermon_sentence_062	b4d3ee6bf2ed7a715da9854b2b910c5d372cccf799d5d9384421b23f62dbfe69	Pa tea, ja rima, ṣo-o tummaap a tummattam o tapos ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_063	section_17_third_sermon_sentence_063	25b30632c7096fb2f4606d374478205fc55f82b5fafbd5186ab371f503a5ea4a	Tapos o bog paga choa ṣies, ṣo-o ootten.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_064	section_17_third_sermon_sentence_064	1cdf09148c2733cc0a488fb3b84a2d4d4aee026ed862107e5863ca04fd70c374	Sja torro paga de don, maibasṣar a rorró alli paga de ta, ja de bonna, inau tapen ja bog inde don.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_065	section_17_third_sermon_sentence_065	2d67389f63185da9bfa45d6b3388fcd54e7d3fe28bdc6cae14cc54841a22f61c	Pa ootten ta Deos, pa tapen inni boesum icho, paṣies o choa boa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_066	section_17_third_sermon_sentence_066	e9fc3aa73b634e0072b18a10c6920aa3b90ec8d7f85e7affc9c11423b704094b	Alli alanni innai icho-ṣar, pa insini, pa ai-i, pa indecho.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_067	section_17_third_sermon_sentence_067	171f45befd96b72f0d4a94a0df7ff2dc15ef35155a598791e5a24fee0477772e	Rorró-no paga de ta, de abas, de boesum icho, ṣo-o pariaut o tapos ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_068	section_17_third_sermon_sentence_068	8393f90350ac80f1542c66e7f89e3e726d79ecc8116430231af62aab492dcfe9	Maibas-ṣar maunis-o-al'innai choa boa: ja alli a Deos ina de maro, ṣo-o a chaddik.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_069	section_17_third_sermon_sentence_069	20a209961cf1389161557d28edc1cb93d037b9a34072fff276dc1864885bebd1	Ja ina alli pariaut o boesum a ta?	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_070	section_17_third_sermon_sentence_070	e68e7d3b0982245651386b61c07b85dbbb2051b45d16b99ae58599661f39dabe	Ḡa o Deos alli moribal, inau alli inerien-ṣar choa boa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_071	section_17_third_sermon_sentence_071	a5e80c77bcaa4fa37f19abfa66f350c36e58435f2edf40f35ebe3226d7f8046a	Allipa charri o ai pinaisas'icho, mautsiri o dig, alli chipassanan, mach'ija.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_072	section_17_third_sermon_sentence_072	bab5388d00e915200a1d631c7459d3a738be20cfbe0d34079359f126b39b0572	Machon-ṣar o tautaulan, maibas ani tautaulan alli ṣummoos, alli moab, alli ipachip choa to.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_073	section_17_third_sermon_sentence_073	2443b3ce0c5d05d297c0f0c2e3e7386b41c9cf81852afb3cc7be173a8c8f296a	Kamaro innai otsiri ja bachor.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_074	section_17_third_sermon_sentence_074	bf1ebeacc30506a11b6035c2a7a44dc9b4656db9b0578ad4f90a55aa5b3bff1e	Chuppod o ṣaan, a tapos o aba paga inni icho-ech.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_075	section_17_third_sermon_sentence_075	601702b2b960af59c767dee9b4cd7f5ef97977ac4f68c3e36bd34943119765ed	Alli mab'o sasalla ja tattosik, alli mab'o parapies, mabisse a tsjes o auchos icho, ṣo-o makammichi mario.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_076	section_17_third_sermon_sentence_076	97691f60e4756bf252c68bc36e7844c4a180d7cd3105ce42146719a0aed5c7bb	Tapos o boesum, o ta, a abas matapo a choa bo.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_077	section_17_third_sermon_sentence_077	d7563211ceaf7047e42ff75b251538ed19b4bd8752e945816bf1860868966001	Alli marotul choa barra, ummoop o tapos choa airab.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_078	section_17_third_sermon_sentence_078	34fae1293e0bdf8798c31b8684c169e8d51639ab0cf4e02613f799bb38db1a28	Alli ilen, alli orachan.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_079	section_17_third_sermon_sentence_079	bbab189a4502d0a4c33d95b6f90620034ec47255199d8491d7857b7af5ca934d	Innai pagaga chaddai mimerienṣar o boesum, o ta, a abas, inau choa airab kamabarr'ija tapos o ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_080	section_17_third_sermon_sentence_080	53b1edecb84843bb4d9a3ae43ab66ad34930b887aa8e297525ae707670d15e25	Pattite icho, ṣo-o erinen ai; pattillo ṣo-o paga ai.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_081	section_17_third_sermon_sentence_081	a218a7bc3988e670b07328a3bf944844ac1ab4b92a57b5e705ada0e2a87b72ea	Talcho a mato a matasso Deos o gagil, ṣo-o tapos ai inni choa boa.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_082	section_17_third_sermon_sentence_082	c0d6dd949f2a3481c79bdaa204c68e0dfa917185114aac5138cd5577094e117e	Ani tinnaam na-a pala, all'inni ta Deos paga natorroa-da boa, o tamau, ta sjiem, ṣo-o ta Auchar o ma-achimit-ech.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
accepted	section_17_third_sermon_sentence_083	section_17_third_sermon_sentence_083	b3e047171f266e2cf783c6e7679a88c6178e14bef8f60c2a2f2faa93bed43a5f	Matalam poetat imoa, alla paga natorroa Deos-ṣar.	Hand-reviewed against the source PDF; transcription accepted or corrected.	Madeline Boese	2026-08-12	a8447242a20117486a0c7406a1184cc81c1991570ab39779659097ce2ced7196
