table_id,page_number_one_based,printed_page_number,chapter_number,section_number,table_title,row_label,column_label,truku_form_raw,truku_form_clean,chinese_meaning_raw,chinese_meaning_clean,morphology_label,word_class_change,cell_raw,cell_clean,parse_confidence,xml_eligible_candidate,notes
p0101_t01,101,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,m-,m-,棉被,棉被,,→,4 | m- | qabang | 棉被 | m-qabang | 鋪棉被 | 名詞→動詞,4 | m- | qabang | 棉被 | m-qabang | 鋪棉被 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0101_t02,101,,,,,1,;出現情況;;;;主事焦點 m-;;;主事焦點-m-;;;動詞詞根;,A,A,一般情 況,一般情 況,,,一般情 況 | A | m-tutuy 起床 m-takur 跌倒 | t-m-utuy 叫醒 t-m-akur 推倒 | tutuy 起來 takur 跌倒,一般情 況 | A | m-tutuy 起床 m-takur 跌倒 | t-m-utuy 叫醒 t-m-akur 推倒 | tutuy 起來 takur 跌倒,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0101_t02,101,,,,,2,;出現情況;;;;主事焦點 m-;;;主事焦點-m-;;;動詞詞根;,B,B,m-sbu 將要射 m-hidaw 將要曬,m-sbu 將要射 m-hidaw 將要曬,,,B | m-sbu 將要射 m-hidaw 將要曬 | s-m-bu 正在射 h-m-idaw 正在曬 | sbu 射 hidaw 太陽,B | m-sbu 將要射 m-hidaw 將要曬 | s-m-bu 正在射 h-m-idaw 正在曬 | sbu 射 hidaw 太陽,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0101_t02,101,,,,,3,;出現情況;;;;主事焦點 m-;;;主事焦點-m-;;;動詞詞根;,m-sapuh 醫生 m-talang 跑步選手 m-hakaw 造橋的人 m-qarik 理髮師,m-sapuh 醫生 m-talang 跑步選手 m-hakaw 造橋的人 m-qarik 理髮師,特殊情況 128,特殊情況 128,,,特殊情況 128 | m-sapuh 醫生 m-talang 跑步選手 m-hakaw 造橋的人 m-qarik 理髮師 | s-m-apuh 求診 t-m-alang 跑步 h-m-akaw 造橋 q-m-arik 剪 | sapuh 看病、求診 talang 跑步 hakaw 橋 qarik 剪、剪刀,特殊情況 128 | m-sapuh 醫生 m-talang 跑步選手 m-hakaw 造橋的人 m-qarik 理髮師 | s-m-apuh 求診 t-m-alang 跑步 h-m-akaw 造橋 q-m-arik 剪 | sapuh 看病、求診 talang 跑步 hakaw 橋 qarik 剪、剪刀,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t01,102,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-an,-an,煮,煮,,→,1 | -an | hapuy | 煮 | hpuy-an | 廚房 | 動詞→名詞,1 | -an | hapuy | 煮 | hpuy-an | 廚房 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t01,102,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-an,-an,睡覺,睡覺,,→,2 | -an | taqi | 睡覺 | tqi-an | 臥室 | 動詞→名詞,2 | -an | taqi | 睡覺 | tqi-an | 臥室 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t01,102,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-an,-an,洗澡,洗澡,,→,3 | -an | trima | 洗澡 | trma-an | 浴室 | 動詞→名詞,3 | -an | trima | 洗澡 | trma-an | 浴室 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t01,102,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-an,-an,擰乾,擰乾,,→,4 | -an | qpi | 擰乾 | qpi-an | 脫水機 | 動詞→名詞,4 | -an | qpi | 擰乾 | qpi-an | 脫水機 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t01,102,,,,,5,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-an,-an,遮蔭,遮蔭,,→,5 | -an | sasaw | 遮蔭 | ssang-an | 曬衣竿 | 動詞→名詞,5 | -an | sasaw | 遮蔭 | ssang-an | 曬衣竿 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t01,102,,,,,6,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-an,-an,休息,休息,,→,6 | -an | sangay | 休息 | sngay-an | 星期日 (休息的日子) | 動詞→名詞,6 | -an | sangay | 休息 | sngay-an | 星期日 (休息的日子) | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t01,102,,,,,7,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-an,-an,三,三,,→,7 | -an | tru | 三 | kn-tru-an | 後天 三天後 | 基數→名詞,7 | -an | tru | 三 | kn-tru-an | 後天 三天後 | 基數→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t02,102,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-un,-un,書寫；讀書,書寫；讀書,,→,1 | -un | patas | 書寫；讀書 | ptas-un | 作業；要寫的東西 | 動詞→名詞,1 | -un | patas | 書寫；讀書 | ptas-un | 作業；要寫的東西 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t02,102,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-un,-un,工作(動),工作(動),,→,2 | -un | qpah | 工作(動) | qpah-un | 工作(名) | 動詞→名詞,2 | -un | qpah | 工作(動) | qpah-un | 工作(名) | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0102_t02,102,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,-un,-un,喜歡,喜歡,,→,3 | -un | skuxul | 喜歡 | skxul-un | 喜歡的東西 | 動詞→名詞,3 | -un | skuxul | 喜歡 | skxul-un | 喜歡的東西 | 動詞→名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0103_t01,103,,,,,1,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,逃,逃,,,1 | s- | qduriq | 逃 | s-qduriq | 逃跑的原因,1 | s- | qduriq | 逃 | s-qduriq | 逃跑的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0103_t01,103,,,,,2,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,哭,哭,,,2 | s- | lingis | 哭 | s-lingis | 哭的原因,2 | s- | lingis | 哭 | s-lingis | 哭的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0103_t01,103,,,,,3,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,生氣,生氣,,,3 | s- | bngbing | 生氣 | s-bngbing | 生氣的原因,3 | s- | bngbing | 生氣 | s-bngbing | 生氣的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0103_t01,103,,,,,4,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,鼓掌,鼓掌,,,4 | s- | tapaq | 鼓掌 | s-tapaq | 鼓掌的原因,4 | s- | tapaq | 鼓掌 | s-tapaq | 鼓掌的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0103_t02,103,,,,,1,;焦點形式;;;焦點詞綴;;;主要功能;;;表示語意;,em- m- m-,em- m- m-,主事焦點,主事焦點,,→,主事焦點 | em- m- m- | 動詞化 (名詞→動詞) 動詞化 (名詞→動詞) 名物化 (動詞→名詞) | 「與名詞相關的動作」 「與名詞相關的動作」 「職業或指人」,主事焦點 | em- m- m- | 動詞化 (名詞→動詞) 動詞化 (名詞→動詞) 名物化 (動詞→名詞) | 「與名詞相關的動作」 「與名詞相關的動作」 「職業或指人」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0103_t02,103,,,,,2,;焦點形式;;;焦點詞綴;;;主要功能;;;表示語意;,-an,-an,處所焦點,處所焦點,,→,處所焦點 | -an | 名物化 (動詞→名詞) (數詞→名詞) | 「處所」、「工具」 「時間」,處所焦點 | -an | 名物化 (動詞→名詞) (數詞→名詞) | 「處所」、「工具」 「時間」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0103_t02,103,,,,,3,;焦點形式;;;焦點詞綴;;;主要功能;;;表示語意;,-un,-un,受事焦點,受事焦點,,→,受事焦點 | -un | 名物化 (動詞→名詞) | 「受事物」,受事焦點 | -un | 名物化 (動詞→名詞) | 「受事物」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0103_t02,103,,,,,4,;焦點形式;;;焦點詞綴;;;主要功能;;;表示語意;,s-,s-,工具/受惠焦點,工具/受惠焦點,,→,工具/受惠焦點 | s- | 名物化 (動詞→名詞) | 「原因」,工具/受惠焦點 | s- | 名物化 (動詞→名詞) | 「原因」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0105_t01,105,,,,,1,;焦點形式;;;焦點詞綴;;;例子;;;語意或功能;,m-,m-,主事焦點,主事焦點,,,主事焦點 | m- | 跑步選手(m-talang) 醫生(m-sapuh) | 表職業或指人,主事焦點 | m- | 跑步選手(m-talang) 醫生(m-sapuh) | 表職業或指人,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0105_t01,105,,,,,2,;焦點形式;;;焦點詞綴;;;例子;;;語意或功能;,-an,-an,處所焦點,處所焦點,,,處所焦點 | -an | 廚房(hpuy-an) 脫水機(qpi-an) 星期日(sngay-an) | 表處所 工具 時間,處所焦點 | -an | 廚房(hpuy-an) 脫水機(qpi-an) 星期日(sngay-an) | 表處所 工具 時間,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0105_t01,105,,,,,3,;焦點形式;;;焦點詞綴;;;例子;;;語意或功能;,-un,-un,受事焦點,受事焦點,,,受事焦點 | -un | 工作(qpah-un)、作業(ptas-un) | 表受事名詞,受事焦點 | -un | 工作(qpah-un)、作業(ptas-un) | 表受事名詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,1,;詞綴;;;例子;;;語意或功能;,em-,em-,撐傘(em-bubung)、開花(em-phpah),撐傘(em-bubung)、開花(em-phpah),,,em- | 撐傘(em-bubung)、開花(em-phpah) | 「與名詞相關的動作」,em- | 撐傘(em-bubung)、開花(em-phpah) | 「與名詞相關的動作」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,2,;詞綴;;;例子;;;語意或功能;,g-(ge-),g-(ge-),劃分界線(ge-ayus)、開路(ge-elug) 專挑芋頭(g-sari)、專挑鋤頭(g-bkaruh),劃分界線(ge-ayus)、開路(ge-elug) 專挑芋頭(g-sari)、專挑鋤頭(g-bkaruh),,,g-(ge-) | 劃分界線(ge-ayus)、開路(ge-elug) 專挑芋頭(g-sari)、專挑鋤頭(g-bkaruh) | 「與名詞相關的動作」 「專門挑選」,g-(ge-) | 劃分界線(ge-ayus)、開路(ge-elug) 專挑芋頭(g-sari)、專挑鋤頭(g-bkaruh) | 「與名詞相關的動作」 「專門挑選」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,3,;詞綴;;;例子;;;語意或功能;,k-(ke-),k-(ke-),想交朋友(k-lupung)、想開路(ke-elug) 變成雪(k-huda)、變成水(k-qsiya),想交朋友(k-lupung)、想開路(ke-elug) 變成雪(k-huda)、變成水(k-qsiya),,,k-(ke-) | 想交朋友(k-lupung)、想開路(ke-elug) 變成雪(k-huda)、變成水(k-qsiya) | 「想要…」 「變成…」,k-(ke-) | 想交朋友(k-lupung)、想開路(ke-elug) 變成雪(k-huda)、變成水(k-qsiya) | 「想要…」 「變成…」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,4,;詞綴;;;例子;;;語意或功能;,p-,p-,鋪棉被(p-qabang)、搭帳篷(p-kowbu) 種芋頭(p-sari)、種碗豆(p-sungut),鋪棉被(p-qabang)、搭帳篷(p-kowbu) 種芋頭(p-sari)、種碗豆(p-sungut),,,p- | 鋪棉被(p-qabang)、搭帳篷(p-kowbu) 種芋頭(p-sari)、種碗豆(p-sungut) | 「與名詞相關的動作」 「種植、採收」,p- | 鋪棉被(p-qabang)、搭帳篷(p-kowbu) 種芋頭(p-sari)、種碗豆(p-sungut) | 「與名詞相關的動作」 「種植、採收」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,5,;詞綴;;;例子;;;語意或功能;,s-,s-,流血(s-dara)、下雪(s-huda) 有山豬味(s-bowyak)、有鐵味(s-xiluy) 大腳(s-papak)、長鼻子(s-muhing),流血(s-dara)、下雪(s-huda) 有山豬味(s-bowyak)、有鐵味(s-xiluy) 大腳(s-papak)、長鼻子(s-muhing),,,s- | 流血(s-dara)、下雪(s-huda) 有山豬味(s-bowyak)、有鐵味(s-xiluy) 大腳(s-papak)、長鼻子(s-muhing) | 「產生」 「有…味道」 「大、長」,s- | 流血(s-dara)、下雪(s-huda) 有山豬味(s-bowyak)、有鐵味(s-xiluy) 大腳(s-papak)、長鼻子(s-muhing) | 「產生」 「有…味道」 「大、長」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,6,;詞綴;;;例子;;;語意或功能;,t-,t-,生小孩(t-laqi)、取名(t-ngahan) 抓山豬(t-bowyak)、抓山羊(t-mirit) 養鴨(t-ruru)、養牛(t-kacing) 做刀(t-yayu)、做番刀(t-pucing) 跪下(t-bqlit)、 酗酒(t-sinaw),生小孩(t-laqi)、取名(t-ngahan) 抓山豬(t-bowyak)、抓山羊(t-mirit) 養鴨(t-ruru)、養牛(t-kacing) 做刀(t-yayu)、做番刀(t-pucing) 跪下(t-bqlit)、 酗酒(t-sinaw),,,t- | 生小孩(t-laqi)、取名(t-ngahan) 抓山豬(t-bowyak)、抓山羊(t-mirit) 養鴨(t-ruru)、養牛(t-kacing) 做刀(t-yayu)、做番刀(t-pucing) 跪下(t-bqlit)、 酗酒(t-sinaw) | 「產生」 「捕抓」 「畜養」 「製作」 「與名詞相關的動作」,t- | 生小孩(t-laqi)、取名(t-ngahan) 抓山豬(t-bowyak)、抓山羊(t-mirit) 養鴨(t-ruru)、養牛(t-kacing) 做刀(t-yayu)、做番刀(t-pucing) 跪下(t-bqlit)、 酗酒(t-sinaw) | 「產生」 「捕抓」 「畜養」 「製作」 「與名詞相關的動作」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,7,;詞綴;;;例子;;;語意或功能;,ci-/tg-,ci-/tg-,第一(ci-kingal)、第二(tg-dha) 十個裝一包(ci-maxal)、五個裝一包(ci-rima),第一(ci-kingal)、第二(tg-dha) 十個裝一包(ci-maxal)、五個裝一包(ci-rima),,,ci-/tg- | 第一(ci-kingal)、第二(tg-dha) 十個裝一包(ci-maxal)、五個裝一包(ci-rima) | 「第…幾」 「幾個一包…」,ci-/tg- | 第一(ci-kingal)、第二(tg-dha) 十個裝一包(ci-maxal)、五個裝一包(ci-rima) | 「第…幾」 「幾個一包…」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,8,;詞綴;;;例子;;;語意或功能;,sg-,sg-,靠著月光(sge-idas)、靠著河邊(sg-yayung),靠著月光(sge-idas)、靠著河邊(sg-yayung),,,sg- | 靠著月光(sge-idas)、靠著河邊(sg-yayung) | 「依靠著…」,sg- | 靠著月光(sge-idas)、靠著河邊(sg-yayung) | 「依靠著…」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,9,;詞綴;;;例子;;;語意或功能;,sn- (msn-),sn- (msn-),為了女人吵(sn-kuyuh)、為了錢吵(sn-pila),為了女人吵(sn-kuyuh)、為了錢吵(sn-pila),,,sn- (msn-) | 為了女人吵(sn-kuyuh)、為了錢吵(sn-pila) | 「為了…而吵」,sn- (msn-) | 為了女人吵(sn-kuyuh)、為了錢吵(sn-pila) | 「為了…而吵」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0106_t01,106,,,,,10,;詞綴;;;例子;;;語意或功能;,maa-,maa-,變成麻雀(maa-purut)、變成小狗(maa-huling),變成麻雀(maa-purut)、變成小狗(maa-huling),,,maa- | 變成麻雀(maa-purut)、變成小狗(maa-huling) | 「變成…」,maa- | 變成麻雀(maa-purut)、變成小狗(maa-huling) | 「變成…」,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0107_t01,107,,,,,1,序號;詞綴 例詞;emp-;em-;m-;-m-;備註,hapuy,hapuy,emp-hapuy 將要煮；廚師,emp-hapuy 將要煮；廚師,,,1 | hapuy | emp-hapuy 將要煮；廚師 | ─── | m-hapuy 在煮飯 | ─── | 煮,1 | hapuy | emp-hapuy 將要煮；廚師 | ─── | m-hapuy 在煮飯 | ─── | 煮,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0107_t01,107,,,,,2,序號;詞綴 例詞;emp-;em-;m-;-m-;備註,tgsa,tgsa,emp-tgsa 將要教；老師,emp-tgsa 將要教；老師,,,2 | tgsa | emp-tgsa 將要教；老師 | ─── | m-tgsa 要教 | t-m-gsa 在教 | 教,2 | tgsa | emp-tgsa 將要教；老師 | ─── | m-tgsa 要教 | t-m-gsa 在教 | 教,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0107_t01,107,,,,,3,序號;詞綴 例詞;emp-;em-;m-;-m-;備註,tqsurux,tqsurux,emp-tqsurux 將捕魚：漁夫,emp-tqsurux 將捕魚：漁夫,,,3 | tqsurux | emp-tqsurux 將捕魚：漁夫 | ─── | m-tqsurux 要捕魚 | t-m-qsurux 在捕魚 | 捕魚,3 | tqsurux | emp-tqsurux 將捕魚：漁夫 | ─── | m-tqsurux 要捕魚 | t-m-qsurux 在捕魚 | 捕魚,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0107_t01,107,,,,,4,序號;詞綴 例詞;emp-;em-;m-;-m-;備註,bhraw,bhraw,emp-bhraw 將要追；追的人,emp-bhraw 將要追；追的人,,,4 | bhraw | emp-bhraw 將要追；追的人 | em-bhraw 要追 | m-hraw 在追 | ─── | 追,4 | bhraw | emp-bhraw 將要追；追的人 | em-bhraw 要追 | m-hraw 在追 | ─── | 追,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0107_t01,107,,,,,5,序號;詞綴 例詞;emp-;em-;m-;-m-;備註,sapuh,sapuh,emp-sapuh 將要看病,emp-sapuh 將要看病,,,5 | sapuh | emp-sapuh 將要看病 | ─── | m-sapuh 醫生 | s-m-apuh 在看病 | 看病,5 | sapuh | emp-sapuh 將要看病 | ─── | m-sapuh 醫生 | s-m-apuh 在看病 | 看病,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0107_t01,107,,,,,6,序號;詞綴 例詞;emp-;em-;m-;-m-;備註,talang,talang,emp-talang 將要跑,emp-talang 將要跑,,,6 | talang | emp-talang 將要跑 | ─── | m-talang 跑步選手 | t-m-alang 在跑步 | 跑步,6 | talang | emp-talang 將要跑 | ─── | m-talang 跑步選手 | t-m-alang 在跑步 | 跑步,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0107_t01,107,,,,,7,序號;詞綴 例詞;emp-;em-;m-;-m-;備註,tabug,tabug,emp-tabug 將要飼養,emp-tabug 將要飼養,,,7 | tabug | emp-tabug 將要飼養 | ─── | m-tabug 牧羊人；牧師 | t-m-abug 在飼養 | 飼養,7 | tabug | emp-tabug 將要飼養 | ─── | m-tabug 牧羊人；牧師 | t-m-abug 在飼養 | 飼養,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0108_t01,108,,,,,1,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,逃,逃,,,1 | s- | qduriq | 逃 | s-qduriq | 逃跑的原因,1 | s- | qduriq | 逃 | s-qduriq | 逃跑的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0108_t01,108,,,,,2,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,哭,哭,,,2 | s- | lingis | 哭 | s-lingis | 哭的原因,2 | s- | lingis | 哭 | s-lingis | 哭的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0108_t01,108,,,,,3,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,生氣,生氣,,,3 | s- | bngbing | 生氣 | s-bngbing | 生氣的原因,3 | s- | bngbing | 生氣 | s-bngbing | 生氣的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0108_t01,108,,,,,4,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,sk-,sk-,熱；燙,熱；燙,,,4 | sk- | cilux | 熱；燙 | sk-cilux | 熱的原因 發燒的原因,4 | sk- | cilux | 熱；燙 | sk-cilux | 熱的原因 發燒的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0108_t01,108,,,,,5,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,sk-,sk-,瘦；輕,瘦；輕,,,5 | sk- | lhkah | 瘦；輕 | sk-lhkah | 瘦的原因,5 | sk- | lhkah | 瘦；輕 | sk-lhkah | 瘦的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0108_t01,108,,,,,6,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,sk-,sk-,好,好,,,6 | sk- | malu | 好 | sk-malu | 好的原因,6 | sk- | malu | 好 | sk-malu | 好的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0109_t01,109,,,,,1,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,逃,逃,,,1 | s- | qduriq | 逃 | s-qduriq | 逃跑的原因,1 | s- | qduriq | 逃 | s-qduriq | 逃跑的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0109_t01,109,,,,,2,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,哭,哭,,,2 | s- | lingis | 哭 | s-lingis | 哭的原因,2 | s- | lingis | 哭 | s-lingis | 哭的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0109_t01,109,,,,,3,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,生氣,生氣,,,3 | s- | bngbing | 生氣 | s-bngbing | 生氣的原因,3 | s- | bngbing | 生氣 | s-bngbing | 生氣的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0109_t01,109,,,,,4,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,使...熱 使...燙,使...熱 使...燙,,,4 | s- | k-cilux | 使...熱 使...燙 | s-k-cilux | 熱的原因 發燒的原因,4 | s- | k-cilux | 使...熱 使...燙 | s-k-cilux | 熱的原因 發燒的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0109_t01,109,,,,,5,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,使...瘦 使...輕,使...瘦 使...輕,,,5 | s- | k-lhkah | 使...瘦 使...輕 | s-k-lhkah | 瘦的原因,5 | s- | k-lhkah | 使...瘦 使...輕 | s-k-lhkah | 瘦的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0109_t01,109,,,,,6,;序號;;;詞綴;;;例詞;;;華語;;;衍生後形式;;;衍生後語意;,s-,s-,使...好,使...好,,,6 | s- | k-malu | 使...好 | s-k-malu | 好的原因,6 | s- | k-malu | 使...好 | s-k-malu | 好的原因,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0110_t01,110,,,,,1,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,口水,口水,,→,1 | s- | halus | 口水 | s-halus | 流口水 | 名詞→動詞,1 | s- | halus | 口水 | s-halus | 流口水 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0110_t01,110,,,,,2,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,血,血,,→,2 | s- | dara | 血 | s-dara | 流血 | 名詞→動詞,2 | s- | dara | 血 | s-dara | 流血 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0110_t01,110,,,,,3,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,鬍子,鬍子,,→,3 | s- | ngudus | 鬍子 | s-ngudus | 長鬍子 | 名詞→動詞,3 | s- | ngudus | 鬍子 | s-ngudus | 長鬍子 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0110_t01,110,,,,,4,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,葉子,葉子,,→,4 | s- | rnabaw | 葉子 | s-rnabaw | 長葉子；春天 | 名詞→動詞,4 | s- | rnabaw | 葉子 | s-rnabaw | 長葉子；春天 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0110_t01,110,,,,,5,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,雪,雪,,→,5 | s- | huda | 雪 | s-huda | 下雪 | 名詞→動詞,5 | s- | huda | 雪 | s-huda | 下雪 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0110_t01,110,,,,,6,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,s-,s-,風,風,,→,6 | s- | bgihur | 風 | s-bgihur | 刮風；起風 | 名詞→動詞,6 | s- | bgihur | 風 | s-bgihur | 刮風；起風 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0110_t01,110,,,,,7,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,汗,汗,,→,7 | t- | mring | 汗 | t-mring | 流汗；出汗 | 名詞→動詞,7 | t- | mring | 汗 | t-mring | 流汗；出汗 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
p0110_t01,110,,,,,8,;序號;;;詞綴;;;詞根;;;華語;;;衍生後形式;;;衍生後語意;;;詞類改變;,t-,t-,小孩,小孩,,→,8 | t- | laqi | 小孩 | t-laqi | 生小孩 | 名詞→動詞,8 | t- | laqi | 小孩 | t-laqi | 生小孩 | 名詞→動詞,medium,false,Extracted as sidecar table data; table rows are not emitted to Final_XML by default.
