example_record_id,sentence_id,page_number_one_based,example_label_clean,form_token_count,gloss_token_count,word_count_emitted,morpheme_count_emitted,alignment_status,reason,form_tokens,gloss_tokens,notes
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0246,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037B,98,(37) b.,6,6,6,8,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Malu bi qta-an ka tqi-an nii,好 很 看-LF 主格 睡-LF 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0247,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038A,98,(38) a.,5,4,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gaga q-m-pah ka tama =mu,正在 工作<m> 主格 爸爸-我,infix_reanalysis q-m-pah -> q-pah+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0248,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038B,98,(38) b.,4,3,4,8,words_only,source_gloss_not_reliably_alignable,N-niqan =ku kingal q-m-pah-an,n-有-我 一 工作<AF>-LF,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0249,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A,100,(39) a.,5,4,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gaga q-m-pah ka tama =mu,正在 工作<AF> 主格 爸爸-我,infix_reanalysis q-m-pah -> q-pah+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0250,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B,100,(39) b.,5,4,5,8,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-ha =ku m-iying qpah-un saman,AF-去-我 AF-找 工作-un 明天,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0251,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039C,100,(39) c.,5,3,5,5,words_only,source_gloss_not_reliably_alignable,Ini =ku patas niya na,不-我 讀書 尚未,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0252,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039D,100,(39) d.,4,4,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,N-nima ka ptas-un nii,屬-誰 主格 書寫-un 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0253,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0199_01,107,(39) a.,5,0,5,6,words_only,no_source_gloss_line,Asi biyaw maa-tama ka Lowking,,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0254,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0200_01,107,(39) b.,3,0,3,4,words_only,no_source_gloss_line,K-tama hari na,,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0255,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E034,108,(34),4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Emp-tgsa laqi ka Lowking,emp-教 小孩 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0256,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E035A_0202_01,109,(35) a.,5,4,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,K-lhkah hari ka hiyi =su,k-瘦 快點 主格 身體-你,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0257,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E035B_0203_01,109,(35) b.,6,5,6,9,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,S-k-lhkah =na o ini ekan n-hapuy,IF-k-瘦-他 主題 不 吃 n-煮,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0258,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E036A_0204_01,116,(36) a.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Qtul ka qhuni brah biyi=su,砍 主格 樹 前面 工寮-你,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0259,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E036B,116,(36) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Q-qtul kana ka nii,Red-砍 全部 主格 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0260,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037A_0206_01,116,(37) a.,5,3,5,5,words_only,source_gloss_not_reliably_alignable,Ini =ku patas niya na,不-我 書寫 尚未,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0261,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E037B_0207_01,116,(37) b.,4,4,4,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,N-naku ka p-patas nii,屬-我 主格 Red-書寫 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0262,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038A_0208_01,117,(38) a.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Iyat hapuy idaw jiyax sayang,不要 煮 飯 日子 現在,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0263,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E038B_0209_01,117,(38) b.,6,6,6,10,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,H-hapuy=niya ni h-hapuy=mu o ini pndka,Red-煮-他 和 Red-煮-我 主題 不 一樣,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0264,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039A_0210_01,117,(39) a.,6,6,6,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Jiyun musa matas ka kuciw nii,用 去 讀書 主格 鞋子 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0265,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E039B_0211_01,117,(39) b.,6,6,6,8,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Lala ka j-jiyun=na ka Kuciw nii,很多 主格 Red-用-他 主格 鞋子 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0266,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C03_E040,117,(40),6,6,6,7,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Q-quh shiraw kana ka seejiq nii,Red-咳嗽聲 咳嗽 全部 主格 人 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0278,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E001A,124,(1) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gisu m-utaq ka bubu,正在 AF-吐 主格 媽媽,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0279,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E001B,124,(1) b.,3,3,3,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Iya utaq hini,不要 吐 這裡,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0280,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E001C,124,(1) c.,4,4,4,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Utaq huling ka nii,嘔吐物 狗 主格 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0281,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E002A,125,(2) a.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Lowking srus ka tleeng-an gaga,人名 擦 主格 坐-LF 那,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0282,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E002B,125,(2) b.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Nii s-m-rus dowriq ka Lowking,正在 擦<AF> 眼睛 主格 人名,infix_reanalysis s-m-rus -> s-rus+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0283,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E002C,125,(2) c.,4,4,4,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Nnima ka srus nii,屬誰的 主格 橡皮擦 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0284,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003A,126,(3) a.,4,4,4,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Qrqur ka dxgal nii,挖 主格 地 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0285,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E003B,126,(3) b.,4,3,4,6,words_only,source_gloss_not_reliably_alignable,B-n-arig =ku kingal qrqur,買-n-我 一 鑽洞機,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0286,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E004A,127,(4) a.,6,6,6,7,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Seejiq bi qta-an ka klaway gaga,漂亮的 很 看-LF 主格 燕子 那,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0287,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E004B,127,(4) b.,6,5,6,8,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Asi saw klaway knslkag-an =niya t-m-alang,就是 像 燕子 快-LF-他 跑<AF>,infix_reanalysis t-m-alang -> t-alang+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0289,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E005A,127,(5) a.,5,4,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-narux bi ka qurug =mu,AF-生病 很 主格 腎-我,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0291,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E006A,128,(6) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,S-bgihur ka sayang da,s-風 主格 現在 了,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0292,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E006B,128,(6) b.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,S-bgihur bi ka sayang,s-風 很 主格 現在,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0293,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E007A,128,(7) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,S-quwaq bi ka Rabay,s-嘴巴 很 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0294,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E007B,129,(7) b.,3,3,3,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Iya s-quwaq hug,不要 s-嘴巴 嗎,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0295,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E008A,129,(8) a.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Suyang bi ka pngrah sayang,美好 很 主格 星星 今天,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0296,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E008B,129,(8) b.,6,6,6,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Lala bi pngrah ka rnaaw gaga,多 很 螢火蟲 主格 森林 那,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0297,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E008C,130,(8) c.,2,2,2,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,T-pngrah da,t-星星 了,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0298,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E009A,132,(9) a.,3,3,3,3,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Griq quri iril,轉向 向 左邊,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0299,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E009B,132,(9) b.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Gaga g-m-riq tdruy ka Lowking,正在 轉動<AF> 車 主格 人名,infix_reanalysis g-m-riq -> g-riq+-m-
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0300,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E010A,134,(10) a.,4,4,4,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,hiyi babuy ka nii,肉 豬 主格 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0301,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E010B,134,(10) b.,4,3,4,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Malu bi hiyi =na,好 很 身體-他,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0301,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E010Bb,134,(10) b.,5,4,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Malu bi ka hiyi =na,好 很 主格 身體-他,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0302,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E010C,134,(10) c.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Spat hiyi o nii hini,四 人 主題 在 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0303,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E011A,134,(11) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,S-qrul ka idaw da,IF-燒焦 主格 飯 了,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0304,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E011B,135,(11) b.,5,4,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Hma-an =mu ka qrul nii,種-LF-我 主格 筆筒樹 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0305,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E012A,136,(12) a.,4,4,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,S-tmaq ka mami nii,s-爛 主格 橘子 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0306,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E012B,136,(12) b.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Paru bi ka tmaq nii,大 很 主格 水桶樹 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0307,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E013A,136,(13) a.,5,5,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Tayal paru ka runug nii,非常 大 主格 地震 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0308,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E013B,136,(13) b.,5,5,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Malu uq-un ka runug nii,好 吃-PF 主格 仙草 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0309,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E014A,137,(14) a.,4,4,4,4,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Qrqur ka dxgal nii,挖 主格 地 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0310,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E014B,137,(14) b.,5,4,5,6,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Rubang =ku m-arig kingal qrqur,想要-我 AF-買 一 鑽洞機,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0311,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E015A,138,(15) a.,6,5,6,7,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Mataru tuki ka m-latat =ku mgrbu,六 點 主格 AF-出去-我 早上,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0312,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E015B,138,(15) b.,7,7,7,11,words_only,word_count_matches_source_gloss_token_count_but_word_level_gloss_not_emitted,M-latat paah ptas-an tg-paru Tung-Xuwa ka Lowking,AF-出去 從 書寫-LF tg-大 東華 主格 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0313,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E016A,139,(16) a.,6,6,6,8,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,L-labang ni b-baraw ka elug nii,Red-寬 和 Red-長 主格 路 這,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0314,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E016B,140,(16) b.,5,4,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Ungat elug ka kari =na,沒有 道理 主格 話-他,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0315,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E016C,140,(16) c.,5,4,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Elug bi ka kari =su,有道理 很 主格 話-你,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0316,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E017A,140,(17) a.,5,4,5,7,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-talux bi ka lnglung-an =mu,AF-熱 很 主格 想-LF-我,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0317,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E017B,140,(17) b.,5,5,5,7,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-skuy bi ka lnglung-an Rabay,AF-冷 很 主格 想-LF 人名,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0318,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E018A,140,(18) a.,4,3,4,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,M-narux ka pahung =mu,AF-病痛 主格 膽-我,
HSU_LOWKING_TRUKU_WORDFORMATION_2008_RAW_0320,HSU_LOWKING_TRUKU_WORDFORMATION_2008_C04_E018C,140,(18) c.,5,4,5,5,morpheme_aligned,form_morpheme_count_matches_source_gloss_morpheme_count,Tayal pahung ka bubu =su,非常 兇 主格 媽媽-你,
