record_id	section	section_title	part	label	printed_page_start	printed_page_end	pdf_object_page_start	pdf_object_page_end	has_translation	form_chars	standard_chars	translation_chars	notes	translation	form	standard
section_14_item_06	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_06	68	69	100	101	True	127	124	139	Printed numbered item aligned to the corresponding English item; boundary number omitted	How many persons do there exist in God's being? There are three separate persons: the Father, the Son, and the pure breath, the Holy Ghost.	Naida boa paḡa ini ḡa o Deosṣar. Kamaunionis natorroa-da boa, o tamau, ta sjiem, ṣo-o ta Auchar o ma-áchimit, ta Spirito Santo.	Naida boa paḡa ini ḡa o Deosṣar. Kamaunionis natorroada boa, o tamau, ta sjiem, ṣoo ta Auchar o maáchimit, ta Spirito Santo.
section_14_item_07	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_07	69	69	101	101	True	90	90	82	Printed numbered item aligned to the corresponding English item; boundary number omitted	Are they not three separate Gods? No; because they form together one being of God.	Ja alli maunionis natorroa Deos dechonoë? Maini: inau dechoa rorró paga nattada ḡa o Deos.	Ja alli maunionis natorroa Deos dechonoë? Maini: inau dechoa rorró paga nattada ḡa o Deos.
section_14_item_08	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_08	69	69	101	101	True	106	105	83	Printed numbered item aligned to the corresponding English item; boundary number omitted	Do you believe in God? Yes; I truly believe that there is one God in three persons.	Ja poetautat inni ta Deos ijonoë? Hena: na-a pittau o ḡaḡil alla paga nattaṣar a Deos inni natorroada boa.	Ja poetautat inni ta Deos ijonoë? Hena: naa pittau o ḡaḡil alla paga nattaṣar a Deos inni natorroada boa.
section_14_item_09	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_09	69	69	101	101	True	116	115	126	Printed numbered item aligned to the corresponding English item; boundary number omitted	What does the Word of God declare concerning His works? That in the beginning God made heaven and earth, and all these things.	Pab'ija onumma ranied o Deos innai choa tataap? Alla ta Deos inni aisasa minerien o boesum a ta, ṣo-o mini tapos ai.	Pab'ija onumma ranied o Deos innai choa tataap? Alla ta Deos inni aisasa minerien o boesum a ta, ṣoo mini tapos ai.
section_14_item_10	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_10	69	69	101	101	True	139	137	134	Printed numbered item aligned to the corresponding English item; boundary number omitted	Does He sustain, keep, and reign over all things? Yes; He sustains them by His power, and He governs according to His pleasure (will).	Ja icho tumka, maladik, ṣo-o chummimit channumm'o tapos ai? Hena: icho tumk'o tapos ai o choa barra, ṣo-o chummimit, kamaibas o choa airab.	Ja icho tumka, maladik, ṣoo chummimit channumm'o tapos ai? Hena: icho tumk'o tapos ai o choa barra, ṣoo chummimit, kamaibas o choa airab.
section_14_item_11	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_11	69	69	101	101	True	148	148	128	Printed numbered item aligned to the corresponding English item; boundary number omitted	Did God make man also in the beginning? Yes; He made two, man and woman, from whom have sprung all the generations of the earth.	Ja ta Deos inni aisasa minerien o babosa channumma? Hena: minerienṣar o narroa cho, sjam a ṣini, innai tamasea tsinummoach tapos o tupponodon de ta.	Ja ta Deos inni aisasa minerien o babosa channumma? Hena: minerienṣar o narroa cho, sjam a ṣini, innai tamasea tsinummoach tapos o tupponodon de ta.
section_14_item_12	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_12	69	70	101	102	True	152	151	134	Printed numbered item aligned to the corresponding English item; boundary number omitted	In what way did God make man in the beginning? God made man in His image, to be an image of God, that is to say, altogether righteous.	Moeda ta Deos minerien o babos'ani pesasa? Ta Deos minerien o babosa pana choa isas, pan'isas o Deos, michoṣar a pattite, o auchos maabisse-bissé tsjes.	Moeda ta Deos minerien o babos'ani pesasa? Ta Deos minerien o babosa pana choa isas, pan'isas o Deos, michoṣar a pattite, o auchos maabissebissé tsjes.
section_14_item_13	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_13	70	70	102	102	True	105	104	122	Printed numbered item aligned to the corresponding English item; boundary number omitted	Well, then, are all men righteous? By no means; they have all transgressed, and been conceived in iniquity and corruption.	Oedan, ja mabisse tsjes tapos o babosa? Paḡaḡa chaddai: kinummossi ja patapos ṣo-o ausjimen inni arapies.	Oedan, ja mabisse tsjes tapos o babosa? Paḡaḡa chaddai: kinummossi ja patapos ṣoo ausjimen inni arapies.
section_14_item_14	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_14	70	70	102	102	True	85	84	123	Printed numbered item aligned to the corresponding English item; boundary number omitted	In what does the iniquity of the human heart consist? In rebellion against God, and transgressing against His commandments.	Numm'ija arapies o tsjes inni babosa? Kummossi i ta Deos, ṣo-o chumpir o choa atilló.	Numm'ija arapies o tsjes inni babosa? Kummossi i ta Deos, ṣoo chumpir o choa atilló.
section_14_item_15	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_15	70	70	102	102	True	127	127	139	Printed numbered item aligned to the corresponding English item; boundary number omitted	Whence does this iniquity of the heart in man arise? It originates in the transgression of our first forefathers, Adam and Eve in paradise.	Innainumma tummoach o arapies o tsjes o mini inni babosa? Innai kakossi o ta Adam a Eva torroa boeboeno pesasa lallum paradiso.	Innainumma tummoach o arapies o tsjes o mini inni babosa? Innai kakossi o ta Adam a Eva torroa boeboeno pesasa lallum paradiso.
section_14_item_16	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_16	70	70	102	102	True	135	132	177	Printed numbered item aligned to the corresponding English item; boundary number omitted	In what does the punishment of iniquity and transgression consist? In all kinds of sicknesses, terror, fear, and affliction of the mind; with death, and, after death, hell-fire.	Numm'ija chachalt o arapies a kakossi? Mauromaroman a dig, aurtsi, ikkil, a zichil o tsjes, machá, ṣo-o a-i-jor a machá chau o Gehenna.	Numm'ija chachalt o arapies a kakossi? Mauromaroman a dig, aurtsi, ikkil, a zichil o tsjes, machá, ṣoo aijor a machá chau o Gehenna.
section_14_item_17	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_17	70	70	102	102	True	78	78	82	Printed numbered item aligned to the corresponding English item; boundary number omitted	Is there no redemption for these transgressions, so that men may escape them? Yes.	Ja alli paga lalaslas o kakossi, ino barrasan o babos'o chachalt o mini? Paga.	Ja alli paga lalaslas o kakossi, ino barrasan o babos'o chachalt o mini? Paga.
section_14_item_18	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_18	70	71	102	103	True	135	134	126	Printed numbered item aligned to the corresponding English item; boundary number omitted	Who has paid the penalty for the transgressions of man? Jesus Christ, the Son of God, who is verily God and man in one person.	Tommada cho linummaslas o kakossi o babosa? Ta Jesus Christus sjiem o Deos, o ai paga Deos o gagil ṣo-o gagil o babos'inni nattada boa.	Tommada cho linummaslas o kakossi o babosa? Ta Jesus Christus sjiem o Deos, o ai paga Deos o gagil ṣoo gagil o babos'inni nattada boa.
section_14_item_19	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_19	71	71	103	103	True	125	124	151	Printed numbered item aligned to the corresponding English item; boundary number omitted	In what way did Christ pay the penalty for the transgressions of man? He suffered for us; He shed His blood, and died on account of our transgressions.	Moeda ta Christus linummaslas o kakossi o baboṣa? Minachoté, sinummaod o taḡḡa, ṣo-o minachadau i torro, inau torroa kakossi.	Moeda ta Christus linummaslas o kakossi o baboṣa? Minachoté, sinummaod o taḡḡa, ṣoo minachadau i torro, inau torroa kakossi.
section_14_item_20	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_20	71	71	103	103	True	109	108	98	Printed numbered item aligned to the corresponding English item; boundary number omitted	Has Christ reconciled, by His sufferings, God to man? Yes; He is the Mediator between God and man.	Ja ta Christus o choa machoté pinaborr'i ta Deos o babosa? Hena: icho paga ma-áborra tuppach o Deos a babosa.	Ja ta Christus o choa machoté pinaborr'i ta Deos o babosa? Hena: icho paga maáborra tuppach o Deos a babosa.
section_14_item_21	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_21	71	71	103	103	True	141	141	154	Printed numbered item aligned to the corresponding English item; boundary number omitted	Will God be merciful to man for the sake of the atonement of His Son? Yes; Christ by His atonement intercedes, so that man obtains the forgiveness of sin.	Ja ta Deos merab o mabono babosa, inau lalaslas o choa sjiem? Hena: ta Christus pazinadóno choa lalaslas, alla babosa marach o ábono kakossi.	Ja ta Deos merab o mabono babosa, inau lalaslas o choa sjiem? Hena: ta Christus pazinadóno choa lalaslas, alla babosa marach o ábono kakossi.
section_14_item_22	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_22	71	71	103	103	True	137	134	126	Printed numbered item aligned to the corresponding English item; boundary number omitted	Do all men receive the forgiveness of sin? By no means; only they who repent of their sins, and follow after His commandments.	Ja tapos o babosa marach o ábono kakossi? Maini-éna; ma-akammichi o ai machi'o kakossi poetautat inni ta Deos, ṣo-o ummior o choa atillo.	Ja tapos o babosa marach o ábono kakossi? Mainiéna; maakammichi o ai machi'o kakossi poetautat inni ta Deos, ṣoo ummior o choa atillo.
section_14_item_23	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_23	71	71	103	103	True	142	140	118	Printed numbered item aligned to the corresponding English item; boundary number omitted	Are the disobedient and the unbelieving not delivered from the punishment of sin? No; the wrath of God abides on them.	Ja alli barrasan o chachalt o kakossi chono ma-achachuppir, ṣo-o marotul o autat inni ta Deos? Maini: rais o ta Deos machon i babósar o decho.	Ja alli barrasan o chachalt o kakossi chono maachachuppir, ṣoo marotul o autat inni ta Deos? Maini: rais o ta Deos machon i babósar o decho.
section_14_item_24	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_24	72	72	104	104	True	134	133	122	Printed numbered item aligned to the corresponding English item; boundary number omitted	What must man believe? All that is written in the Word of God, the short heads of which are found in the Christian Belief.	Maspot a poetautat onumm'ija babosa? Tapos o ai kabinidoan inni ranied o Deos, innainumma paga ma-apapp'a tuppo inni autat o Christan.	Maspot a poetautat onumm'ija babosa? Tapos o ai kabinidoan inni ranied o Deos, innainumma paga maapapp'a tuppo inni autat o Christan.
section_14_item_25	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_25	72	72	104	104	True	89	88	74	Printed numbered item aligned to the corresponding English item; boundary number omitted	Do you know the Articles of Faith? Yes: I believe in God, the Father, etc.	Ja mab'ijonoë o tuppono autat o Christan? Hena: ka-na-a poetautat inni Deos o tamau, etc.	Ja mab'ijonoë o tuppono autat o Christan? Hena: ka naa poetautat inni Deos o tamau, etc.
section_14_item_26	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_26	72	72	104	104	True	156	154	153	Printed numbered item aligned to the corresponding English item; boundary number omitted	Has God declared in His Word that He will forgive sin? Yes; and He shows us in Christian Baptism and in the Lord's Supper what the forgiveness of sin is.	Ja ta Deos inni choa ranied pinab'o pape'o abono kakossi? Hena: ṣo-o patorrod o ábona kakossi inni Christan a sasikir i to, ṣo-o man o marpes'o ta Christus.	Ja ta Deos inni choa ranied pinab'o pape'o abono kakossi? Hena: ṣoo patorrod o ábona kakossi inni Christan a sasikir i to, ṣoo man o marpes'o ta Christus.
section_14_item_27	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_27	72	72	104	104	True	104	104	117	Printed numbered item aligned to the corresponding English item; boundary number omitted	How by the Christian ceremony of baptism? When He commands to baptize the people, so that their sins may be forgiven.	Moedaṣar inni Christan a dog o sasikir i to? Ṣabanno pattillo sumkir i tono cho, ino aboan choa kakossi.	Moedaṣar inni Christan a dog o sasikir i to? Ṣabanno pattillo sumkir i tono cho, ino aboan choa kakossi.
section_14_item_28	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_28	72	72	104	104	True	138	134	103	Printed numbered item aligned to the corresponding English item; boundary number omitted	How by the Lord's Supper? When Christ says of the cup: That is My blood, shed for the remission of sin.	Masanno ini dog o man o marpesa? Ṣabanno maunis-o-ala ta Christus innai ai-chám-an o, micho ja na-a taḡḡ'o ai, ṣa-odden ino aboan kakossi.	Masanno ini dog o man o marpesa? Ṣabanno maunis o ala ta Christus innai aicháman o, micho ja naa taḡḡ'o ai, ṣaodden ino aboan kakossi.
section_14_item_29	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_29	72	73	104	105	True	133	132	176	Printed numbered item aligned to the corresponding English item; boundary number omitted	What does the water at the ceremony of baptism signify? The water which is sprinkled signifies the blood of Christ, and the sprinkling of the water the sprinkling of His blood.	Pait'onumm'ija to inni dog o sasikir i to? To, o ai ipábichi, pait'o taḡḡ'o ta Christus, ṣo-o abichi o to pait'o abichi o choa taḡḡa.	Pait'onumm'ija to inni dog o sasikir i to? To, o ai ipábichi, pait'o taḡḡ'o ta Christus, ṣoo abichi o to pait'o abichi o choa taḡḡa.
section_14_item_30	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_30	73	73	105	105	True	132	132	175	Printed numbered item aligned to the corresponding English item; boundary number omitted	Explain the signification of this ceremony. Even as the body is washed with water, in the same way the soul and body are washed with the blood of Christ from iniquity and sin.	Illáḡḡana o lido o dog o mini. Maibas orichen o to a bog, masini orichen o bog a tsjes o taḡḡ'o ta Christus innai arapies a kakossi.	Illáḡḡana o lido o dog o mini. Maibas orichen o to a bog, masini orichen o bog a tsjes o taḡḡ'o ta Christus innai arapies a kakossi.
section_14_item_31	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_31	73	73	105	105	True	102	100	93	Printed numbered item aligned to the corresponding English item; boundary number omitted	Where are we taught to pray for the remission of sin? In the prayer of our Lord Jesus Christ.	Dem'ija atillan ja namo meach'o ábono kakossi? Inni ai-ach'o ma-achachimit ja torro ta Jesus Christus.	Dem'ija atillan ja namo meach'o ábono kakossi? Inni aiach'o maachachimit ja torro ta Jesus Christus.
section_14_item_32	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_32	73	73	105	105	True	85	84	85	Printed numbered item aligned to the corresponding English item; boundary number omitted	Do you know the words of this prayer? Yes, I do: Our Father which art in heaven, etc.	Ja mab'ijonoë o atite o ai-ach'o mini? Hena: namoa tamau tamasea paga de boesum, etc.	Ja mab'ijonoë o atite o aiach'o mini? Hena: namoa tamau tamasea paga de boesum, etc.
section_14_item_33	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_33	73	73	105	105	True	153	151	152	Printed numbered item aligned to the corresponding English item; boundary number omitted	Does not the doctrine of the forgiveness of sin encourage man to sin? No; it rather incites man to struggle against sin, and to strive after good works.	Ja atil o ábono kakossi alli pákossi o babosa? Maini: kamaso pizich o mapiech o kakossi, ṣo-o ummior o mario a tataap, ino adassen ta Deos, ṣo-o choa bó.	Ja atil o ábono kakossi alli pákossi o babosa? Maini: kamaso pizich o mapiech o kakossi, ṣoo ummior o mario a tataap, ino adassen ta Deos, ṣoo choa bó.
section_14_item_34	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_34	73	73	105	105	True	118	118	114	Printed numbered item aligned to the corresponding English item; boundary number omitted	What do you call good works? All the works of righteousness and holiness commanded by God in His ten commandments.	Pattonan onúmm'ijonoë o mario a tataap? Tapos o tataap o babissé achimit, o ai pattillo ta Deos inni tschiet o átillo.	Pattonan onúmm'ijonoë o mario a tataap? Tapos o tataap o babissé achimit, o ai pattillo ta Deos inni tschiet o átillo.
section_14_item_35	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_35	74	74	106	106	True	111	108	97	Printed numbered item aligned to the corresponding English item; boundary number omitted	What does God command in His ten commandments? Two things: to love God and to love our neighbour.	Numm'ija pattillo ta Deos inni tschiet o átillo? Narroa-da tuppo: aukat o Deos, ṣo-o aukat o ma-achaddik o cho.	Numm'ija pattillo ta Deos inni tschiet o átillo? Narroada tuppo: aukat o Deos, ṣoo aukat o maachaddik o cho.
section_14_item_36	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_36	74	74	106	106	True	92	91	77	Printed numbered item aligned to the corresponding English item; boundary number omitted	Do you know the ten commandments? Yes; God spake, I am the Lord thy God, etc.	Ja mab'o tschiet o atillo ijonoë? Hena: ta Deos machó: kaina paga ta Jehova oa Deos-oë, etc.	Ja mab'o tschiet o atillo ijonoë? Hena: ta Deos machó: kaina paga ta Jehova oa Deosoë, etc.
section_14_item_37	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_37	74	74	106	106	True	192	190	180	Printed numbered item aligned to the corresponding English item; boundary number omitted	Is God praised when His children follow His commandments? Yes; when the strangers see the righteous works of God's children, they admire them, and praise the Lord and His statutes.	Ja adassen ta Deos, ṣabanno choa sisjiem ummior o choa atillo? Hena: ṣabanno azjies miall'o tataap o babissé o sisjiem o Deos, makakki ja choa tsjes, ṣo-o ṣummoal i ta Deos a choa bisse-bissé.	Ja adassen ta Deos, ṣabanno choa sisjiem ummior o choa atillo? Hena: ṣabanno azjies miall'o tataap o babissé o sisjiem o Deos, makakki ja choa tsjes, ṣoo ṣummoal i ta Deos a choa bissebissé.
section_14_item_38	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_38	74	74	106	106	True	160	157	118	Printed numbered item aligned to the corresponding English item; boundary number omitted	Well now, will you embrace the Christian faith unto the forgiveness of your sins? Yes; my soul pants after this mercy.	Mai numma, ja merab o ummior ijonoë o autat o Christan, ṣo-o marach o ma-áchimit a sasikir i to, ino aboan oa kakossi? Hena: taḡḡogon ja na-a tsjes o bóno mini.	Mai numma, ja merab o ummior ijonoë o autat o Christan, ṣoo marach o maáchimit a sasikir i to, ino aboan oa kakossi? Hena: taḡḡogon ja naa tsjes o bóno mini.
section_14_item_39	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_39	74	74	106	106	True	139	134	123	Printed numbered item aligned to the corresponding English item; boundary number omitted	But do you then forsake haibos and his lying superstitions? Yes; my soul forsakes haibos, Adam, and all vain superstitions.	Oedan, ja lummido i ta haibos, ṣo-o choa arien o ma-atattosik? Hena: mori-edd'i ta haibos, i ta Adam na-a tsjes, ṣo-o tapos o arien o baak.	Oedan, ja lummido i ta haibos, ṣoo choa arien o maatattosik? Hena: moriedd'i ta haibos, i ta Adam naa tsjes, ṣoo tapos o arien o baak.
section_14_item_40	14	A Short Catechism Before Receiving Christian Baptism	numbered_item	item_40	74	75	106	107	True	286	281	311	Printed numbered item aligned to the corresponding English item; boundary number omitted	Will you put away and cast from you your transgressions and iniquity, as drunkenness, whoredom, envy, theft, lies; and cleave unto God in pure faith and in a new life - that is to say, in true righteousness and holiness? Yes; I will seek God's assistance and mercy, in order that I may be rendered fit to do so.	Ja merab o tummis oa kakossi a arapies, maibas o arab, chachod, sannan, tattosik, achab, ṣo-o mikkap i ta Deos inni autat o maachimit, a bao a morich, michoṣar a pattite, inni gagil o babissé a chimit? Hena: mameach'o a-olli-eul o Deos ṣo-o choa bó, alla na-a matsikap o ummoob o micho.	Ja merab o tummis oa kakossi a arapies, maibas o arab, chachod, sannan, tattosik, achab, ṣoo mikkap i ta Deos inni autat o maachimit, a bao a morich, michoṣar a pattite, inni gagil o babissé a chimit? Hena: mameach'o aollieul o Deos ṣoo choa bó, alla naa matsikap o ummoob o micho.
section_15_first_sermon_sentence_001	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_001	75	78	107	110	False	24	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		A Ukattan a ma-akakriél.	
section_15_first_sermon_sentence_002	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_002	75	78	107	110	False	85	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Don o ai-acha allecho attonannan na-a micho don, machó ta Deos inni ma-ai-aab Esaias.	
section_15_first_sermon_sentence_003	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_003	75	78	107	110	False	301	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Narroa-da tuppo pab'ija namo atite o miniṣar: kapesasa, ta Deos pattonan o arorroai-an don o ai-acha, inau merab alla pedarra tapos sjasjam, ṣini-ṣini a sisjiem ka mitoa zijsja, alla ṣai tumboel o choa don, tump'o choa naan, rorró-no maṣini o choa ranied, ṣo-o me-ach'icho tapos o ai maṣabb'ija decho.	
section_15_first_sermon_sentence_004	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_004	75	78	107	110	False	76	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Masini a don paga, indema mitarróach tapos ocho, barroon a rorró karriaukat.	
section_15_first_sermon_sentence_005	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_005	75	78	107	110	False	92	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Dem'ija eachanni o ḡagil naan o Deos, dem'ija ipaba choa airab, dém'ija akaukauan choa adás.	
section_15_first_sermon_sentence_006	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_006	75	78	107	110	False	185	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Mai, don o arrorro-ai-an o mini paga channumma don o ai-acha, dem'ija atillan imoa meach'i tamau de boesum, ṣo-o maibas o sisjiem pattonan i ta Deos, namoa tamau tamasea paga de boesum.	
section_15_first_sermon_sentence_007	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_007	75	78	107	110	False	115	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Dem'imoa mai tumboel i ta Deos inni choa don, alla mamadarram icho rummi-es ṣo-o paga rorró-no ad'inni choa bó-noë.	
section_15_first_sermon_sentence_008	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_008	75	78	107	110	False	57	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Hai pesor o don o baak o mini, hai pesor o don o lalloog.	
section_15_first_sermon_sentence_009	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_009	75	78	107	110	False	10	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maini-éna.	
section_15_first_sermon_sentence_010	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_010	75	78	107	110	False	31	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Alli maibas o roman don o mini.	
section_15_first_sermon_sentence_011	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_011	75	78	107	110	False	59	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Lallum aicho-ies man, micham, ṣummarra, macheauboen cho-na.	
section_15_first_sermon_sentence_012	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_012	75	78	107	110	False	72	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maunis a don o mini; don o Deos, don o atite, don o ai-acha, don o atil.	
section_15_first_sermon_sentence_013	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_013	75	78	107	110	False	61	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Insini eachanni ta Deos, adassen ja naan o kummasjies a maro.	
section_15_first_sermon_sentence_014	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_014	75	78	107	110	False	109	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Tamasea mauranies, mais, ja manniki insini, mannach'i ta Deos, ṣo-o tummallas ochoa aṣiel o atil o boesum ai.	
section_15_first_sermon_sentence_015	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_015	75	78	107	110	False	145	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Mauchus o rummé o micho ta Deos; cho-no mini, machó, dummaat ina o choa ranied, ṣo-o madas ina ochoa dorren, ṣo-o maro ja choa tsjes innai Ina-ë.	
section_15_first_sermon_sentence_016	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_016	75	78	107	110	False	126	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Inau decho alanni inni bido o Deos, e-illa-na oa aṣiel, ṣabanno mai dummoro i don o Deos, ṣo-o aḡa-a a chaddik, all'oa maṣini.	
section_15_first_sermon_sentence_017	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_017	75	78	107	110	False	148	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maibas attitean, ja merab o moss'i don o arorroai-a e-illa-na depa mauranies, ja me o atil o Deos, inau ta Deos miall'oa tsjes, kailau mate'ijo-noë.	
section_15_first_sermon_sentence_018	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_018	75	78	107	110	False	106	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Miall'o tapos o cho innai boesum ta Deos, mab'o tattup'i tsjes, maibas o chau manṣar o tapos o ma-arapies.	
section_15_first_sermon_sentence_019	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_019	75	78	107	110	False	161	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Oedan, tamasea ṣai dummaat icho, ṣo-o alli mikkil o choa rais o mato, gagil maraas a tsjes, ṣo-o charri o zijsja tatummala, alla maraas o tummok o bato ja aṣiel.	
section_15_first_sermon_sentence_020	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_020	75	78	107	110	False	27	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Mai, hai mannach'i ta Deos.	
section_15_first_sermon_sentence_021	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_021	75	78	107	110	False	29	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Alli annachan o baak ja icho.	
section_15_first_sermon_sentence_022	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_022	75	78	107	110	False	42	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Ja tummalpon o mosse dummoro i don o Deos?	
section_15_first_sermon_sentence_023	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_023	75	78	107	110	False	100	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Abissassa tau-aab oa boa, o-óa, joa tsjes-oë katinnaam atil, itiss'o tattuppau rapies innai imo-noë.	
section_15_first_sermon_sentence_024	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_024	75	78	107	110	False	122	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Don o mini don o atil, don o ai-acha; hai tump'insini oa don, oa tatapan, ja bonna, ja tumkach, ja maribaribat, ja micham.	
section_15_first_sermon_sentence_025	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_025	75	78	107	110	False	55	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Hai para joa tsjes de don o atil ai-an tattuppa masini.	
section_15_first_sermon_sentence_026	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_026	75	78	107	110	False	44	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Tattup-pau mini alli matsikap de don o mini.	
section_15_first_sermon_sentence_027	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_027	75	78	107	110	False	69	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Paulapp'o tsjes, ṣo-o kummatto innai ta Deos, innai boesum aicho-ies.	
section_15_first_sermon_sentence_028	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_028	75	78	107	110	False	54	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Maso rapies channumma moa taulan tump'i ta haibos-ech.	
section_15_first_sermon_sentence_029	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_029	75	78	107	110	False	29	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Alli par'i haibos ta Deos-oë.	
section_15_first_sermon_sentence_030	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_030	75	78	107	110	False	19	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Kamazjies dechonoë.	
section_15_first_sermon_sentence_031	15	First Sermon: Isaiah lvi. 7	sermon_sentence	sentence_031	75	78	107	110	False	129	0	0	Hand-reviewed against the source PDF; transcription accepted or corrected.		Sja machonṣar o paan i haibos imo-noë, kamaibas oa dog, ṣabanno tummalpon o man, o micham, ja alli pattonan o baak o naan o Deos?	
