language,ilrdf_headword,branch_sentence_id,sentence
Kavalan,taytan,Kavalan_9383,mai taytan su naRin pisapat sikawma.
Kavalan,tazian,Kavalan_9390,melalibed Ribang su tazian.
Kavalan,temaRqan,Kavalan_9455,temaRqan tu sabaq tama ku.
Kavalan,temabal,Kavalan_9459,temabal iku tu qitun ʼnay.
Kavalan,temabi,Kavalan_9461,temabi tama ku ta zennan.
Kavalan,temabu,Kavalan_9465,"A: temabu isu tu niana? B: temabu iku tu ʼmay, satutuan ku ta naungan."
Kavalan,temabu,Kavalan_9466,naRin tazian temabu tu dadas!
Kavalan,temabu,Kavalan_9467,"temabu tu ʼmay aizipna, naRin qeRasan."
Kavalan,temadikud,Kavalan_9469,temadikud aizipna mala tu kelisiw.
Kavalan,temaktak,Kavalan_9476,temaktak qaqa ku tu baut.
Kavalan,temanan,Kavalan_9492,"tedem ti, manna mai pama isu temanan!"
Kavalan,temangan,Kavalan_9500,Rayngu aiku temangan tu suksuk zau.
Kavalan,temanuz,Kavalan_9504,temanuz iku tu wasu ku.
Kavalan,temanuz,Kavalan_9505,melizaq temanuz tu taquq wasu zau.
Kavalan,temaqin,Kavalan_9517,temaqin tama ku tu sudad na kiyukay.
Kavalan,temapa,Kavalan_9523,temapa iku tu bettu.
Kavalan,temawik,Kavalan_9529,"mai temawik, sukaw anem ku."
Kavalan,temayta,Kavalan_9531,matiw iku sa kalingku temayta tu tama ku.
Kavalan,temayta,Kavalan_9532,"yau lawad su, qatiw ika temayta tina su."
Kavalan,temayta,Kavalan_9533,mai pama iku temayta tu napawan su.
Kavalan,temayta,Kavalan_9534,A: temayta isu tu niana?
Kavalan,temayta,Kavalan_9535,B: temayta iku tu nipaluma ku tu tened.
Kavalan,temayta,Kavalan_9536,mai isu temayta tu lazan ni?
Kavalan,temayta,Kavalan_9537,mawtu aiku temayta tu sunis ku.
Kavalan,tengan,Kavalan_9652,tengan na tama ku zenna niaq.
Kavalan,tiana,Kavalan_9726,niditis ni tiana luzit na zapan su?
Kavalan,timaisuan,Kavalan_9762,"azu muman iku sikawma timaisuan ,qawRiR tu iku. "
Kavalan,timaizipana,Kavalan_9768,manna temayta isu timaizipana?
Kavalan,umawtu,Kavalan_10012,umawtu ti iku tazian.
Kavalan,usepat,Kavalan_10046,usepat qudus nitusung ku sessen pama.
Kavalan,usiwa,Kavalan_10053,"lazat zau saleppawan Rangazi, usiwa qitun na."
Kavalan,utani,Kavalan_10065,utani asa na taquq zau?
Kavalan,utani,Kavalan_10066,utani niqudu su tu qabaw?
Kavalan,utani,Kavalan_10067,"A: utani niquduan su tu qabaw? B: muwaza niquduan ku tu qabaw,  wanayka Raynguan ku tu utani!"
Kavalan,uu,Kavalan_10084,paska ika qeman nengi uu sukaw?
Kavalan,uu,Kavalan_10085,banged satawaR ka naRin matiw sa lazing uu sa iRuR.
Kavalan,zenna,Kavalan_10236,"putiuy ika zanum, saazasan ta sa zenna."
Kavalan,ʼnay,Kavalan_10295,naRin tuqazan leppawʼ ʼnay bangtu.
Paiwan,aicu,Paiwan_359,"aicu a sangtjaucikel tjasikeljakeljang tua patjara pinacalivat nua tjasevalitan, nua tjaqinaljan katua tjanasi a caucau."
Paiwan,amin,Paiwan_433,"aicu a driniungan nu se Yami itua pinaljavakan nua i Valangav a tjaljaveqeveqan,amin nu i vecekadan tua ljavek a kacalisian."
Paiwan,cemecemel,Paiwan_762,kavulaqutan a quma nimadju manasika cemecemel anga.
Paiwan,djemadjas,Paiwan_1095,mapucemacemas timadju neka nu makaya djemadjas.
Paiwan,djemiqedjiqes,Paiwan_1126,izua ipuljacengan ti muni a djemiqedjiqes tua ljaceng. 
Paiwan,galjecegec,Paiwan_1291,galjecegec a ken tua kakudan niamadju.
Paiwan,kacauan,Paiwan_1586,aicua i kacauan liav aravac a sinan cemas.
Paiwan,kakavelian,Paiwan_1651,pida kakavelian naicu a paljavak?
Paiwan,kakituluan,Paiwan_1670,kasicuayan cakar a kakituluan nua uqaljaqaljai a mimaqacuvacuvaungan.
Paiwan,kakituluan,Paiwan_1671,aicu a gakku mana kakituluan nua marekalja aljak.
Paiwan,kakituluan,Paiwan_1672,aicu a kiukai namasan kakituluan uta.
Paiwan,kakivuciqan,Paiwan_1677,tjaucasav aken a kemasi tua kakivuciqan.
Paiwan,kaljavevean,Paiwan_1736,nu kaljavevean mavan a si vevean nua mareka cemel katua kasiv.
Paiwan,kaljazalangzangan,Paiwan_1745,nu kaljazalangzangan laruq a pulavai nua gakku.
Paiwan,kanavalj,Paiwan_1775,namaculju a ku lima a kanavalj 
Paiwan,kanen,Paiwan_1778,ljemaceng ti kina tua uri kesain tua kanen nua qacang.
Paiwan,kangida,Paiwan_1781,na mangetjezsun kangida? 
Paiwan,kangida,Paiwan_1782,na mangtjezmun kangida.
Paiwan,kasudraman,Paiwan_1843,nakuya keminamalji a paqateleng kasudraman itjen nua tja salasaladj.
Paiwan,kavulungan,Paiwan_1903,namasan pazangal a kavulungan i ta nia kakudanan.
Paiwan,kedrikedri,Paiwan_1928,kedrikedri ania quma.
Paiwan,kemakan,Paiwan_1949,kemakan ti kaka tua gang.
Paiwan,kidjadjalan,Paiwan_2081,na kidjadjalan tua vuvu ti kuljelje a sema cemecemel.
Paiwan,kinacavacavan,Paiwan_2150,inika sedjaljep tua su kinacavacavan azua kava. 
Paiwan,kinacemekeljan,Paiwan_2155,saleljeselj itjen a pacun tua kinapaulan nua kinacemekeljan niamadju.
Paiwan,kinacemkeljan,Paiwan_2157,ka kiumalj timadju tua sitekelan mapavalit a kinacemkeljan niamadju. 
Paiwan,kinasengseng,Paiwan_2192,aicu ku kinasengseng kasauni.
Paiwan,kinateveteveljan,Paiwan_2201,na temalidu aravac a kinateveteveljan nu maljeveq.
Paiwan,kinatjengelayan,Paiwan_2202,tima su kinatjengelayan a paqulid? 
Paiwan,kipaparangez,Paiwan_2285,aicu a sinzia pakatua inuli a kipaparangez tua cemas.
Paiwan,kipapaulingavu,Paiwan_2286,azua timadju ruveca nu qivu kipapaulingavu dri!
Paiwan,kipaqenetj,Paiwan_2292,kipaqenetj aken tuakiljivak ni kama
Paiwan,kipaquliqulid,Paiwan_2293,nakemljang ti lampav tua kipaquliqulid. 
Paiwan,kipavalit,Paiwan_2311,na kipavalit timadju tua kinacalisianan a situngan. 
Paiwan,kipusengsengan,Paiwan_2329,uri kipusengsengan aken tua sihu.
Paiwan,kirimu,Paiwan_2379,kirimu a qemacuvung asu lunbun.
Paiwan,kisekaukaulj,Paiwan_2401,kisekaukaulj tua kina a vaik a venli tua qatia ti zepulj. 
Paiwan,kisukub,Paiwan_2414,ari!vaiki a kisukub!
Paiwan,kitangez,Paiwan_2434,uzai timadju ana kitangez tua kasiw a qemauqaung.
Paiwan,kitarev,Paiwan_2436,a uqaljai a vavayan nu inin ka vusam makaya kitarev i ta paiwan zuku.
Paiwan,kitulu,Paiwan_2459,kitulu aken tua pinayuanan.
Paiwan,kivalit,Paiwan_2483,nu vaikitjen a sema ripun tjara kivalit itjen tua paisu nua ripun a pasusangas.
Paiwan,kivalit,Paiwan_2484,vaikan a kivalit sa limaidai tua paisu nua ripun.
Paiwan,kivalit,Paiwan_2485,uri vaikaken a sema ginku a kivalit tua taidaidai a paisu.
Paiwan,kivangavang,Paiwan_2489,ari vaiki a kivangavang.
Paiwan,kivangavang,Paiwan_2490,vaik a sema takaw a kivangavang ti veneng.
Paiwan,lemagav,Paiwan_2684,lemagav tiamadju tua seljekuya djalan.
Paiwan,lemum,Paiwan_2727,kitulu aken a lemum tua kamaya.
Paiwan,lemutud,Paiwan_2737,lemutud aravac nu caljedjen itjen nua pangac.
Paiwan,liljililjing,Paiwan_2768,pakazuau i liljliljing.
Paiwan,ljevavaw,Paiwan_2980,aicu a ngiaw makaya ljevavaw tua kasiv.
Paiwan,madjulu,Paiwan_3163,madjulu itjen a macaqu.
Paiwan,makirangez,Paiwan_3239,piliqi tua uri makirangez a caucau.
Paiwan,malalumalj,Paiwan_3265,tiamadju a mareqali malalumalj a kemasi kakedrian a patjetucu.
Paiwan,maledep,Paiwan_3279,tia maledep ti kama i kuljelje.
Paiwan,maljimalji,Paiwan_3333,maljimalji aravac.
Paiwan,malum,Paiwan_3344,nungida malum a kamaya?
Paiwan,mana,Paiwan_3360,aicu a ti sa Maljeveljev mana kaqulidan a tjaipungav.
Paiwan,manasika,Paiwan_3365,masa kisamulja nimadju manasika separia tua siking nua kumuin. 
Paiwan,manasika,Paiwan_3366,ku pina dingwan ti kaka manasika keljang tu saqetjuqetju ti kama. 
Paiwan,mangilu,Paiwan_3375,"nakuya pacalivat a masengseng, mangilu tja kinacavacavan."
Paiwan,mangtjez,Paiwan_3377,mangtjez mun nungida?
Paiwan,mapulav,Paiwan_3444,nu mapulav timadju tjenglai a semenai.
Paiwan,mareka,Paiwan_3534,aza i djemaladjalan a mareka cemel naliljuas.
Paiwan,mareka,Paiwan_3535,inika nanguaq nu inika tjen a kemeljang tu kemuda a paquzip tua mareka tja aljak. 
Paiwan,mareka,Paiwan_3537,timun a mareka ku vuvu kelju langdaw tua ku milingan. 
Paiwan,marekutj,Paiwan_3545,marekutj aken tua galalj. 
Paiwan,marekutj,Paiwan_3546,tjuruvu amarekutj tua namacai anga a caucau.
Paiwan,marekutj,Paiwan_3547,lemagav aken skamaya tayamadju marekutj aken tu kacen nua vatu.
Paiwan,maretimalji,Paiwan_3553,aicu a kinacalisianan a itung anema sika maretimaljian nua rekai katua payuan? . 
Paiwan,marivu,Paiwan_3562,marivu tia madju tua patjara ljaqedi nua quma.
Paiwan,masanlialiav,Paiwan_3595,masanlialiav a kacian ni kina.
Paiwan,masengseng,Paiwan_3642,nu masukincengelj uri vaik aken a masengseng ta lalingdjan.
Paiwan,masevec,Paiwan_3652,na masevec a inupuan tusa umaq. 
Paiwan,masezam,Paiwan_3660,masezam aravac ti qunu.
Paiwan,masudjusudju,Paiwan_3684,izua masudjusudju a vuag i ta nia qinaljan.
Paiwan,masulem,Paiwan_3687,"masulem anga, vaikianga a semaumaq."
Paiwan,masulesulem,Paiwan_3690,satjumaquanga nu masulesulem.
Paiwan,mavacuk,Paiwan_3764,uri mavacuk amen tua puvaquan nutiav.
Paiwan,mavangavang,Paiwan_3774,mavangavangaken tukikenavaik saka kikenakiyadjuq.
Paiwan,mavekelj,Paiwan_3783,mavekelj ana maqepuqepu tazua kaigi kasauni.
Paiwan,mavetu,Paiwan_3794,mavetu aken aravac maljimalji.
Paiwan,mavuca,Paiwan_3800,mavuca timadju
Paiwan,maya,Paiwan_3810,maya men a pasulivay a seman qaljaqalja.
Paiwan,mazekel,Paiwan_3823,nu keman itjen ta qavai mazekel itjen nu inika tjen a kipapaulingaw.
Paiwan,minvalak,Paiwan_3933,minvalak azua cinaljedj na  pangac.
Paiwan,mirava,Paiwan_3942,mirava timadju sa vaik a zemian.
Paiwan,murem,Paiwan_3978,kasicuayan tjitjen a murem a kimadju tua lekelek ljakua tucu izuanga kuba a kipusaliman tua murem.
Paiwan,namayatucu,Paiwan_4072,namayatucu a tja sivaivaik. 
Paiwan,naqemati,Paiwan_4106,izua paqulid a naqemati a cemas 
Paiwan,neka,Paiwan_4145,neka nu namaya tua kisamulja ni langpav ka i kacauwan anan.
Paiwan,ngadan,Paiwan_4158,ti Selep a ngadan ni kaka.
Paiwan,ngiav,Paiwan_4172,ljemaljap a ngiav nu djemameq ta kulavav.
Paiwan,nguanguaq,Paiwan_4184,nguanguaq aravac timadju. 
Paiwan,nguanguaq,Paiwan_4185,nguanguaq a ravac sa qinaljan imaza.
Paiwan,nitjen,Paiwan_4225,a caquan ni amei a semenai nitjen a kacalisian a ligu.
Paiwan,pacalivat,Paiwan_4264,ulja pacalivat ti vuruvur tua pinakazuanan nua kama.
Paiwan,pacugan,Paiwan_4292,aicu a pakatua su pacugan izua na patalaq tjanusun.
Paiwan,paisu,Paiwan_4338,azua na cemakav ta paisu / valjitjuq nua ginku djinameq anga na kisacu kasauni. 
Paiwan,pakaljingas,Paiwan_4361,izua ku varung tu pakaljingas tjaimadju.
Paiwan,pakaljingas,Paiwan_4362,na pakaljingas a su sinsi ka tiaw a papupicul tja nu sun.
Paiwan,palisian,Paiwan_4430,masan lialiav a palisian nua payuan.
Paiwan,paqecev,Paiwan_4559,nakuya paqecev nu kitulutuluitjen.
Paiwan,paqetjutj,Paiwan_4572,nu na keman tiamdju tjara paqetjutj sakamaya.
Paiwan,paramur,Paiwan_4575,paramur aravac a celalaq ka sauni.
Paiwan,paqulid,Paiwan_4578,nanguaq a paqulid a kirasudjan itjen.
Paiwan,paqulid,Paiwan_4579,nanguaq sun a paqulid!
Paiwan,pasedjam,Paiwan_4621,kusini pasedjam tjai masegseg aku zinliulj.
Paiwan,patagilj,Paiwan_4642,patagilj amen a kicaquan ta senai nua sikasalusalut.
Paiwan,pasusu,Paiwan_4644,sikakuda a pasusu tua kakudan.
Paiwan,patavungen,Paiwan_4652,nu inika tjen a pasusu ta kakudan a ʼunting patavungen itjen.
Paiwan,patjetucu,Paiwan_4674,ini ka malim a kiljivak ni madju tjanuaken a patjetucu.
Paiwan,pavalit,Paiwan_4688,aicu napavalit sun tua su migani.
Paiwan,pavalit,Paiwan_4689,ur pavalit aken tua ku zitusia.
Paiwan,pavalit,Paiwan_4690,na pavalit aken tua vaquan a migani.
Paiwan,payuanzuku,Paiwan_4706,"aicu a payuanzuku nasepaljavak tai akaw kat i taituking, avan nu sipasanmusalj tua tjuruvuan nua caucau."
Paiwan,penalepal,Paiwan_4741,cuai itjen a penaljpalj tua kudresudrsul a kakanen.
Paiwan,penanan,Paiwan_4747,penanan tiamadju a ljezaya. 
Paiwan,penuljat,Paiwan_4783,aicu a tjeza niakenanga a penuljat.
Paiwan,pusaladj,Paiwan_5038,pusaladj itjen tua selapalapay a caucau. 
Paiwan,putjeveng,Paiwan_5056,sini putjeveng ni kina a vavateqen a kaitungan.
Paiwan,puzangalan,Paiwan_5075,namasan puzangalan nuaqinaljan akakedrian .
Paiwan,puzangalan,Paiwan_5076,kiuri namakuda tjapuzangalan nu maqacuvung satja sengsengan.
Paiwan,puzangalan,Paiwan_5077,Paramur a puzangalan nakucekelj tuaku sinparian tasiking tuakumuing.
Paiwan,qacuvung,Paiwan_5100,aicu a pukeljang sini qacuvung.
Paiwan,qailjungan,Paiwan_5123,ku pini paqayaqayav tasu tinnaw a su qailjungan.
Paiwan,qaljaqalja,Paiwan_5146,a tja qalja kasicuayan tja qaljaqalja anga tucu.
Paiwan,qinaljan,Paiwan_5408,a kemasi maza patje qinaljan ljelauz a djalan neka nu ljezaya.
Paiwan,qucelan,Paiwan_5449,qucelan tiamdju a cuacuayang.
Paiwan,rekutjan,Paiwan_5554,verican a su rekutjan sa su kisamulja.
Paiwan,rekutjan,Paiwan_5555,verican a su rekutjan i varung. 
Paiwan,remingiring,Paiwan_5579,na remingiring tikina tua sutjaw.
Paiwan,remukuz,Paiwan_5587,ti kina matavak a remukuz tua paisu a pi yubingkiuku.
Paiwan,saliman,Paiwan_5735,aicu a tjaipungav mana nadjemadjas uta tua saliman nua palisian i qinaljan.
Paiwan,saljinga,Paiwan_5744,saljinga itjen tua namanguaq a kinacemekeljan.
Paiwan,saqetjuan,Paiwan_5794,anema saqetjuan ni kama i cegaw? 
Paiwan,se,Paiwan_5862,tiamen a se akav tjuruvu a temaletalem tua tipus.
Paiwan,seman,Paiwan_5943,tempiq tua ricing na kasiv ti kama a seman sipukeljang.
Paiwan,semavavua,Paiwan_6007,vaik a sema vavua ti kina.
Paiwan,semekaulj,Paiwan_6010,aku sun a semekaulj sakamaya ta qaliqali?
Paiwan,semevalj,Paiwan_6025,kasicuayan semevalj aken tua ku kaka sema gakku.
Paiwan,semevalj,Paiwan_6026,semevalj ti vuvu tjanuaken a vaik a kivala.
Paiwan,sengsengan,Paiwan_6096,anema su sengsengan tucu? 
Paiwan,sevalitan,Paiwan_6141,sinan kakudan nua tja sevalitan.
Paiwan,sikataqaljan,Paiwan_6214,masuqaung ti kina tua masakiljivak nua mareka nia sikataqaljan.
Paiwan,sipualjaljak,Paiwan_6351,aicu a qunuqunu vinaikan nua kina ka sipualjaljak.
Paiwan,siubaubai,Paiwan_6411,siubaubai a marka caucau imaza.
Paiwan,supisupil,Paiwan_6470,aku namaya ta supisupil sa uba su vinli?
Paiwan,tadjaljeng,Paiwan_6498,sepatj a vatan a tadjaljeng tua kucay.
Paiwan,tazua,Paiwan_6632," tuazua kana mangetjez mun a kivala sema tjanuamen, sepacengceng tuna vaik aken a kaigi."
Paiwan,temalem,Paiwan_6654,icengceng a temalem tucu tua rumagai.
Paiwan,temekel,Paiwan_6676,temekel tua zaljum. 
Paiwan,temulu,Paiwan_6693,ljemaluai a ravac nu temulu timadju.
Paiwan,temuqulj,Paiwan_6694,aicu a vavayavayan i makazayazaya temuqulj tua kinacu.
Paiwan,temuqulj,Paiwan_6695,temuqulj ti kina ta kakanen a sema ta nia quma.
Paiwan,tjanusun,Paiwan_6894,akumanu semanpaqateleng aravac timadju tjanusun? 
Paiwan,tjemalupun,Paiwan_6974,na tjemalupun ti kaka tua qudjidjilj.
Paiwan,tjemalupun,Paiwan_6975,nakuyangata a tjemalupun nu kipusausauanga tua namacai.
Paiwan,tjemenun,Paiwan_7002,titjen a payuan inika palaing ta uqaljaqaljai ta vavayavayan kicaquan a mapuljat tua tjemenun.
Paiwan,tjuaqau,Paiwan_7091,vaik a sema tjuqau a kivangavang ti veneng.
Paiwan,tjuljivar,Paiwan_7112,izua a namacay a kumakuma i tjuljivar / ljaʼedi tua ʼaciljay.
Paiwan,vavulungan,Paiwan_7395,paqaljai itjen tua vavulungan. 
Paiwan,vecekadan,Paiwan_7406,kincengelj itjen nu vecekadan a qadav.
Paiwan,vecekadan,Paiwan_7407,i vecekadan ta qinaljan a kiukai.
Paiwan,venala,Paiwan_7443,venala ravac a kiqadilj timadju.
Paiwan,venali,Paiwan_7445,nu venali masa uri qemudjalj. 
Paiwan,venangalj,Paiwan_7454,na venangalj a nia saviki tucu a cavilj.
Paiwan,veneric,Paiwan_7486,nakuya veneric a paqateleng tua cemel patavungenitjen.
Paiwan,venusam,Paiwan_7516,nu kalja tugutan venusam tua vaqu.
Paiwan,vucelelj,Paiwan_7587,vucelelj a kinaqadavan tucu a vuaq.
Paiwan,vudavudas,Paiwan_7601,vudavudas aicu a nu pupadayan.
Paiwan,zalangzang,Paiwan_7670,zalangzang aravac tucu a qadaw.
Paiwan,zalangzang,Paiwan_7671,uri zalangzang a vuaq aya ita tinse a pasemalav.
Paiwan,zemuking,Paiwan_7725,zemuking ta kasintan.
Paiwan,zemuking,Paiwan_7726,kisamulja arava a zemuking ta kasintan ti selep.
Puyuma,adalrep,Puyuma_118,adalrep i takesian tu ruma kan Muwagar. 
Puyuma,adare,Puyuma_125,adare i baelri na pukatelu. 
Puyuma,adare,Puyuma_126,adare tu lipad. 
Puyuma,apetru,Puyuma_475,apetru idri na kuretaeta na tilin!
Puyuma,arengatripan,Puyuma_535,"na arengatrip na matrina i, a arengatripan kana tilin na ketrebe."
Puyuma,aretru,Puyuma_548,aretru nu paretr!
Puyuma,aseban,Puyuma_582,asuwa driya. udreudrem tu aseban dra igiw.
Puyuma,babayan,Puyuma_700,"a babayan ta i, ta simeaw ta sabak aw ta nauway ta lralrak. "
Puyuma,babulayan,Puyuma_712,babulayan nadri na tutuy! nantaw kan manay?
Puyuma,baelri,Puyuma_730,"i baelri na mainayan i, saigu demaway dra kuwareisan."
Puyuma,balenan,Puyuma_766,"pakireb na udalr i, balenan dar."
Puyuma,balrias,Puyuma_792,sinanga dra balrias idri na papadraran.
Puyuma,bau,Puyuma_873,muka isuwa i bau na mainayan?
Puyuma,bawiyu,Puyuma_883,bawiyu na ngangalaw! an tu sipureaw na kuraw.
Puyuma,benaaw,Puyuma_920,sagar benaaw dra garamgaman i namalri.
Puyuma,benaretuk,Puyuma_954,"ku tarawirianay benaretuk na dudu i, adri padawilr. "
Puyuma,benasak,Puyuma_956,benasak dra lumay i Sulikang muka pukaya i palakuwan.
Puyuma,benaybay,Puyuma_965,benaybay ku dra trarub a semaluwan.
Puyuma,bulabulayan,Puyuma_1123,bulabulayan lra tu walrak na babayan kan Sukudri.
Puyuma,bulretrenganan,Puyuma_1157,ulraya driya naniyam tamangan na bulretrenganan.
Puyuma,daderuwan,Puyuma_1230,"na daderuwan i, matrina aw uniyan dra dadikesan."
Puyuma,daleken,Puyuma_1251,"an purebu ta kana daleken na kawi i, adri muwai demepe."
Puyuma,dariwaewaan,Puyuma_1304,muketrep ta dariwaewaan.
Puyuma,demalreulreu,Puyuma_1348,demalreulreu na enay kadri Bareebe. 
Puyuma,demaulr,Puyuma_1350,piya ku lra demaulr dra drinekalranan.
Puyuma,demepel,Puyuma_1359,pakirebi demepel kananu atrengalran!
Puyuma,demikes,Puyuma_1363,demikes yu dra manay? daw udreudrem nu lima?
Puyuma,dingwa,Puyuma_1416,"tu pabulasay ku dra dingwa. driyama, maruwa ku lra padingwa kanu."
Puyuma,dremeketr,Puyuma_1532,na pulutr i dremeketr kanku katrakatr.
Puyuma,dremerem,Puyuma_1540,dremerem ku dra driketran dra tuwaabayan. 
Puyuma,dremimutr,Puyuma_1544,dremimutr ku dra saya dra edulr.
Puyuma,dremulrutr,Puyuma_1551,dremulrutr ku dra kenaw.
Puyuma,drenadrenan,Puyuma_1558,"sadru a uway kadri drenadrenan. amawna, adri ta karuwa malak elra."
Puyuma,drulrutru,Puyuma_1633,rulrutru na kenaw!
Puyuma,emaresudr,Puyuma_1747,"emaresudr ku dra kawi i, mulapias ku dapalr."
Puyuma,ematreatr,Puyuma_1756,ematreatr ku lra kana daderuwan.
Puyuma,emayaayay,Puyuma_1764,emayaayay dratu tungtungngan na lralrak.
Puyuma,emeleel,Puyuma_1771,emeleel yu dra puran? 
Puyuma,emuram,Puyuma_1810,"""an emuram ta dratu lagunan kana dawa i, apelr ta arebu. "" kema a maidrang."
Puyuma,etras,Puyuma_1850,"a manuden an basay i, temekir tu etras dar.r."
Puyuma,garem,Puyuma_1891,"na marabekabekal na igiw garem i, pakesup tu kawang."
Puyuma,gemaretim,Puyuma_1919,gemaretim ku lra dra bira dra laliputran dra abay.
Puyuma,igelayan,Puyuma_2045,igelayan. pakalrangu ku driya! 
Puyuma,isuwasuwa,Puyuma_2214,kemay isuwasuwa nadru na trau.
Puyuma,kaadru,Puyuma_2266,kaadru ku i Puyuma.
Puyuma,kadaway,Puyuma_2341,tu kadaway na lralrak. pilrangu kadriyu kana mibalri!
Puyuma,kadenunan,Puyuma_2344,"ane kadenunan i, salaw sadru a bariwan."
Puyuma,kainabayan,Puyuma_2401,"an lraman ta dra trau i, ulraya ta kainabayan."
Puyuma,kakadaw,Puyuma_2408,trematriur idri na rauban. kakadaw na wari andaman.
Puyuma,kaketrebeaw,Puyuma_2429,"tu kaketrebeaw tu dadikesan kana kawkaw aw, adri ku pakatremel. "
Puyuma,kakuda,Puyuma_2438,kakuda ta kadri? adri ta uaburek?
Puyuma,kakuwayanan,Puyuma_2453,adri ta karuwa abalu dra nanta kakuwayanan. ta simeaw.
Puyuma,kalalinayan,Puyuma_2466,uwa lagaw  dratu kalalinayan dra lralrak! 
Puyuma,kalalinayan,Puyuma_2467,marekamenimeni tu kalalinayan.
Puyuma,kalralradraman,Puyuma_2499,"temakesi ta i, amau ta kalralradraman dra manay driya."
Puyuma,kamelamui,Puyuma_2543,kamelamui maresiyuk! uwaruma lra kemay uma na ama kay ina.
Puyuma,kapaaetreng,Puyuma_2636,kapaaetreng ku i takesian.
Puyuma,karagan,Puyuma_2692,karagan! uwa i bakabak puenayi na kulang!
Puyuma,karaub,Puyuma_2733,"an karaub i, aru ladaladam ta dra senay. adrikaadri druwa."
Puyuma,karuwa,Puyuma_2776,karuwa munuma nu baberayan kana yawan?
Puyuma,kasagasagar,Puyuma_2786,kasagasagar tu pinadangan kana lralrak.
Puyuma,kasangalan,Puyuma_2801,"an ulraya a kasangalan i drekalr i, adriadri dar muruma i baeli na babayan na kaadru i Kagi."
Puyuma,kasedean,Puyuma_2814,"an kasedean i takesian i, tu pilrangaw mi muka pangasipa kan namalri."
Puyuma,katatelu,Puyuma_2838,auka ku i drenan melratudra dra dawa. an katatelu wariyan i uwaruma ku lra.
Puyuma,katengadraw,Puyuma_2843,uwa katengadraw kana itenutenuk na katengadrawan.
Puyuma,katengadrawan,Puyuma_2847,tremima dra sadru dra katengadrawan na sinsi.
Puyuma,kawkaw,Puyuma_2897,"tu katrebeaw tu dadikesan kana kawkaw aw, adri ku pakatremel. "
Puyuma,kemakawang,Puyuma_2946,kemakawang ku muka i takesian kana wawariwari.
Puyuma,kemasu,Puyuma_2968,"kalralritek na wari i, kemasu yu dra ketrebe dra kiruwan?"
Puyuma,kemedreng,Puyuma_2973,kemedreng dra walrak i Nuan. muka i karumaan agaremay.
Puyuma,kemerang,Puyuma_2977,kemerang dra ayam i bau na mainayan.
Puyuma,kemiyarami,Puyuma_3001,"puwaludus ta marengay i,  kemiyarami yu benabati."
Puyuma,kemuda,Puyuma_3006,kemuda lra tu kualengan kan taina? alrai lra !?
Puyuma,kemulitr,Puyuma_3008,peniya mi lra kemulitr kana buaw.
Puyuma,kemutrem,Puyuma_3021,kemutrem idri na wari. aru kaaudalr maku!
Puyuma,kibulas,Puyuma_3102,"murega ku pitaw aw, kibulas ku kaniyam tureanan."
Puyuma,kikadru,Puyuma_3115,"mikiyakarunan yu i Takaw i, kikadru lra kadru i!"
Puyuma,kilrengaw,Puyuma_3144,kilrengaw ta dratu ngai dra maaidrangan.
Puyuma,kilrengawi,Puyuma_3147,"an mararengay na sinsi i, kilrengawi paseket! inaba yu saigu."
Puyuma,kinalradraman,Puyuma_3172,"idri na trau i, saigu dra manay driya. sadru tu kinalradraman."
Puyuma,kinapadrangalan,Puyuma_3183,"idri na kakuwayanan i, a kinapadrangalan i drekalr."
Puyuma,kinatalrimayan,Puyuma_3192,"tu kinatalrimayan kantu maidrangan i, kurengaway lra miyalikudr."
Puyuma,kinikarunan,Puyuma_3212,"tu kinikarunan kan baelri i bakabak i, salaw bulay."
Puyuma,kinunguwayan,Puyuma_3228,"kinunguwayan ta driya pakalradram dra temuwamuwan aw, masikasik ta lra."
Puyuma,kirikirimu,Puyuma_3276,kirikrirmu an tremekel mu dra eraw! adri kalaliyay.
Puyuma,kiyakarunan,Puyuma_3363,meretra ku lra i takesian. maaya ku dra kiyakarunan garem.
Puyuma,kiyakarunan,Puyuma_3364,a kiyakuraw tu kiyakarunan kan namalri.
Puyuma,kiyakawi,Puyuma_3367,a kiyakawi tu kiyakarunan kan namalri na maranak.
Puyuma,kiyarungetr,Puyuma_3413,"tu bilinay ku dra puwaaselr kan nanalri i, ti kiyarungetr emapetr pataribelretreng."
Puyuma,kualeng,Puyuma_3475,paetreng ku lra kualeng aw adri kirungetr ku dradrek.
Puyuma,kualengan,Puyuma_3480,nantu kualengan kemay dra lralrak driya.
Puyuma,kuredikes,Puyuma_3549,"an kuredikes ta dra kiyakarunan i, ta patrengtrengay."
Puyuma,kurekakadaw,Puyuma_3556,adri kapaetreng kurekakadaw an kadenunan. an tu usabakay yu dra kadaw.
Puyuma,kurutung,Puyuma_3598,uwa kurutung dra nirumaenan kayu i bau!
Puyuma,kuwadakuda,Puyuma_3622,kuwadakuda muka i uma kikaruna an nana tu dapalr?
Puyuma,kuwadruwaw,Puyuma_3623,"ta kuwadruwaw lra kemasadru kiberay dra walru aw, kainanaba nay?"
Puyuma,kuwarabakan,Puyuma_3633,tu kuwarabakan kan Sigiw na maylralra garem. 
Puyuma,kuwarenangan,Puyuma_3640,a kuwarenangan tu pinakalrangan na inaba.
