corpus,file,s_id,n_quotation,n_ambiguous,n_transl,form_original,transl
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3164,0,1,1,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3211,1,2,1,"Palimo'otay ci Pawlo kitaanan, 'misafaeloh to harateng', samaan ko demak ita nga' matoor konini ?","保羅勸勉我們要“更新思想”,我們怎樣才能做到這一點?"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3212,0,2,1,"3 Mitadtaday ci Pawlo to kasasiroma 'no'adingoan a tamdaw' ato 'midoedoay to tireng a tamdaw,' padamaay konini kitanan cipinang to o maanan ko tatodong no no'adingoan a tamdaw.","3 使徒保羅說明瞭“屬靈的人”和“順應肉體的人”有什麼分別,這幫助我們明白做屬靈的人是什麼意思。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3220,0,1,1,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3227,0,2,1,"23 Kaemangay Tamdaw —Ka 'Padotoc Misa'icel, Milahecito Sakalidong Namo a Tayal'","23頁 年輕人要“不斷努力,完成使你們得救的工作”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3234,0,2,1,"Kaemangay Tamdaw —ka 'Padotoc Misa'icel, Milahecito Sakalidong Namo a Tayal'","年輕人要“不斷努力,完成使你們得救的工作”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3246,2,0,1,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","我們像耶和華一樣,衷心盼望別人接受真理而“活下去”。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3373,0,2,1,"Mihaenay, wa mikitini kita i cowa ko kalimlaan a demak 'mi'aca' to toki.","因此,我們需要從不重要的活動中“買”時間。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3403,0,1,1,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3487,0,1,1,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3527,0,1,1,"Cowa ko pilengo aca no Taneng 23:23 to mi'aca to so'linay kimad, pasowalayho to mami'aca kita to 'taneng, sapirikec, saka cipinang.'","箴言23:23除了提到買真理, 還說我們應該買“智慧、管教、悟性”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3636,0,3,1,Wa padotoc kita a mikilim to 'citatodongay milifok to tahada'ocay 'orip a tamdaw',我們會繼續尋找“秉性適宜得永生的人”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3686,2,0,1,"Saikor, wa milifok kita to miki'okan ni Yihofa kitaanan a ''odingaray a pasalat'.","最終,我們會享有耶和華承諾要給我們的“榮耀的自由”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3688,2,0,1,"Mikitini i sakayat no 'madimadiay inanengay a koli', wa samaan mahapinang ita to ciharatengay ci Yis to no'adingoan a pakayraan ita hani?",我們怎樣從“忠信睿智的奴隸”的指示看出耶穌關心我們的屬靈情況?
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3829,0,1,1,Sata'angay sa to ngiha ci Mosi a pasowal: ' Cima ko midopoay ci Yihofaan?,摩西大聲地說:“誰擁護耶和華?
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_3848,0,2,1,"O roma, masowalay ni Yihofa i Fangcalay Cudad ko Hongti Kitakit ni Misiya, somowalayho Cingra o mapasimalay Krisciyang iraay ko hatokel, tayra i kakarayan tahada'oc a ma'orip, o 'roma lopay'ay siri' wa itini i sera a Lakoing tahada'oc a ma'orip.","此外,耶和華在聖經提到了彌賽亞王國,也談到受膏基督徒有希望在天上享永生,而“另外的綿羊”則是有希望永遠生活在地上的樂園裡。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4023,0,2,1,"O roma, masowalay ni Yihofa i Fangcalay Cudad ko Hongti Kitakit ni Misiya, somowalayho Cingra o mapasimalay Krisciyang iraay ko hatokel, tayra i kakarayan tahada'oc a ma'orip, o 'roma lopay'ay siri' wa itini i sera a Lakoing tahada'oc a ma'orip.","此外,耶和華在聖經提到了彌賽亞王國,也談到受膏基督徒有希望在天上享永生,而“另外的綿羊”則是有希望永遠生活在地上的樂園裡。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4108,0,2,1,"Itiniay i saka cecay hahekalan, o roma tamdaw hano 'pa'aca' to so'linay kimad hani?","在1世紀,為什麼有些人“賣”掉真理?"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4139,0,1,1,Sanay ko ca'of ni Yis: 'Cowa ko noni hekal ko Hongti Kitakit ako.',耶穌回答說:“我的王國不屬於這個世界。”(
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4162,0,2,1,"O roma mihongyakan a Fangcalay Cudad, o 'cango'otay' mihongyakan to ""awaay ko kapo"", ""awaay ko epoc,"" ""cowa ko kalimelaan.""",有些聖經譯本將“貧乏”翻譯為“無用”、“無意義”、“乏用”。
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4181,0,1,1,Sanay ko ca'of ni Yis: 'Cowa ko noni hekal ko Hongti Kitakit ako.',耶穌回答說:“我的王國不屬於這個世界。”(
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4187,0,3,1,3 'Itini i saikoray lintad o pasangaray a si'ayawen a 'awaled' sanay ci Pawlo.,"3 保羅寫到,“最後的日子”會是個“難以應付的非常時期”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4208,0,1,1,"Itini Loma 15:5 somowalay to pairaen ko 'harateng ni Kristo Yis,' sanay .",羅馬書15:5也提到要有“基督耶穌的思想態度”。
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4211,0,2,1,"Itini Yohani 15:4-10 toni pina sinael, kinapinaay masowal ni Yis ko 'mararid' sanay a tilid, paihekal to kalimelaan ko mihadidiay.","在約翰福音15:4-10這短短的幾節經文中,耶穌多次用“時刻”一詞來強調忍耐的必要性。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4218,0,3,1,"Palimo'otay ci Yis to nisawawaan padama to tamdaw 'malo Krisciyang . . . , mipaino' cangranan,' sanay .","耶穌吩咐門徒要幫助人做基督徒,“給他們施浸”。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4227,0,1,1,"Saka 2 Korinto 3:17, sanay ko sowal, 'icowaay ko fangcalay saocor ni Yihofa, iraay ko pasalat itira.'","6 以耶和華的觀點看事情不表示我們不能有任何想法或意見,正如哥林多後書3:17說的:“耶和華的靈在哪裡,哪裡就有自由。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4232,0,1,1,"Taneng 3:11, 12 sanay : 'Wawaaw ako, aka mana'ay to sarikec ni Yihofa . . . samanen o kaolahan ni Yihofa a tamdaw mirikecan Ningra.'","箴言3:11,12說:“我兒啊,耶和華的管教你不可拒絕......因為耶和華責備他所愛的人。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4270,0,1,1,'Ayaw no somowal ci Yis to kilang no fadisoso'a sapatinako pasowalay to tarokos: 'Pafelien ako kamo to dipayal no mako.',耶穌在講葡萄樹的比喻前對使徒說:“我......把我的平安賜給你們。”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4275,0,3,1,"19 Pasowalan ni Yis ko nisawawaan: 'Ano micerid kamo midofdof to sowal ako, o so'linayto a nisawawaan ako. Wa mafana' kamo to so'linay kimad, wa pasalaten no so'linay kimad kamo .'","19 耶穌對門徒說:“你們時刻遵守我的話語,就真是我的門徒了。 你們會認識真理,真理會叫你們自由。”("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4392,1,1,1,"Pakayni i sowal ni Yihofa ato fangcalay saocor, ato misadakan iso a 'icel, wa nga'ay padama to wawa iso, ' ira ko taneng nga'ay malidong.'","通過耶和華的話語和聖靈,以及你付出的努力,能幫助你的孩子“有智慧可以得救”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4442,0,2,1,"O roma, masowalay ni Yihofa i Fangcalay Cudad ko Hongti Kitakit ni Misiya, somowalayho Cingra o mapasimalay Krisciyang iraay ko hatokel, tayra i kakarayan tahada'oc a ma'orip, o 'roma lopay'ay siri' wa itini i sera a Lakoing tahada'oc a ma'orip.","此外,耶和華在聖經提到了彌賽亞王國,也談到受膏基督徒有希望在天上享永生,而“另外的綿羊”則是有希望永遠生活在地上的樂園裡。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4477,0,1,1,"Taneng 3:11, 12 sanay: 'Wawaaw ako, aka mana'ay to sarikec ni Yihofa . . . samanen o kaolahan ni Yihofa a tamdaw mirikecan Ningra.'","箴言3:11,12說:“我兒啊,耶和華的管教你不可拒絕......因為耶和華責備他所愛的人。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4488,0,1,1,"So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: 'Nanay pahemeken no tamdaw kiso to nika citanengay kiso!'","即使別人沒有說出口,說不定他們很想對我們說:“願人贊賞你明白事理。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4495,0,1,1,21 'Nanay Pahemeken no Tamdaw Kiso to Nika Citanengay Kiso!',21頁 “願人贊賞你明白事理”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4883,0,3,1,3 ' Itini i saikoray lintad o pasangaray a si'ayawen a 'awaled' sanay ci Pawlo.,"3 保羅寫到,“最後的日子”會是個“難以應付的非常時期”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4907,0,1,1,"Itini Loma 15:5 somowalay to pairaen ko 'harateng ni Kristo Yis,' sanay.",羅馬書15:5也提到要有“基督耶穌的思想態度”。
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4912,0,2,1,"Itini Yohani 15:4-10 toni pina sinael, kinapinaay masowal ni Yis ko 'mararid' sanay a tilid, paihekal to kalimelaan ko mihadidiay.","在約翰福音15:4-10這短短的幾節經文中,耶穌多次用“時刻”一詞來強調忍耐的必要性。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4968,2,0,1,"Itini ta'angayay kaemingay a demak no ka'orip, o so'linay Krisciyang wa 'ka sasiso'lin ko sowal'.","在生活的大小事上,真基督徒會“彼此說真實的話”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4984,0,3,1,"4, 5. (1) Itini noka 'pica'edong to faelohay capeling,' mafana' a mirikec to harateng, hano o masaka limelaan hani?","甲)為什麼在“穿上新品格”的過程中,學習自律很重要?("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_4992,0,2,1,"O roma, masowalay ni Yihofa i Fangcalay Cudad ko Hongti Kitakit ni Misiya, somowalayho Cingra o mapasimalay Krisciyang iraay ko hatokel, tayra i kakarayan tahada'oc a ma'orip, o 'roma lopay'ay siri' wa itini i sera a Lakoing tahada'oc a ma'orip.","此外,耶和華在聖經提到了彌賽亞王國,也談到受膏基督徒有希望在天上享永生,而“另外的綿羊”則是有希望永遠生活在地上的樂園裡。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5068,0,4,1,"Ihekalay ci Malaki a mifana', oha 'mamangodo kita ci Yihofaan' ato 'miharateng' to ngangan Ningra.","瑪拉基明確地指出,我們必須“敬畏耶和華”和“思量”他的名字。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5099,1,1,1,Sanay ko ca'of ni Yis: ' Cowa ko noni hekal ko Hongti Kitakit ako.',耶穌回答說:“我的王國不屬於這個世界。”(
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5105,0,2,1,"Mihaenay, wa mikitini kita i cowa ko kalimlaan a demak 'mi'aca' to toki.","因此,我們需要從不重要的活動中“買”時間。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5133,0,1,1,'Ayaw no somowal ci Yis to kilang no fadisoso'a sapatinako pasowalay to tarokos: 'Pafelien ako kamo to dipayal no mako.',耶穌在講葡萄樹的比喻前對使徒說:“我......把我的平安賜給你們。”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5165,0,2,1,"Tahira i romi'ad ni Nowa, ' adihayay miedefay ko mari'angay a demak icowacowa.'","事實上,到了挪亞的日子,“暴行遍及全地”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5215,0,1,1,"Itiya , itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5245,0,2,1,"Wa falahen wa patayen ci Misiya, kawra wa miliyaw ma'orip cingra, malo 'ta'enengan a fakeloh no loma'.","彌賽亞會被棄絕和殺害,但接著他會復活,成為“屋頂的房角石”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5333,1,1,1,"So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: ' Nanay pahemeken no tamdaw kiso to nika citanengay kiso!'","即使別人沒有說出口,說不定他們很想對我們說:“願人贊賞你明白事理。”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5339,0,2,1,21 ' Nanay Pahemeken no Tamdaw Kiso to Nika Citanengay Kiso!',21頁 “願人贊賞你明白事理”
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5398,0,1,1,Sanay ko ca'of ni Yis: 'Cowa ko noni hekal ko Hongti Kitakit ako.',耶穌回答說:“我的王國不屬於這個世界。”(
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5448,0,2,1,"O roma, masowalay ni Yihofa i Fangcalay Cudad ko Hongti Kitakit ni Misiya, somowalayho Cingra o mapasimalay Krisciyang iraay ko hatokel, tayra i kakarayan tahada'oc a ma'orip, o 'roma lopay'ay siri' wa itini i sera a Lakoing tahada'oc a ma'orip.","此外,耶和華在聖經提到了彌賽亞王國,也談到受膏基督徒有希望在天上享永生,而“另外的綿羊”則是有希望永遠生活在地上的樂園裡。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5541,2,0,1,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","我們像耶和華一樣,衷心盼望別人接受真理而“活下去”。("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5602,0,3,1,"4 Sowal ni Yis ci Akoma Satan 'miliyangay to so'linay kimad , samanen awaay ko so'linay kimad ilaloma' ningra.'","4 耶穌說魔鬼撒但“沒有在真理中站穩,因為真理不在他裡面”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5608,0,1,1,"Cowa ko pilengo aca no Taneng 23:23 to mi'aca to so'linay kimad , pasowalayho to mami'aca kita to 'taneng, sapirikec, saka cipinang.'","箴言23:23除了提到買真理, 還說我們應該買“智慧、管教、悟性”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5629,0,3,1,"19 Pasowalan ni Yis ko nisawawaan: 'Ano micerid kamo midofdof to sowal ako, o so'linayto a nisawawaan ako. Wa mafana' kamo to so'linay kimad , wa pasalaten no so'linay kimad kamo.'","19 耶穌對門徒說:“你們時刻遵守我的話語,就真是我的門徒了。 你們會認識真理,真理會叫你們自由。”("
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5650,0,2,1,"Itiniay i saka cecay hahekalan, o roma tamdaw hano 'pa'aca' to so'linay kimad hani?","在1世紀,為什麼有些人“賣”掉真理?"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5674,0,2,1,"Itini Yohani 15:4-10 toni pina sinael, kinapinaay masowal ni Yis ko 'mararid' sanay a tilid, paihekal to kalimelaan ko mihadidiay.","在約翰福音15:4-10這短短的幾節經文中,耶穌多次用“時刻”一詞來強調忍耐的必要性。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5773,0,2,1,"23 Kaemangay Tamdaw —Ka 'Padotoc Misa'icel, Milahecito Sakalidong Namo a Tayal'","23頁 年輕人要“不斷努力,完成使你們得救的工作”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5786,2,0,1,"Itini ta'angayay kaemingay a demak no ka'orip, o so'linay Krisciyang wa 'ka sasiso'lin ko sowal'.","在生活的大小事上,真基督徒會“彼此說真實的話”。"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5817,0,2,1,"Kaemangay Tamdaw —ka 'Padotoc Misa'icel, Milahecito Sakalidong Namo a Tayal'","年輕人要“不斷努力,完成使你們得救的工作”"
Glosbe,Corpora/Glosbe/CodeAndDocs/work/reference_glosbe/amis_glosbe_traditional.xml,Amis_5850,0,1,1,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay .'","當時,他在耶路撒冷對猶太人的“官長、長老、抄經士”說:“拿撒勒人耶穌基督......你們把他掛在柱上,上帝卻使他從死裡復活了。”"
Safolu-Amis-Dictionary,Corpora/Safolu-Amis-Dictionary/XML/Amis/Safolu/amis_safolu_examples.xml,S00963,0,3,0,'Atekes ko 'aca nona riko'.,
Presidential_Apologies,Corpora/Presidential_Apologies/XML/Amis/Amis.xml,14,0,2,2,"Pakaynien ako i cecay a taneng no Yin- cu-min-cu, a pasowal to demak anini. I sowal no Tayal ""so'linay a demak"" sanay i, ""Balay"" han. ""kasasisolol"" sanay i ""Sbalay"" han, 'ayaw no ""Balay"" a tilid tongal han to ""s"" a tilid i, ""so'lin a demak"" ato ""kasasisolol"" a sowal i makakafitay sanay. Ano pahci^ han ko sowal i, so'linay a kasasisolol i, deng so'linen ko faloco' a masaso'ayaw ta malahci ko demak.","請容我用一個原住民族的智 慧，來說明今天的場合。在泰 雅族的語言裡，「真相」， 叫做 Balay。而「和解」叫做 Sbalay，也就是在 Balay 之前 加一個 S 的音。真相與和解， 其實是兩個相關的概念。換句 話說，真正的和解，只有透過 誠懇面對真相，才有可能達成。 || Please allow me to shed light on this occasion with a piece of indigenous wisdom. In the Atayal language, truth is called ""Balay"", and reconciliation is called ""Sbalay"", so you simply add an ""S"" sound to ""Balay"". Truth and reconciliation are in fact two related concepts. In other words, only by facing the truth sincerely can reconciliation be attained."
ePark,Corpora/ePark/XML/zu_yu_duan_wen_indigenous_language_essays/Amis/Malan_Amis.xml,87,0,2,2,"Mita'elif to kami toya paliwalay to koko', sowal sa koya tawki, ""O maan ko 'a'acaen iso? Ta'angayay a masoesoay ko koko' anini, tolo so'ot ko cecay a koko'.""","我們經過了肉攤，老闆說:＂你要買什麼?今天的雞又大又肥，一隻300元。＂ || We passed the meat stall, and the boss said, ""What do you want to buy? Today's chickens are big and fat, and one is 300 NTD."""
ePark,Corpora/ePark/XML/wen_hua_pian_cultural_section/Amis/Southern_Amis.xml,232,0,2,0,"nanu suwal nu matu'asay, anu makedal caay ka 'uradan, tayni ku vavahi nu niyaru' a miradum, a misalisin tu misa 'urad, u aayaw nu lisin, mililuc hen i tevung misadimel tu tireng,",
ePark,Corpora/ePark/XML/wen_hua_pian_cultural_section/Amis/Hengchun_Amis.xml,46,0,2,1,"Kitinika'amis i ho^po, tahila i katimol i Sofong a 'alo, ila ko Natawran, Pokpok, Lidaw, Cikasoan, o ta'anga'angayay a niyaro'.",主要部落有：荳蘭、薄薄、里漏、七腳川等；因位居泰雅族北勢群的南方，故相對稱為＂南勢阿美＂。
ePark,Corpora/ePark/XML/wen_hua_pian_cultural_section/Amis/Hengchun_Amis.xml,266,0,1,1,"sacaciyaw sa cingra 'o cima kona mamalitemoh no mako hokiya?' sa a mi sacaciyaw, so'elin sa malitemoh ningra ko widang ningra.""",他會喃喃自語：＂我會遇到誰呢？＂還真的遇見了他的朋友。＂
ePark,Corpora/ePark/XML/wen_hua_pian_cultural_section/Amis/Xiuguluan_Amis.xml,40,0,2,1,"O roma sato, o ""mami^"" han no 'amis ko ""karo'"" no Siwkolang, o ""kamoraw"" han no Pasawali ato Palidaw, o ""wirok"" han no Poskoay, o ""ceroh"" han no Cikasoan.",例如，＂柚子＂南勢阿美用mami^，秀姑巒及海岸阿美用karo’，馬蘭及恆春用kamoraw，玉里也區則用wirok，七腳川阿美用ceroh。
ePark,Corpora/ePark/XML/wen_hua_pian_cultural_section/Amis/Xiuguluan_Amis.xml,236,0,2,0,"Pakayni aniniay a 'orip o kalongoc to sakalecadaw no fafahian ato fa'inayan hananay i, paso'elin kita o kakahemekan no faifahi' ko matiniay a pakayraan.",
ePark,Corpora/ePark/XML/wen_hua_pian_cultural_section/Amis/Coastal_Amis.xml,28,0,3,1,"O no timolan a Pangcah, nai Hopo tahira i katimol i Rinahem a 'alo, ira ko Natawran, Pokpok, Lidaw, Cikaso'an ko tata'angay a niyaro', katimol no Tayan a matatapal ko paniyaro', saka no timolan han no cifenekay a pangangan.",南勢阿美群：北自新城鄉境的北浦，南至壽豐溪，主要部落有：主要部落有荳蘭、薄薄、里漏、七腳川等；因位居泰雅族北勢群的南方，故稱為＂南勢阿美＂。
ePark,Corpora/ePark/XML/wen_hua_pian_cultural_section/Amis/Coastal_Amis.xml,173,0,2,1,"Pasowal sa ko kalas, ano makera to ko kakedalan, sa'opoen no kakitaan ko maponengay a fafahiyan, mitatoy to pahpah no lengac tayra i 'alo malalesilesi', o ta todong nonini a sowal i, nawhani awaay to ko fa'inay, mato tatirengan makedal manikaw to salang.",耆老解釋：＂如果遇到乾旱，部落領袖會邀集寡婦拿着月桃葉子在溪流中相互潑水。＂涵義是：因為沒了老公，就像身體乾旱缺乏水源。
ePark,Corpora/ePark/XML/yue_du_shu_xie_pian_reading_writing/Amis/Hengchun_Amis.xml,128,0,2,1,"A'odo'odoc, la'afa'afas sanay ko nika 'orip anini i, paini ci Yis to saka nga'ay ita, sowal sa ""hatiyaen o misakoloay a tamdaw a misapo^ner ko faloco', nawhani, awaay ko maamaan aca a milongocan no misakoloay a tamdaw.",原來耶穌的意思告訴處於爭權奪利社會的今天，以上的事件告訴我們 ，誰是真正偉大的人，應該是＂謙諀的像佣人＂，因為佣人在社會中沒有 身份、沒有地位、沒有企圖…………，只有順服，默默的工作，無怨無悔 。
ePark,Corpora/ePark/XML/yue_du_shu_xie_pian_reading_writing/Amis/Xiuguluan_Amis.xml,154,0,4,1,"'A'odo'odot, 'a'afa'afas sanay ko nika 'orip anini i, paini ci Yis to saka nga'ay ita, sowal sa ""samatiyaen o koli a tamdaw a misapoener ko faloco', nawhani, awaay ko maamaan aca a nilongocan no koli a tamdaw.",原來耶穌的意思告訴處於爭權奪利社會的今天，以上的事件告訴我們，誰是真正偉大的人，應該是＂謙諀的像佣人＂，因為佣人在社會中沒有身份、沒有地位、沒有企圖......，
