source_locator,reader_page,example_label,target_text,translation,gloss_or_segmentation,method,confidence_review_note,included,exclusion_reason,final_xml_path,final_s_id
page-169,169,14-3b,’esi uru’urʉʉn tee cuma maku ’aramʉ tia vʉʉn kicaucaua maku.,我爸爸他們在肢解要分送給我親戚的肉。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0372
page-169,169,14-3c,"cau miana ’esiin páriku marʉkurakurapʉ ia, pangarʉ sua siarupaca ni mupana’ʉ.",以前的人若在追逐動物時，他們用來射的是矛。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and restored clause spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0373
page-170,170,14-4a,"miaa upitu takananga miaróvana, ’esi ku kumakʉnʉ.",昨天晚上七點的時候，我正在吃飯。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0374
page-170,170,14-4b,"miaa makacʉkʉna ’inia nanmarua ia, matirupangʉ cu nguani putukikio.",當年輕人抵達那邊的時候，他們已經完成工作了。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and restored clause spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0375
page-171,171,14-5a,"miaa koo pa ku iávatu ia, ’ace cu nguain.",我來之前，他已經走了。（注意：句中用否定句形式表達「之前」，也可翻為「我還沒有來的時候，他已經走了。」）,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and aligned translation recovered,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0376
page-171,171,14-5b,"miaa koo pa kasu koca’ánia ia, cʉ’ʉrʉo pa sinatʉ ísua.",你吃午餐之前，先看那本書吧！（注意：句中用否定句形式表達「之前」，也可翻為「你還沒吃午餐的時候，看那本書吧！」）,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and restored clause spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0377
page-171,171,14-6,"marivivini, ’apucanʉn cau tarukuka mákari taniarʉ.",最後，人類請雞與太陽商量。（節錄自附錄三：射日（94））,,Direct comparison against official page image and positioned text XML,Restored printed spacing punctuation and aligned translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0378
page-171,171,14-7,"niara kee tumatini na nguain tamna vuku, makásua cu, pui’i cu na tanasa.",他拿起來掛在他的腰帶，之後就回家了。（節錄自附錄三：射日（17）-（18））,,Direct comparison against official page image and positioned text XML,Restored printed clause boundaries punctuation and aligned translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0379
page-172,172,14-8,aranai ’inia cau mavuvuarʉ mataa marʉkurapʉ.,之後，人類與獸類便分開了。（節錄自附錄三：洪水（34））,,Direct comparison against official page image and positioned text XML,Restored printed spacing punctuation and aligned translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0380
page-172,172,14-9a,"noo ’unain vavuru tamna ’anuka ia, kamanʉnga vavuru tamna ringai.",如果有（看到）山豬的足跡，就要做山豬的陷阱。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0381
page-172,172,14-9b,"noo po’ucipi kasu canumu matárava cu musucikiciki, manasʉ ka’anʉ cu mamanʉng canumu ísua.",如果你把水煮到沸騰了，它可能就已經不好了。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0382
page-172,172,14-9c,"nimuringaiin ci ia, muaca cu taru’an ni.",如果陷阱已套中了，他們就會走去他們的工寮。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0383
page-173,173,14-10-sentence1,’apangʉrʉʉn kee nivanga móvua na nguain tamna kinvavara.,他把香蕉分半給他的兄弟姊妹。,,Direct comparison against official page image and positioned text XML,Split multi-sentence example into its first independently translated sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0384
page-173,173,14-10-sentence2,"nokaniin vʉʉn ia, manasʉ tia móravu nguain tamna kinvavara.",假如不分的話，或許兄弟姐妹會肚子餓。,,Direct comparison against official page image and positioned text XML,Split multi-sentence example into its second independently translated conditional sentence,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0385
page-173,173,14-11a,"’urunómani kamu pa’ici, noo kasisi Mikongu?",在米貢祭的時候，你們（究竟）用什麼酒？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0386
page-173,173,14-11b,"noo makacʉkʉna kita ’inia ia, makacang kita putukikio.",我們抵達那裡之後，我們立即工作。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0387
page-173,173,14-12a,"ucaniava ’umu’ʉcanʉin ia, ka’anʉ cu ku tavara’ʉ iávatu.",如果下雨，我就不能來。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0388
page-174,174,14-12b,"noo ’umu’ʉcanʉin ia, ka’anʉ cu ku tavara’ʉ iávatu.",如果下雨，我就不能來。,,Direct comparison against official page image and positioned text XML,Recovered cross-page alternative conditional marker example and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0389
page-174,174,14-13a,"vanai sii ’umu’ʉcanʉ macaru cacanʉ, nimusucaru ku.",因下雨路滑，所以我滑倒了。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0390
page-174,174,14-13b,"te ku mara nivanga, sii matavi’isi nivanga.",我要拿香蕉，因為香蕉很甜。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0391
page-174,174,14-13c,"kasakʉnoo tanuku, sii noo matapari’iin ia, ’akia cu sirupaca mita.",要珍惜水瓢，因為如果掉下去了，我們就沒有得用。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and nested clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0392
page-175,175,14-13d,"vanai tia ’apacangcangarʉʉn ’aree, paracani mataa ’utori Piori.",為了讓’aree開心，Piori唱歌又跳舞。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0393
page-175,175,14-14,patimanʉngoo musʉ’ʉ vántuku musu; masii ka’anʉ ko’uʉn cau.,把你的錢放好，別人才不會偷走。,,Direct comparison against official page image and positioned text XML,Restored printed spacing punctuation and retained complete translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0394
page-175,175,14-15,"maraa taningninga sua tapaicaa Nancʉsiensii tamna cunumu, ímua maraa mu’iarʉ muca canumu nesi.",楠梓仙溪的水所經之處較為平坦，所以這裡的水流較緩慢。（節錄自附錄三：楠梓仙溪的故事（18））,,Direct comparison against official page image and positioned text XML,Restored complete line-wrapped sentence clause boundaries and aligned translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0395
page-176,176,14-16a,"’apaco’e ka’anʉ cu tavara’ʉ cumacʉ’ʉra tamu nanakʉ maku, nakai ka’anʉ naturu tʉkʉ in.",我的祖母雖然眼睛無法看了，但她沒有耳聾。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0396
page-176,176,14-16b-no-apacoe,"makai naturu sua manu ísua, nakai tumatimana kari.",那個小孩好像笨笨的，但是很聽話。,,Direct comparison against official page image and positioned text XML,Split optional parenthetical concessive marker into variant without ’apaco’e,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0397
page-176,176,14-16b-with-apacoe,"’apaco’e makai naturu sua manu ísua, nakai tumatimana kari.",那個小孩好像笨笨的，但是很聽話。,,Direct comparison against official page image and positioned text XML,Split optional parenthetical concessive marker into variant with ’apaco’e,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0398
page-176,176,14-17,"nakai sii tinituruʉn cu kee cau, nimu’uru’uru arávari na ka’anʉ ’apitarʉ to’unaa.",但是族人因已獲得通報，提早移至不危險的地方。（節錄自附錄三：楠梓仙溪的故事（48））,,Direct comparison against official page image and positioned text XML,Restored complete line-wrapped sentence spacing punctuation and aligned translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0399
page-177,177,15-1a,aratʉkʉnʉ Pani mataa Na’u.,Pani和Na’u分開（離婚）了。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0400
page-177,177,15-1b,"arʉʉn cu tapi mataa tuku, muca ci kia tanasa.",拿著背簍和小鋤頭，我就走去家裡。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0401
page-177,177,15-1c,"sua ’angai mataa Kuatʉ ia, kinvavara.",’angai和Kuatʉ是手足。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0402
page-178,178,15-1d,tavara’ʉ kasu kumakʉnʉ siaritungu mataa mamíriki mataa mamíriki nikuncu.,你可以吃木瓜、李子和水蜜桃。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0403
page-178,178,15-2a-no-sua,"Savoo mataa Rangui tamna mamanu ia, Kanakanavu tamna mamanʉng nanmarua.",Savoo和Rangui的孩子是優秀的卡那卡那富青年。,,Direct comparison against official page image and positioned text XML,Machine heading replaced and optional subject marker split into variant without sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0404
page-178,178,15-2a-with-sua,"sua Savoo mataa Rangui tamna mamanu ia, Kanakanavu tamna mamanʉng nanmarua.",Savoo和Rangui的孩子是優秀的卡那卡那富青年。,,Direct comparison against official page image and positioned text XML,Optional subject marker split into variant with sua,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0405
page-178,178,15-2b,’una nguain tamna masinang mataa ta’ʉrʉm tikuru.,他有紅色和黑色的衣服。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0406
page-178,178,15-3a,"vanai tia ’apacangcangarʉʉn ’aree, paracani mataa ’utori Piori.",為了讓’aree開心，Piori唱歌又跳舞。,,Direct comparison against official page image and positioned text XML,Restored printed clause spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0407
page-179,179,15-3b,marʉngʉcai mataa mintasʉ cau isi.,這個人很高又很壯。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0408
page-179,179,15-3c,tavara’ʉ ku masiKanakanavu mataa kamanʉngʉ tapi Kanakanavu.,我會說卡那卡那富語和做卡那卡那富的背簍。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0409
page-179,179,15-4a,"miaa campe kim ’arupara mataa Miciko ia, ka’anʉ ku tavara’ʉ tupuru na tanasa.",在我剛剛和Miciko結婚的時候，我無法在家裡坐著。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0410
page-179,179,15-4b,"sua Pori ia, arakukunu mataa nguain tamna tamtitu si’icʉpʉ.",Pori和他的小狗一起睡覺。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0411
page-179,179,15-4c,aranai ’inia cau mavuvuarʉ mataa marʉkurapʉ.,之後，人類與獸類便分開了。（節錄自附錄三：洪水（34））,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0412
page-180,180,15-4d,’esi sumasima’ʉ mataa vutúkuru tatia.,（年輕女子）正與大魚嬉戲。（節錄自附錄三：楠梓仙溪的故事（25））,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0413
page-180,180,15-5a,"sii ’akia cau tarakanangʉ nanakʉ ísua, ’una kesoni ’inia niaranai nanu mataa monoon nanu misee?",因族人無一認識該女子者，有人問她從何方來和住哪裡。（節錄自附錄三：楠梓仙溪的故事（26））,,Direct comparison against official page image and positioned text XML,Machine heading replaced by complete line-wrapped sentence and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0414
page-180,180,15-5b,"te nguain matuapuru, tia po’ucipi kʉna, mataa te pa mácina.",他要生火，要煮東西，還要梳洗。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0415
page-181,181,15-6,"mataa paira noo karanana cau tumatúturu ’ʉna ia, karanana kangvang kari in.",而且會常因不同的講述人而有不同的說法。（節錄自附錄三：楠梓仙溪的故事（11））,,Direct comparison against official page image and positioned text XML,Restored printed spacing punctuation and replaced prose translation with aligned source translation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0416
page-181,181,15-7a,"noo tatia cu ’avia mataa Pori ia, manasʉ tia tuRa’ani, ’avia kara saa Pori?",如果’avia跟Pori長大後，很可能會成為領導，是’avia呢或是Pori呢？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0417
page-181,181,15-7b,’una nguain tamna masinang saa ta’ʉrʉm tikuru?,他有紅色還是黑色的衣服？,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0418
page-181,181,15-7c,’una nguain tamna tikuru masinang saa ta’ʉrʉm?,他有紅色還是黑色的衣服？,,Direct comparison against official page image and positioned text XML,Recovered printed order variant omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0419
page-182,182,15-7d,manasʉ Savoo tamna manu saa Rangui tamna manu tia tura’ani.,也許是Savoo的小孩子或者Rangui的小孩要當頭目。,,Direct comparison against official page image and positioned text XML,Recovered cross-page subexample omitted by machine candidate and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0420
page-182,182,15-7e,"tia kara ku tavara’ʉ kumakʉnʉ siaritungu, mamíriki, saa mamíriki nikuncu?",我可不可以吃木瓜、李子或水蜜桃？,,Direct comparison against official page image and positioned text XML,Recovered cross-page multi-item coordination subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0421
page-182,182,15-8a,tavara’ʉ kasu mukʉrʉ tarimu nukai tuku ti’ingai múkusa ’umó’uma.,你可以拿著大鋤頭或小鋤頭到田裡。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0422
page-182,182,15-8b,maramaan kasu tikuru masinang nukai tikuru ta’ʉrʉm.,你選看看紅色衣服或者黑色衣服。,,Direct comparison against official page image and positioned text XML,Recovered printed subexample omitted by machine candidate,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0423
page-183,183,15-9a,"vanai tia ’apacangcangarʉʉn Pi’i, tia paracani Pani nukai ’utori.",為了讓Pi’i開心，Pani要唱歌或者跳舞。,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0424
page-183,183,15-9b,"vanai tia ’apacangcangarʉ Pi’i, tia paracani Pani saa ’utori?",為了讓Pi’i開心，Pani要唱歌或者跳舞？,,Direct comparison against official page image and positioned text XML,Recovered printed interrogative connector variant and clause spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0425
page-183,183,15-10,Pani masini marʉngʉcai kara nukai manʉkʉpai?,Pani現在是高或者矮呢？,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0426
page-183,183,15-11a,tia kara kasu mu’uru’uru komumuarʉ nukai tia mu’uru’uru marʉmʉcʉ?,你要先吃點心或者先洗澡？,,Direct comparison against official page image and positioned text XML,Machine heading replaced by printed subexample and spacing restored,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0427
page-183,183,15-11b-sentence1,"tavara’ʉʉn kee kavangvang putukikio, po’ucipi ’uru, matuapuru, nukai mucanumu.",他煮飯、生火或者汲水的工作都能做。,,Direct comparison against official page image and positioned text XML,Split multi-sentence example into its independently translated statement,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0428
page-183,183,15-11b-sentence2,miseni ka’anʉ putukikio?,為什麼不做？,,Direct comparison against official page image and positioned text XML,Split multi-sentence example into its independently translated question,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0429
page-184,184,15-12,’angai kara sua tia maramʉ nonoman nukai Vanau tia maramʉ nonoman?,是’angai要撿東西，還是Vanau要撿？,,Direct comparison against official page image and positioned text XML,Restored printed spacing and punctuation,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0430
page-184,184,15-13a-saa,maraa ta’uici ’angai saa na Pani.,’angai比Pani瘦。,,Direct comparison against official page image and positioned text XML,Split printed slash alternative into saa comparison variant,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0431
page-184,184,15-13a-sua,maraa ta’uici ’angai sua na Pani.,’angai比Pani瘦。,,Direct comparison against official page image and positioned text XML,Split printed slash alternative into sua comparison variant,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0432
page-184,184,15-13b-saa,maraa mamanʉng kumakʉnʉ macu’u karu saa kumakʉnʉ ’aramʉ.,吃水果比吃肉好。,,Direct comparison against official page image and positioned text XML,Split printed slash alternative into saa comparison variant and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0433
page-184,184,15-13b-sua,maraa mamanʉng kumakʉnʉ macu’u karu sua kumakʉnʉ ’aramʉ.,吃水果比吃肉好。,,Direct comparison against official page image and positioned text XML,Split printed slash alternative into sua comparison variant and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0434
page-184,184,15-13c-saa,maraa ’itúmuru nikʉna maku saa nikʉna musu.,我吃的比你多。,,Direct comparison against official page image and positioned text XML,Split printed slash alternative into saa comparison variant and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0435
page-184,184,15-13c-sua,maraa ’itúmuru nikʉna maku sua nikʉna musu.,我吃的比你多。,,Direct comparison against official page image and positioned text XML,Split printed slash alternative into sua comparison variant and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0436
page-187,187,appendix1-period,sua tanasʉn maku ia ’esi Namásia.,我的故鄉在那瑪夏。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete translated period example and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0437
page-187,187,appendix1-comma-1a,"Mu’u, Pa’ʉ mataa Kuatʉ tia múkusa ’umó’uma marivina’ʉ.",Mu’u、Pa’ʉ跟Kuatʉ要去田裡收割小米。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete translated coordinate-list example and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0438
page-187,187,appendix1-comma-1b-question,neni tamna tikuru isa?,那些東西是誰的？,,Direct comparison against official punctuation appendix page image and positioned text XML,Split appendix dialogue into independently translated question,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0439
page-187,187,appendix1-comma-1b-answer,"’una tamna tikuru, ’avia tamna sapániri mataa ’apu’u tamna kapaang sinatʉ.",是’una的衣服、’avia的鞋子和’apu’u的書包。,,Direct comparison against official punctuation appendix page image and positioned text XML,Split appendix dialogue into independently translated answer and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0440
page-187,187,appendix1-colon,"makasi cuma maku, “’akuni múkusa ’inia!”",我爸爸說：「不要去那裡！」。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete direct-quotation punctuation example and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0441
page-187,187,appendix1-comma-3a,"sua isi ia tanʉkʉ, sua isa ia tammi.",這是芋頭，那是甘藷。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete translated clause-separation example,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0442
page-187,187,appendix1-comma-3b,"’esi makananguru ’akori, ’esi sumasapuarʉ sua ’angai, ’esi si’icʉpʉ na vatu sua ’upa.",’akori在游泳，’angai在射魚，’upa在石頭上睡覺。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete multi-clause punctuation example and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0443
page-187,187,appendix1-comma-4a,sua Saupu ia Kai tamna cuma.,Saupu是Kai的爸爸。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete topic-marker example without comma,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0444
page-187,187,appendix1-comma-4b,"tuku maku ísua ia siniruvai Kini, koo pa nguain ’ai’i ’ikua.",我那把鋤頭啊，Kini借走了，他還沒拿來還我。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete topic-marker example without following comma and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0445
page-187,187,appendix1-comma-4c,"tuku maku ísua ia, siniruvai Kini, koo pa nguain ’ai’i ’ikua.",我那把鋤頭啊，Kini借走了，他還沒拿來還。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete topic-marker example with following comma and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0446
page-188,188,appendix1-semicolon-1a,patimanʉngoo musʉ’ʉ vántuku musu; tia ko’uʉn cau.,把你的錢放好；別人會偷。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete translated semicolon example and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0447
page-188,188,appendix1-semicolon-1b,patimanʉngʉo musʉ’ʉ vántuku musu; masii ka’anʉ ko’uʉn cau.,把你的錢放好，別人才不會偷走。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete translated semicolon example and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0448
page-188,188,appendix1-semicolon-1c,’itúmuru Kiua tamna vántuku; na’ángici pa nguain.,Kiua很多錢；他還是很吝嗇。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete translated contrast example,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0449
page-188,188,appendix1-semicolon-1d,’itúmuru Kiua tamna vántuku; nakai na’ángici pa nguain.,Kiua很多錢，但他還是很吝嗇。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete translated contrast example,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0450
page-188,188,appendix1-semicolon-1e,’itúmuru na cakʉran isi vutúkuru; ka’anʉ tarasangai na sikara vatu takuvarívari kumakʉnʉ kunamʉ.,這條河有很多魚；魚兒在河裡的石頭上不停地翻滾著啃食川苔。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete translated semicolon example and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0451
page-188,188,appendix1-semicolon-1f,"’itúmuru na cakʉran isi vutúkuru, ímua ka’anʉ tarasangai na sikara vatu takuvarívari kumakʉnʉ kunamʉ.",這條河有很多魚，所以魚兒在河裡的石頭上不停地翻滾著啃食川苔。,,Direct comparison against official punctuation appendix page image and positioned text XML,Retained complete translated causal example and restored spacing,yes,,XML/Kanakanavu/Song_2018_Kanakanavu_Grammar.xml,song-2018-kanakanavu-S0452
