source_locator,reader_page,example_label,target_candidate,translation_candidate,method,review_status,review_note
page-229,229,48,makacang na-Parumaci pakíturu,naParumaci立刻答應。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-229,229,49,’ace=cu mu-canumu,（他就）去挑水。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-229,229,50,"miaa mu-canumu nguain ia, ni-ara kʉkʉnangʉ=in nguain tamna kakicu",當他離去的時候，他的同伴拿起他的背袋。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-229,229,51,putuvʉrʉkʉ c<um>a-cʉ’ʉra neni ’esi tisikara=in?,打開來看，裡面究竟有些什麼？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-230,230,52,"’una=kani vuru, rupacʉ, mataa vava tutui",有箭矢、弓和豬肋骨。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-230,230,53,"taku-tavara’ʉ na-Parumaci, koo ara-kuracʉ meesua",naParumaci獲知（此事），當場並沒有生氣。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-230,230,54,"nakai miaa pui’i=cu tanasa ia, tuturu-ʉn=kee nguain tamna cina",只是回家的時候告訴了媽媽。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-230,230,55,"pasi-ʉn cina=in, “’akuni aka cʉpʉngʉ! manmaan kavangvang kʉkʉnang=musu arakukunu kasua uranʉ-o nguani ’uma’anupu noo ’una=in íkasu tamna ni-aracakan-a ia, sovungu-o na kin-cau-cau-a�”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-231,231,56,ni-mararupang=cu na-Parumaci,naParumaci成年了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-231,231,57,takacicini kamanʉngʉ rupacʉ tatia,自己製作了很大的弓箭。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-231,231,58,"pasi-ʉn cina=in, “tia naumani=musu tatia rupacʉ isi?”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-232,232,59,"marívari naParumaci, “te=maku pana’ʉ-ʉn u-cani taniarʉ�”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-232,232,60,"makasi cina=in, “’ap-maica kʉcʉ cʉpʉngʉ=musu!”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-232,232,61,"aranai meesua, ma-ti’arangʉ=cu nguani marínguna karu mataa ’uringi",從那時開始，他們準備了乾柴和芒草莖。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-232,232,62,kamanʉngʉ=pa ma-casʉ tarisi,還製作了很長的繩索。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-232,232,63,"matárava=cu taniara, pasi-ʉn=kee cina=in, “te=cu=ku m-uca�”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-232,232,64,kiri-ʉn=kee tarisi na ’ucu tanasa,他把繩子拴在家裡的柱子。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-232,232,65,m-ari-sʉ’ʉrʉ m-ukusa na tia ta-tu-ukusa=in,拉到他要去的地方。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-233,233,66,aracan=cu na ta-ararakau-a taniarʉ,已經很接近太陽了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-233,233,67,moon=cu ’inia m-arítarʉ,就在那裡等待著。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-233,233,68,"meesua=kani ia, ’una tacini sarunai ni-kipapa na-Parumaci",據說，當時有一位男士跟隨naParumaci前往。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-233,233,69,"pasi-ʉn=kee rʉ’ʉvʉ=in, “noo mu-pana’ʉ=ku taniarʉ ia, te=kita makacang musu-tavʉrʉ na canumu�”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-233,233,70,ararakau=cu sua taniarʉ,太陽出現了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-233,233,71,urungu-ʉn nguani tamna takusini cumai,他們脫下熊皮披風。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-233,233,72,’urúpaca=cu nguain tamna rupacʉ mu-pana’ʉ na taniarʉ,就用他的大弓箭射向太陽。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-234,234,73,musu-cʉkúcʉkʉ na taniarʉ vuru,箭矢插進了太陽。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-234,234,74,musu-tavʉrʉ=cu nguani na canumu,他們入水浸泡。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-234,234,75,"koo pakisapatʉ sua rʉ’ʉvʉ=in, ni-punai taniarʉ tamna nimúru’u",不過他的同伴沒趕得及，被太陽的血噴到了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-234,234,76,"macici curu, ma-macai ’inia",真的太熱，當場死去。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-234,234,77,ni-ara-surumu ara-pitʉ’ʉ ’ʉnai mamane,大地突然變暗。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-234,234,78,mati<sap >sapʉ naParumaci m-ukʉrʉ tarisi pui’i na tanasa,naParumaci握著繩子摸索回家。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-234,234,79,mama’ari sii masíraru ni-ma-ti’arangʉ=cu cina=in marínguna karu mataa ’uringi,幸好他媽媽原先已備妥了乾柴和芒草莖。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-234,234,80,matuapuru sua cina=in,他媽媽點燃火。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-235,235,81,tavara’ʉ=cu naParumaci ’ap-maica sinangʉ ísua ma-kacʉkʉna tanasa,naParumaci可以靠著那個光線抵達家裡。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-235,235,82,"miaa koo=pa pana’ʉ-ʉn taniarʉ ia, u-rucin taniarʉ meesua",當太陽還沒有被射下的時候，那時有兩個太陽。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-236,236,83,muru’inasʉ cau sii ma-ciasʉ kavangvang mamane,世間因都是白晝，人類受苦。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-236,236,84,"masini ni-pana’ʉ-a u-cani taniarʉ, ma’icʉpʉ u-cani taniarʉ ara-pi-piningi",現在一個太陽被射了，（另）一個太陽（也）懼怕出來。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-236,236,85,’akia=cu ciasʉ,沒有了亮光。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-236,236,86,mapitʉ’ʉ kavangvang,全部都是黑暗。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-236,236,87,miaranau makásua,如此一段時間。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-236,236,88,"miaa campe ia, mama’ari=pa sii ’una=pa karu, to’umangʉ, ranʉngʉ, cʉn tavara’ʉ-ʉn=pa rumarʉ-ʉn m-ara sinangʉ",燒，獲得光源。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-236,236,89,"miaranau taniara, ’akia=cu cucumeni tavara’ʉ-ʉn rumarʉ-ʉn",過了一段時日，沒有其他可供燃燒了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-237,237,90,"kavangvang ’ucu tanasa, ’aruvu rumarʉ-ʉn=cu kangvang",家裡的柱子、屋頂也全部燒掉了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-237,237,91,mata<cuvu>cuvungu cau mataa marʉkurapʉ kaisisi,人類和所有的動物聚集起來祭拜。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-237,237,92,tia ’apa-ara-piningi taniarʉ,想請太陽出來。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-237,237,93,ka’anʉ pakíturu taniarʉ ara-pi-piningi,太陽仍然不願意出現。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-237,237,94,"marivivini, ’apu-ucanʉ-ʉn cau tarukuka ma-kari taniarʉ",最後，人類請雞與太陽商量。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-237,237,95,"tuturu-ʉn=kani tarukuka sua taniarʉ, ka’anʉ=cu cau tia mi-aka-aka ’inia",雞跟太陽說，人類不會再傷害他（太陽）了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-237,237,96,potucucuru kari=in taniarʉ,,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-238,238,97,"totasiarʉ noo umoni tarukuka ia, ara-pi-piningi=cu taniarʉ",每當晨間雞鳴的時候，太陽就出現。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-238,238,98,koo ma-macai sua ni-pana’ʉ-a taniarʉ,被射殺的太陽並沒有死亡。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-238,238,99,"nakai ni-miaranau musucara’ʉ, ka’anʉ=cu murúngarʉ nguain tamna sinangʉ",但是流血過久，它的光源不再強烈。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-238,238,100,"masini sua cʉ’ʉra-a=mita vuanʉ ia, nguai sua ni-pana’ʉ-a miana taniarʉ",現在我們所看到的月亮，就是當時被射殺的太陽。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-240,240,1,ni-iávatu u-cani vʉrʉnga tatia,來了一條大鰻魚。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-240,240,2,kurisivatʉ na cakʉran,倒臥在河流上。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-240,240,3,t<um>ʉpʉ cakʉran,堵住了河流。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-240,240,4,ara-tumuru=cu canumu,使水滿出來了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-240,240,5,<um>anguru cau,人們逃走。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-240,240,6,"mu-’uru-’uru m-ukusa maraa ti’ingai cimʉrʉ, nakai iávatu=pa canumu mari-punarʉ ’inia",先往比較低的山，但是水還是沖平了那裡。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-240,240,7,m-ucanʉ cau arávari na cucumeni cimʉrʉ tatia,人們再逃往別處較高的山。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-240,240,8,mu’una=cu ’inia cau,人類就在那裡。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-240,240,9,maunangʉ38 ara<ku>kunu mataa marʉ<kura>kurapʉ,與獸類一起安然的相處。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Removed footnote marker and normalized interlinear segmentation to surface form
page-241,241,10,"ka’anʉ tavara’ʉ po’ucipi kʉnʉ-a, sii ’akia ’apuru",因為沒有火，無法煮東西吃。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-241,241,11,muru’inasʉ cau,人們非常困苦。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-241,241,12,mata<cuvu>cuvungu ma-kari-kari neni tia ’apa-ara-ʉn ’apuru,聚在一起討論誰可以去取火種。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-241,241,13,"miaasua=kani ia, ’inmámia to’urung pakíturu tia=kani m-ara ’apuru",據說當時只有山羌願意前往取火種。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-241,241,14,kipátʉsʉ nguain makananguru m-ucanʉ m-ukusa Tanungu’incu,牠努力地游往玉山（Tanungu’incu）的方向。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-241,241,15,ni-kiri=kee ’apuru na u’ungu=in,把火種綁在頭角上。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-241,241,16,makananguru=kani pui’i,游回來。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-242,242,17,musu-tavʉrʉ u’ungu=in,牠的角被水浸泡了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-242,242,18,ma’ʉpʉ kangvang ni-ara=kee ’apuru,所取回的火種也熄滅。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-242,242,19,arapepe=cu pui’i,空手而返。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-242,242,20,ma-ka-’ʉna cau ma-kari-kari,人們再度討論。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-242,242,21,te=cu makananu!,要怎麼辦啊！,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-242,242,22,"marivivini=cu tapinange urunai makasi, “iku kʉcʉ m-ingane m-ukusa sipara m-ara’apuru!”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-242,242,23,ni-ara’isi=kee ’apuru <um>avici m-ingane pui’i,牠啣著火種飛回來。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-242,242,24,"sii ni-miaranau r<um>a-ra’isi ’apuru, ni-mitavu ivici=in masinang=cu",因為牠咬火種太久了，嘴巴被燙到而變紅了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-243,243,25,ni-ara-masinang=cu matárava masini,直到現在還是紅色的。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-243,243,26,"ma-cangcangarʉ cau sosomanpe ’inia, ímua ka’anʉ=kita t<um>a-tinara’ʉ tapinange ísua, mataa noo kaisisi, nukai ’una ka-cangcangarʉ-a cau arakukunu ia, tia paracani sosomanpe tapinange urunai",逢到有祭典或高興的事情，聚在一起的時候要唱感謝牠的歌。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-244,244,27,’una=cu ’apuru,有火了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-244,244,28,"aranai=cu ’inia po’ucipi=cu kʉnʉ-a, nakai ’esi=pa ’inia míri’i canumu",從此人們可以煮東西了，但是那洪水還在那裡。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-244,244,29,ma-kari-kari=pa cau mataa marʉkurapʉ,人與獸類一起討論。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-244,244,30,"marívari vavuru, “m-ucanʉ=ku ’inia miapacai vʉrʉnga ’apa-kʉnʉ-o-’e ma-manu=maku ni-mukʉ-a=mu, sii te=ku kipapa vʉrʉnga m-a’acunu�”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-244,244,31,aranai miaasua ara-’akia=cu canumu,從那時，洪水就沒有了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-244,244,32,"makásua=cu, aranai ’inia ’una=cu ra-vatu-vatu-a, ’una vanuka, ’una marʉngʉcai ’ʉnai, sii ni-mivaru ’ʉnai",地，因為大地被（水）攪和過。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-245,245,33,ni-ara-nakarʉ=cu sua canumu,河流的水乾涸了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-245,245,34,aranai ’inia cau mavuvuarʉ mataa marʉkurapʉ,之後，人類與獸類便分開了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-245,245,35,"ma-kari-kari kavangvang, “cau sua ikim marʉkurapʉ=kamu�”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-245,245,36,"ma-kari-kari marʉ<kura>kurapʉ, “mari-aka=kim marisauvu kamua ka’anʉ=kim tia arakukunu kamua c<um>a-cʉvʉrʉ�”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-245,245,37,"makasi cau, “’apaco’e te=kamu pana’ʉ-ʉn�”",,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation recovered from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-245,245,38,"aranai miaasua, ma’icʉpʉ=cu marʉkurapʉ c<um>a-cʉ’ʉra cau, sii te=cu pana’ʉ-ʉn cau",從那時起獸類懼怕看到人，因人類會射殺牠們。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-246,246,39,"sua cau ia, arávari m-ukusa ’ʉnai Nacʉnga.",人們遷移到Nacʉnga之地。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-246,246,40,moon=cu ’inia ka-’umó’uma,在那裡開墾闢地。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-247,247,41,ma-cangcangarʉ=cu cau ’una kʉnʉ-a,人們非常快樂有充足的食物。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-247,247,42,"miaasua ia, ’apaco’e ma-kangʉcʉ ni-mʉkʉ-a cau, nakai musutanpʉ kʉnʉ-a",當時雖然只種植少量的農作，但是足夠食用。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-247,247,43,makaan ka-’umó’uma mu-mʉkʉ,種一次田。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-247,247,44,"ka’anʉ ko-vangvangʉ-ʉn ucani cenana, mataa ka’anʉ=pa cau mu-sukʉmʉ",一年也吃不完，還有當時的人類還不會生病。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-247,247,45,miaranau cau moon na Nacʉnga,人們在Nacʉnga待了很久。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-247,247,46,ni-ara-kacaua cau,人變多了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-247,247,47,mamʉmʉkʉ ’akia=cu tia ta-kamanʉng-a ‘umó’uma,憂心沒有地方可耕作了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-247,247,48,’una cau aranai ’inia arávari na Na’usurana,有人從那裡（Nacʉnga）遷移到Na’usurana之地。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-248,248,49,ka-’umó’uma ma-kangʉcʉ,只開闢少量的田園。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-248,248,50,kipapa ’inia tacau=in ni-pívura,跟隨去的狗懷孕了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-248,248,51,ni-moon ’inia ka-manu-manu,在那裡生了（狗）小孩。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-248,248,52,"te=pa=kani pui’i Nacʉnga, sii ’esi=pa ’inia kʉnʉ-a=ni, nakai iávatu cina tamtitu <um>avici manu=in pui’i na Na’usurana",狗的媽媽來把他的小孩帶去Na’usurana。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Chinese translation completed from official page image; normalized interlinear segmentation to printed narrative surface sentence
page-248,248,53,makásua=cu a’unu-ʉn=cu cau kʉnʉ-a=ni pa-arivivini-ʉn tacau=in arávari na Na’usurana,之後，人們就背著他們的食物跟著他們的狗遷移到Na’usurana。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-248,248,54,mu’una ’inia kamanʉngʉ tanasa=ni,待在那裡蓋他們的住家。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-248,248,55,aranai ’inia iávatu=cu cau cucumeni,之後其他人也跟來了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-249,249,56,kavangvang mu’una=cu ’inia miaranau ka-’umó’uma,所有的人都在那裡耕作很久。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-249,249,57,aranai ’inia ara-kacaua=cu cau,自此人就變多了。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-251,251,1,Namásia kisa-ʉn ’ʉnai tanasʉn Kanakanavu,卡那卡那富族的部落地名稱為那瑪夏。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-251,251,2,"sua nganai isi ia, ni-aranai u-peni kusai41 mʉna cenana miana",這個名稱是來自於數百年之前。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Removed footnote marker and normalized interlinear segmentation to surface form
page-252,252,3,ni-pata-nganai cau Kanakanavu cakʉran nesi,（這個名稱是）卡那卡那富族人為此地的溪流所命名的。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-252,252,4,"’esi masini tamna ni-ari-tapasʉ-a ’ʉnai ia, ’una ni-arupaca Nakasayana tamna sinatʉ “Nancʉsiensii” kisa-ʉn",在現代的地圖裡，這個溪流用中文標示為「楠梓仙溪」。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-252,252,5,"nganai isi ia, manasʉ ni-aranai kisa-a=mita “Namásia”",這個名稱很可能是來自於我們所稱的「那瑪夏」。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-252,252,6,’urupaca-ʉn kari Pakísia po-kari-kari,使用閩南語發音。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-252,252,7,’ap-maica=cu kari=in m-ari-sinatʉ,（再）寫出來。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-252,252,8,"matárava mamisa tamna cenana, nganai isi, tungangan-ʉn=cu kavangvang sua ’ʉnai",到了最近的年代，這個名稱才由溪流名稱包含到地理名稱。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-252,252,9,nakai ni-aranai nanu sua nganai Namásia isi?,但是那瑪夏這個名稱又是怎麼來的呢？,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-253,253,10,"matárava masini, makai ’akia=pa mátʉa sia-tuturu",到目前為止，似乎沒有一致的說法。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
page-253,253,11,"mataa paira noo karanana cau t<um>a-túturu ’ʉna ia, karanana kavangvang kari=in",而且會常因不同的講述人而有不同的說法。,Official positioned text XML; must be checked against page image,REVIEWED_INCLUDED,Normalized interlinear segmentation to printed narrative surface sentence
