id,verdict,fragment,source
Paiwan_7495d8cb-be0a-f011-bd65-00155db40116,resolved,,djilayan a su puljaʼ/puljaq i ngadrungadru.
Paiwan_59d7d0d1-be0a-f011-bd65-00155db40116,resolved,,drikitj saka melava a liʼu / liqu na ʼacang / qacang.
Paiwan_c54fe0c5-be0a-f011-bd65-00155db40116,resolved,,drikitj saka melava a liʼu/liqu na ʼacang/qacang.
Paiwan_4a18c9d7-be0a-f011-bd65-00155db40116,resolved,,"eljevi / qeljevi a paljing, maya pasatjumaʼ / pasatjumq ta salapeljan."
Paiwan_8d99d8cb-be0a-f011-bd65-00155db40116,resolved,,emeljev / qemeljev anan itjen a pakasangas tua ʼezung / qezung tua paljing nuri masasav itjen.
Paiwan_8c99d8cb-be0a-f011-bd65-00155db40116,resolved,,emeljev / qemeljev itjen sakamaya tua siʼeljevan / siqeljevan ayata satjumaʼen / satjumaqen itjen nua salapeljan.
Paiwan_9399d8cb-be0a-f011-bd65-00155db40116,resolved,,emuyulj / qemuyulj aken tua zua pini zaleman a kasiv.
Paiwan_8a98d8cb-be0a-f011-bd65-00155db40116,resolved,,i tjay lauz ta ʼaciljay / qaciljay azua ʼatjuvi / qatjuvi.
Paiwan_7413e8bf-be0a-f011-bd65-00155db40116,resolved,,i tjay lauz ta ʼaciljay/qaciljay azua ʼatjuvi/qatjuvi.
Paiwan_161ac9d7-be0a-f011-bd65-00155db40116,resolved,,i tjumaʼ / tjumaq a ku kaka tjaljaljak a vavayan.
Paiwan_8797d8cb-be0a-f011-bd65-00155db40116,resolved,,i tjumaʼ/tjumaq a ku kaka tjaljaljak a vavayan.
Paiwan_5cd7d0d1-be0a-f011-bd65-00155db40116,dropped,i vavav ta diljeʼi / djeljeqi azua liljavay / raimay.,i vavav ta diljeʼi / djeljeqi azua liljavay / raimay.
Paiwan_c14fe0c5-be0a-f011-bd65-00155db40116,dropped,i vavav ta diljeʼi/djeljeqi azua liljavay/raimay.,i vavav ta diljeʼi/djeljeqi azua liljavay/raimay.
Paiwan_55d7d0d1-be0a-f011-bd65-00155db40116,resolved,,icengceng a lemingdjelj tiamadju tua ʼeluz / qeluz na umaʼ / umaq.
Paiwan_9799d8cb-be0a-f011-bd65-00155db40116,resolved,,iljain / qiljain na ku kaka a tjukap nimadju.
Paiwan_e5d7d0d1-be0a-f011-bd65-00155db40116,resolved,,inika aken a makaya pakaliav a keman ta ʼaljemʼemʼem / qaljemqemqem a ljualju.
Paiwan_2a50e0c5-be0a-f011-bd65-00155db40116,resolved,,inika ken a makaya pakaliav a keman ta ʼaljemʼemʼem/qaljemqemqem a ljualju.
Paiwan_7998d8cb-be0a-f011-bd65-00155db40116,resolved,,inika makaya a kesayin sa kani a ʼainguay / qainguay.
Paiwan_6313e8bf-be0a-f011-bd65-00155db40116,resolved,,inika makaya a kesayin sa kani a ʼainguay/qainguay.
Paiwan_764de0c5-be0a-f011-bd65-00155db40116,resolved,,"inika makaya cemelcel a paʼeteleng/paqeteleng taicu a kanipi, aya ta sinan palisi."
Paiwan_ccd8d0d1-be0a-f011-bd65-00155db40116,dropped,inika mavililj / seregalju a ku kaka vavayan nu makakituluan.,inika mavililj / seregalju a ku kaka vavayan nu makakituluan.
Paiwan_f99ad8cb-be0a-f011-bd65-00155db40116,resolved,,inika namakinemenem tu ʼemudjalj / qemudjalj a paljeʼaca / paljeqaca i casav / pasasav.
Paiwan_8b1ac9d7-be0a-f011-bd65-00155db40116,resolved,,"inika puʼetim / puqetim a tutu, nazua kina na kuljkulj."
Paiwan_8b98d8cb-be0a-f011-bd65-00155db40116,resolved,,inika tjengelay ta ʼatjuvitjuvi / qatjuvitjuvi a ku kaka.
Paiwan_7513e8bf-be0a-f011-bd65-00155db40116,resolved,,inika tjengelay ta ʼatjuvitjuvi/qatjuvitjuvi a ku kaka.
Paiwan_c517c9d7-be0a-f011-bd65-00155db40116,dropped,inika tjengelay timadju a tjeʼacang tua i semasavan a puʼacangan / kakisausavan.,inika tjengelay timadju a tjeʼacang tua i semasavan a puʼacangan / kakisausavan.
Paiwan_6f95d8cb-be0a-f011-bd65-00155db40116,dropped,inika tjengelay timadju a tjeʼacang tua i semasavan a puʼacangan/kakisausavan.,inika tjengelay timadju a tjeʼacang tua i semasavan a puʼacangan/kakisausavan.
Paiwan_dbd3d0d1-be0a-f011-bd65-00155db40116,resolved,,inu / izaunu ti tjama?
Paiwan_3fd2d0d1-be0a-f011-bd65-00155db40116,resolved,,ita ʼadavan / qadavan amen a djemavadjavac sana djemaljun amen i paljevar tua gadu.
Paiwan_8998d8cb-be0a-f011-bd65-00155db40116,resolved,,itjaladj ta ʼipu / qipu a kinaizuanan na ʼatjudray / qatjudray.
Paiwan_7313e8bf-be0a-f011-bd65-00155db40116,resolved,,itjaladj ta ʼipu/qipu a kinaizuanan na ʼatjudray/qatjudray.
Paiwan_9dd1d0d1-be0a-f011-bd65-00155db40116,resolved,,ivu / qivu ti kama: maya demulat aza kadjunangan aya lja tjau taleman tua kikavecengel.
Paiwan_6716c9d7-be0a-f011-bd65-00155db40116,resolved,,izainu a nisun a umaʼ / umaq
Paiwan_8c98d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a alu a ʼapuluan / qapuluan a ʼau / qau i vavua.
Paiwan_7613e8bf-be0a-f011-bd65-00155db40116,resolved,,izua a alu a ʼapuluan/qapuluan a ʼau/qau i vavua.
Paiwan_f2d2d0d1-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ / pluluq katu lima a sasupuan a inpic ni kaka.
Paiwan_efd2d0d1-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ / puluq a ljapanay a sasupuan i maza.
Paiwan_f0d2d0d1-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ / puluq katu drusa a sasupuan a qayaqayam i zuwa.
Paiwan_f1d2d0d1-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ / puluq katu ita a sasupuan a vuciar i maza.
Paiwan_f4d2d0d1-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ / puluq katu tjelu a sasupuan a tjalupun ni kama.
Paiwan_ff4be0c5-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ/pluluq katu lima a sasupuan a inpic ni kaka.
Paiwan_fc4be0c5-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ/puluq a ljapanay a sasupuan i maza.
Paiwan_fd4be0c5-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ/puluq katu drusa a sasupuan a qayaqayam i zuwa.
Paiwan_fe4be0c5-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ/puluq katu ita a sasupuan a vuciar i maza.
Paiwan_904ce0c5-be0a-f011-bd65-00155db40116,resolved,,izua a drusa a puluʼ/puluq katu tjelu a sasupuan a tjalupun ni kama.
Paiwan_ded3d0d1-be0a-f011-bd65-00155db40116,dropped,izua a ku itung / kava?,izua a ku itung / kava?
Paiwan_dc18c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a lima a ʼucengecengel / qucengecengel a sizi i gadu.
Paiwan_dcd7d0d1-be0a-f011-bd65-00155db40116,resolved,,izua a ljeʼu / ljequ i vavav ta kasiv.
Paiwan_d64fe0c5-be0a-f011-bd65-00155db40116,resolved,,izua a ljeʼu/ljequ i vavav ta kasiv.
Paiwan_a419c9d7-be0a-f011-bd65-00155db40116,dropped,izua a malje / man tapuluʼ / tapuluq katu sepatj a sasupuan a caucau i zuwa.,izua a malje / man tapuluʼ / tapuluq katu sepatj a sasupuan a caucau i zuwa.
Paiwan_d496d8cb-be0a-f011-bd65-00155db40116,dropped,izua a malje/man tapuluʼ/tapuluq katu sepatj a sasupuan a caucau i zuwa.,izua a malje/man tapuluʼ/tapuluq katu sepatj a sasupuan a caucau i zuwa.
Paiwan_80d7d0d1-be0a-f011-bd65-00155db40116,dropped,izua a namacay a kumakuma i tjuljivar / ljaʼedi tua ʼaciljay.,izua a namacay a kumakuma i tjuljivar / ljaʼedi tua ʼaciljay.
Paiwan_2517c9d7-be0a-f011-bd65-00155db40116,dropped,izua a papamav / taceviqan a ljasiak i maza.,izua a papamav / taceviqan a ljasiak i maza.
Paiwan_fd93d8cb-be0a-f011-bd65-00155db40116,dropped,izua a papamav/taceviqan a ljasiak i maza.,izua a papamav/taceviqan a ljasiak i maza.
Paiwan_36d2d0d1-be0a-f011-bd65-00155db40116,resolved,,izua a salapeljan itua su djaʼis / djaqis.
Paiwan_e74be0c5-be0a-f011-bd65-00155db40116,resolved,,izua a salapeljan itua su djaʼis/djaqis.
Paiwan_124be0c5-be0a-f011-bd65-00155db40116,resolved,,izua a tacavuan a cuvuʼ/cuvuq nimadju.
Paiwan_e418c9d7-be0a-f011-bd65-00155db40116,dropped,izua a takuzuljan a paisu / valjitjuq i cukuy.,izua a takuzuljan a paisu / valjitjuq i cukuy.
Paiwan_cc96d8cb-be0a-f011-bd65-00155db40116,dropped,izua a takuzuljan a paisu/valjitjuq i cukuy.,izua a takuzuljan a paisu/valjitjuq i cukuy.
Paiwan_e718c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ / tapuluq a sasupuan a gang i maza.
Paiwan_e818c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ / tapuluq katu alu a sasupuan a ciqav i zuwa.
Paiwan_e918c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ / tapuluq katu drusa a sasupuan a budru i zuwa.
Paiwan_a219c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ / tapuluq katu lima a sasupuan a ʼiladjan / qiladjan i zuwa.
Paiwan_a319c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ / tapuluq katu pitju a sasupuan a veljevelj i zuwa.
Paiwan_a519c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ / tapuluq katu siva a sasupuan a ljasiak i maza.
Paiwan_a619c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ / tapuluq katu tjelu a sasupuan a tjianes i zuwa.
Paiwan_a719c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ / tapuluq katu unem a sasupuan a qapuluan a kasiv i zuwa.
Paiwan_ce96d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ/tapuluq a sasupuan a gang i maza.
Paiwan_cf96d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ/tapuluq katu alu a sasupuan a ciqav i zuwa.
Paiwan_d096d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ/tapuluq katu drusa a sasupuan a budru i zuwa.
Paiwan_d296d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ/tapuluq katu lima a sasupuan a ʼiladjan/qiladjan i zuwa.
Paiwan_d396d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ/tapuluq katu pitju a sasupuan a veljevelj i zuwa.
Paiwan_d596d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ/tapuluq katu siva a sasupuan a ljasiak i maza.
Paiwan_d696d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ/tapuluq katu tjelu a sasupuan a tjianes i zuwa.
Paiwan_d796d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tapuluʼ/tapuluq katu unem a sasupuan a qapuluan a kasiv i zuwa.
Paiwan_e018c9d7-be0a-f011-bd65-00155db40116,resolved,,izua a taʼecevan / taqecevan a qecap i cukuy.
Paiwan_c996d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a taʼecevan/taqecevan a qecap i cukuy.
Paiwan_1e1ac9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tjelu a puluʼ / puluq a sasupuan a sunatj na ku kaka.
Paiwan_1f1ac9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tjelu a puluʼ / puluq katu ita a sasupuan a budru ni kaka.
Paiwan_5798d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tjelu a puluʼ/puluq a sasupuan a sunatj na ku kaka.
Paiwan_5898d8cb-be0a-f011-bd65-00155db40116,resolved,,izua a tjelu a puluʼ/puluq katu ita a sasupuan a budru ni kaka.
Paiwan_781ac9d7-be0a-f011-bd65-00155db40116,resolved,,izua a tjelu a ʼapuluan / qapuluan a tjevus imaza.
Paiwan_7e16c9d7-be0a-f011-bd65-00155db40116,resolved,,izua ciʼav / ciqav i pana.
Paiwan_491bc9d7-be0a-f011-bd65-00155db40116,resolved,,izua ita a ʼayaʼayam / qayaqayam kata vuvuan i vavav ta kasiv.
Paiwan_64d7d0d1-be0a-f011-bd65-00155db40116,resolved,,izua liav a kakudrakudralan a ljaʼipuʼipu / ljaqipuqipu i vavav tua kasiv.
Paiwan_c94fe0c5-be0a-f011-bd65-00155db40116,resolved,,izua liav a kakudrakudralan a ljaʼipuʼipu/ljaqipuqipu i vavav tua kasiv.
Paiwan_94d1d0d1-be0a-f011-bd65-00155db40116,resolved,,izua lima a ciki / cii i maza.
Paiwan_0a4be0c5-be0a-f011-bd65-00155db40116,resolved,,izua lima a ciki/cii i maza.
Paiwan_f39ad8cb-be0a-f011-bd65-00155db40116,resolved,,izua lima a ʼucengecengel / qucengecengel kata drusa a ʼudjidjilj / qudjidjilj a bukelulj i kavatjes.
Paiwan_b51bc9d7-be0a-f011-bd65-00155db40116,resolved,,izua tapuluʼ / tapuluq a sasupuan a vurasi / vurati i maza.
Paiwan_a119c9d7-be0a-f011-bd65-00155db40116,resolved,,izua tapuluʼ / tapuluq katu ita a sasupuan a kisi i maza.
Paiwan_fdd8d0d1-be0a-f011-bd65-00155db40116,resolved,,izua tapuluʼ katu ita a sasupuan a navat / vanatj i maza.
Paiwan_8f93d8cb-be0a-f011-bd65-00155db40116,resolved,,izua tapuluʼ katu ita a sasupuan a navat/vanatj i maza.
Paiwan_d196d8cb-be0a-f011-bd65-00155db40116,resolved,,izua tapuluʼ/tapuluq katu ita a sasupuan a kisi i maza.
Paiwan_6f16c9d7-be0a-f011-bd65-00155db40116,resolved,,izua taʼapuluan / taqapuluan a kasiv i pasa ʼayav / qayav ta umaʼ / umaq nimadju.
Paiwan_75d5d0d1-be0a-f011-bd65-00155db40116,resolved,,izua taʼapuluan / taqapuluan a kasiv imaza.
Paiwan_7698d8cb-be0a-f011-bd65-00155db40116,resolved,,izua za kudrakudral a ʼaciljay / qaciljay i kadjalanan.
Paiwan_5e13e8bf-be0a-f011-bd65-00155db40116,resolved,,izua za kudrakudral a ʼaciljay/qaciljay i kadjalanan.
Paiwan_dad6d0d1-be0a-f011-bd65-00155db40116,resolved,,izua za namacay a kumakuma i tjuljivaran ta ʼaciljay / qaciljay.
Paiwan_0b1ac9d7-be0a-f011-bd65-00155db40116,resolved,,izua za ngiav i tjaiteku tua ʼiladjan / qiladjan.
Paiwan_8397d8cb-be0a-f011-bd65-00155db40116,resolved,,izua za ngiav i tjaiteku tua ʼiladjan/qiladjan.
Paiwan_7f98d8cb-be0a-f011-bd65-00155db40116,resolved,,izua za ngiav i ʼaljiv / qaljiv.
Paiwan_6b13e8bf-be0a-f011-bd65-00155db40116,resolved,,izua za ngiav i ʼaljiv/qaljiv.
Paiwan_37d6d0d1-be0a-f011-bd65-00155db40116,resolved,,izua za tjengelay a kikerap tua djeljep kata kasiv tua katjutjung katua cuvuʼ / cuvuq.
Paiwan_894de0c5-be0a-f011-bd65-00155db40116,resolved,,izua za tjengelay a kikerap tua djeljep kata kasiv tua katjutjung katua cuvuʼ/cuvuq.
Paiwan_9499d8cb-be0a-f011-bd65-00155db40116,resolved,,izua ʼerepus / qurepus i kalevelevan.
Paiwan_4f49e0c5-be0a-f011-bd65-00155db40116,resolved,,izua ʼerepus/qurepus i kalevelevan.
Paiwan_41d2d0d1-be0a-f011-bd65-00155db40116,resolved,,"ka djemapes ta za ʼadupu / qadupu timadju, setavat anga azuwa ʼadupu / qadupu."
Paiwan_ee1ac9d7-be0a-f011-bd65-00155db40116,dropped,"ka maipuʼ / maipuq a vaki / bunbun, secaca anga penuljat aza zaljum.","ka maipuʼ / maipuq a vaki / bunbun, secaca anga penuljat aza zaljum."
Paiwan_0d99d8cb-be0a-f011-bd65-00155db40116,dropped,"ka maipuʼ/maipuq a vaki/bunbun, secaca anga penuljat aza zaljum.","ka maipuʼ/maipuq a vaki/bunbun, secaca anga penuljat aza zaljum."
Paiwan_c4d8d0d1-be0a-f011-bd65-00155db40116,resolved,,ka masulesulem sekauljan aken ni kina a venateʼ / venateq.
Paiwan_299ad8cb-be0a-f011-bd65-00155db40116,resolved,,kakedriyan anan timadju ljakua nu ʼivu / qivu pay namaya ta ramaljeng.
Paiwan_424ae0c5-be0a-f011-bd65-00155db40116,resolved,,kakedriyan anan timadju ljakua nu ʼivu/qivu pay namaya ta ramaljeng.
Paiwan_329ad8cb-be0a-f011-bd65-00155db40116,resolved,,kalialiav a ʼuvalj / quvalj naicu a ʼunuʼunu.
Paiwan_4b4ae0c5-be0a-f011-bd65-00155db40116,resolved,,kalialiav a ʼuvalj/quvalj naicu a ʼunuʼunu.
Paiwan_0c1ac9d7-be0a-f011-bd65-00155db40116,dropped,kasalim kasikiukay ti kina kata nia tjakadjan / tarev.,kasalim kasikiukay ti kina kata nia tjakadjan / tarev.
Paiwan_46d2d0d1-be0a-f011-bd65-00155db40116,resolved,,"kasalim na djemkep ta ta ʼadris / qadris tiamadju, mavananga sini supuljuan tua pasakuyakuya."
Paiwan_ee4be0c5-be0a-f011-bd65-00155db40116,resolved,,"kasalim na djemkep ta ta ʼadris/qadris tiamadju, mavananga sini supuljuan tua pasakuyakuya."
Paiwan_3d9ad8cb-be0a-f011-bd65-00155db40116,dropped,kasi kakituluan / gakku amen katiav.,kasi kakituluan / gakku amen katiav.
Paiwan_544ae0c5-be0a-f011-bd65-00155db40116,dropped,kasi kakituluan/gakku amen katiav.,kasi kakituluan/gakku amen katiav.
Paiwan_801ac9d7-be0a-f011-bd65-00155db40116,resolved,,kasicuayan a itung na uʼaljaʼaljay / uqaljaqaljay izua tjupi / tjupi a sinipaselem i ʼayav / qayav ta varung.
Paiwan_6998d8cb-be0a-f011-bd65-00155db40116,resolved,,kasicuayan a itung na uʼaljaʼaljay/uqaljaqaljay izua tjupi/tjupi a sinipaselem i ʼayav/qayav ta varung.
Paiwan_f6d8d0d1-be0a-f011-bd65-00155db40116,resolved,,kasicuayan aza nia ʼuma / quma na natinaleman tua mugi.
Paiwan_8293d8cb-be0a-f011-bd65-00155db40116,resolved,,kasicuayan aza nia ʼuma/quma na natinaleman tua mugi.
Paiwan_7498d8cb-be0a-f011-bd65-00155db40116,resolved,,kasikatjelu vinayan aken ni vuvu tua ʼaʼilj / qaqilj.
Paiwan_c012e8bf-be0a-f011-bd65-00155db40116,resolved,,kasikatjelu vinayan aken ni vuvu tua ʼaʼilj/qaqilj.
Paiwan_ce4be0c5-be0a-f011-bd65-00155db40116,dropped,kasikatjelu vinayan aken ni vuvu tuaʼaʼilj/qaqilj.,kasikatjelu vinayan aken ni vuvu tuaʼaʼilj/qaqilj.
Paiwan_74d5d0d1-be0a-f011-bd65-00155db40116,resolved,,kasizua anga aken tua umaʼ / umaq nimadju.
Paiwan_7a4de0c5-be0a-f011-bd65-00155db40116,resolved,,kasizua anga aken tua umaʼ/umaq nimadju.
Paiwan_78d5d0d1-be0a-f011-bd65-00155db40116,dropped,katiav / tatiav kasi gakku / kakituluan a ku kaka vavayan.,katiav / tatiav kasi gakku / kakituluan a ku kaka vavayan.
Paiwan_551bc9d7-be0a-f011-bd65-00155db40116,resolved,,katiav aza celalaʼ / celalaq izua i gadugadu na venelaʼ / venelaq ta kasiv a maruanemanema.
Paiwan_1c99d8cb-be0a-f011-bd65-00155db40116,resolved,,katiav aza celalaʼ/celalaq izua i gadugadu na venelaʼ/venelaq ta kasiv a maruanemanema.
Paiwan_561bc9d7-be0a-f011-bd65-00155db40116,resolved,,katiav kasi siubay aken a veneli tua ʼalev / qalev kata djiuq.
Paiwan_1d99d8cb-be0a-f011-bd65-00155db40116,resolved,,katiav kasi siubay aken a veneli tua ʼalev/qalev kata djiuq.
Paiwan_804ce0c5-be0a-f011-bd65-00155db40116,resolved,,katiav kasi siubay aken a veneli tuaʼalev/qalev kata djiuq.
Paiwan_571bc9d7-be0a-f011-bd65-00155db40116,resolved,,katiav kasi vavua amen a kemaur sa patideʼ / patideq a veneljuc tua na mezangal a cemel.
Paiwan_1e99d8cb-be0a-f011-bd65-00155db40116,resolved,,katiav kasi vavua amen a kemaur sa patideʼ/patideq a veneljuc tua na mezangal a cemel.
Paiwan_3dd2d0d1-be0a-f011-bd65-00155db40116,dropped,katiav pinivavav amen ni kama tua palidring a ma tatakayan a djaravac / kemlauc.,katiav pinivavav amen ni kama tua palidring a ma tatakayan a djaravac / kemlauc.
Paiwan_ea4be0c5-be0a-f011-bd65-00155db40116,dropped,katiav pinivavav amen ni kama tua palidring a ma tatakayan a djaravac/kemlauc.,katiav pinivavav amen ni kama tua palidring a ma tatakayan a djaravac/kemlauc.
Paiwan_7c4de0c5-be0a-f011-bd65-00155db40116,dropped,katiav/tatiav kasi gakku/kakituluan a ku kaka vavayan.,katiav/tatiav kasi gakku/kakituluan a ku kaka vavayan.
Paiwan_7fd5d0d1-be0a-f011-bd65-00155db40116,dropped,kedri a ku paisu / valjituq.,kedri a ku paisu / valjituq.
Paiwan_7f4de0c5-be0a-f011-bd65-00155db40116,dropped,kedri a ku paisu/valjituq.,kedri a ku paisu/valjituq.
Paiwan_f01ac9d7-be0a-f011-bd65-00155db40116,dropped,kedri a valangis / sudip na ku kula.,kedri a valangis / sudip na ku kula.
Paiwan_0e99d8cb-be0a-f011-bd65-00155db40116,dropped,kedri a valangis/sudip na ku kula.,kedri a valangis/sudip na ku kula.
Paiwan_82d5d0d1-be0a-f011-bd65-00155db40116,resolved,,"kelju samazau, ku sinivasak anga sun tua su kaizuanan a ʼemiladj / qemiladj."
Paiwan_814de0c5-be0a-f011-bd65-00155db40116,resolved,,"kelju samazau, ku sinivasak anga sun tua su kaizuanan a ʼemiladj/qemiladj."
Paiwan_5518c9d7-be0a-f011-bd65-00155db40116,dropped,kemasi pana ken sa pasa / sema i gadugadu.,kemasi pana ken sa pasa / sema i gadugadu.
Paiwan_8ad5d0d1-be0a-f011-bd65-00155db40116,resolved,,kemeljang sun tu macaʼu / macaqu aravac a semenay timadju?
Paiwan_39d6d0d1-be0a-f011-bd65-00155db40116,dropped,kilang / ngaingay / seari aza sinsi nimadju.,kilang / ngaingay / seari aza sinsi nimadju.
Paiwan_8b4de0c5-be0a-f011-bd65-00155db40116,dropped,kilang/ngaingay/seari aza sinsi nimadju.,kilang/ngaingay/seari aza sinsi nimadju.
Paiwan_7c16c9d7-be0a-f011-bd65-00155db40116,dropped,kinacu anga a paljangpang / vauraviran na ku kaka.,kinacu anga a paljangpang / vauraviran na ku kaka.
Paiwan_339ad8cb-be0a-f011-bd65-00155db40116,resolved,,kinan anga na ciʼav / ciqav aza ʼuzang / quzang.
Paiwan_4c4ae0c5-be0a-f011-bd65-00155db40116,resolved,,kinan anga na ciʼav/ciqav aza ʼuzang/quzang.
Paiwan_591bc9d7-be0a-f011-bd65-00155db40116,resolved,,kinapeljuʼan / kinapeljuqan na vengeʼ / vengeq a ngudjus na ku kaka.
Paiwan_b399d8cb-be0a-f011-bd65-00155db40116,resolved,,kinapeljuʼan/kinapeljuqan na vengeʼ/vengeq a ngudjus na ku kaka.
Paiwan_5ed7d0d1-be0a-f011-bd65-00155db40116,resolved,,kintaljen a limʼudj / leminqudj nimadju aza tjavuvuk a tjakudral tua vulungan.
Paiwan_c34fe0c5-be0a-f011-bd65-00155db40116,resolved,,kintaljen a limʼudj/leminqudj nimadju aza tjavuvuk a tjakudral tua vulungan.
Paiwan_b9d8d0d1-be0a-f011-bd65-00155db40116,resolved,,kipusengsengsengan tiamadju a marecekelj a vuaq / vuaʼ i ljavek.
Paiwan_e2d7d0d1-be0a-f011-bd65-00155db40116,resolved,,kisusu a ljezaya ta djalan sa kisevec a djemavac ki padjaljun ta umaʼ / umaq nimadju.
Paiwan_1649e0c5-be0a-f011-bd65-00155db40116,dropped,kivadaqi ti kama tu anema nu gasulingan / ljauljavan a sipugasulisuling / sipuljauljav tua tja palidring?,kivadaqi ti kama tu anema nu gasulingan / ljauljavan a sipugasulisuling / sipuljauljav tua tja palidring?
Paiwan_8bd1d0d1-be0a-f011-bd65-00155db40116,resolved,,kivadaʼ / kivadaq ta kina timadju tu kemuda a cemljis ta zakilj.
Paiwan_074be0c5-be0a-f011-bd65-00155db40116,resolved,,kivadaʼ/kivadaq ta kina timadju tu kemuda a cemljis ta zakilj.
Paiwan_e8d3d0d1-be0a-f011-bd65-00155db40116,dropped,kivangavangavang tiamadju ta matadulat tua kakakaka / saljangaulan.,kivangavangavang tiamadju ta matadulat tua kakakaka / saljangaulan.
Paiwan_fcd5d0d1-be0a-f011-bd65-00155db40116,resolved,,kivangavangavang tiamadju tua madadulat tua saljangaulan /ʼailjungan.
Paiwan_51d7d0d1-be0a-f011-bd65-00155db40116,dropped,ku lapen sa ku vayan tjay vuvu aza sitjenutjenun a lekelek / tjepal.,ku lapen sa ku vayan tjay vuvu aza sitjenutjenun a lekelek / tjepal.
Paiwan_b61bc9d7-be0a-f011-bd65-00155db40116,resolved,,ku pacunan timadju a na djemadjas tua vurav a kacalaʼ / kacalaq a djemukudjukul ta aljak.
Paiwan_c699d8cb-be0a-f011-bd65-00155db40116,resolved,,ku pacunan timadju a na djemadjas tua vurav a kacalaʼ/kacalaq a djemukudjukul ta aljak.
Paiwan_ddd3d0d1-be0a-f011-bd65-00155db40116,resolved,,ku pini itjumaʼ / itjumaq a niaken a budru.
Paiwan_9f4ce0c5-be0a-f011-bd65-00155db40116,resolved,,ku pini itjumaʼ/itjumaq a niaken a budru.
Paiwan_7616c9d7-be0a-f011-bd65-00155db40116,resolved,,ku pinu taidayan a vatan a veneli aicu a vurasi / vurati.
Paiwan_fbd2d0d1-be0a-f011-bd65-00155db40116,resolved,,ku sialap ta garuc sa ku garuci a ʼuvalj / quvalj na ku kaka.
Paiwan_f09ad8cb-be0a-f011-bd65-00155db40116,resolved,,ku umaʼ / umaq azuwa.
Paiwan_584ae0c5-be0a-f011-bd65-00155db40116,resolved,,ku umaʼ/umaq azuwa.
Paiwan_b719c9d7-be0a-f011-bd65-00155db40116,resolved,,ku ʼali / qali tiamadju.
Paiwan_614ee0c5-be0a-f011-bd65-00155db40116,resolved,,kuljepac / kudjepal a paruk nua saviki.
Paiwan_7097d8cb-be0a-f011-bd65-00155db40116,resolved,,kupai alapan aken tu taitan ta ʼadupu / qadupu kata ita tu inpic.
Paiwan_6113e8bf-be0a-f011-bd65-00155db40116,resolved,,kupai alapan aken tu taitan ta ʼadupu/qadupu kata ita tu inpic.
Paiwan_06d3d0d1-be0a-f011-bd65-00155db40116,resolved,,ladruʼ / ladruq aravac a iku na karang.
Paiwan_f0d3d0d1-be0a-f011-bd65-00155db40116,resolved,,ladruʼ / ladruq aravac aicu a kalavis.
Paiwan_8399d8cb-be0a-f011-bd65-00155db40116,resolved,,lemutud a ku ʼavuvung / qavuvung katiav.
Paiwan_3849e0c5-be0a-f011-bd65-00155db40116,resolved,,lemutud a ku ʼavuvung/qavuvung katiav.
Paiwan_069bd8cb-be0a-f011-bd65-00155db40116,dropped,liav a ljuang a kikakan tua cemel i zuwa i kazatjan ta cauciuci / cemecemel.,liav a ljuang a kikakan tua cemel i zuwa i kazatjan ta cauciuci / cemecemel.
