token,count,category,in_attestation_dict,n_files,example_file,example_sentence_id,example_context
pay',1,final,no,1,Juan_Orlando_Hernández.xml,0,"…qan bay hnhanga mniq seyji Honduras 'Mbbiyax Pay' seyjicya, bukung Mtrawah Tang Rafael Pineda …"
'laqi,1,initial,no,1,Juan_Orlando_Hernández.xml,0,…afael Pineda Ponce u muda smnru hiya pa taxa 'Laqi Wada Lhayan' (cipote malcriado). Kngkawas 20…
lhayan',1,final,no,1,Juan_Orlando_Hernández.xml,0,"…a Ponce u muda smnru hiya pa taxa 'Laqi Wada Lhayan' (cipote malcriado). Kngkawas 2001 cida, Juan…"
'waya,1,initial,no,1,János_Áder.xml,0,…2018 idas 12 diyax 19 wada muda knsangan dha 'Waya Quli' ka Rawkong Kayke Hwaan (Burah rawkongh…
pyon'ando,1,internal,no,1,Kari_Han-guk.xml,0,"…unux, Amerika, Aotearoa... Dndulan Kari Kari Pyon'ando. Kari Hamgyongdo. Kari Pyojun . Kari Cyonrado…"
'armpit',1,both-edges,no,1,Kari_Mawri.xml,0,"…a, niqan hengak bubu qnedis uri, so ka: kēkē 'armpit' ∼ keke 'cake' kākā 'bird species' ∼ kaka 'ga…"
'cake',1,both-edges,no,1,Kari_Mawri.xml,0,"…bubu qnedis uri, so ka: kēkē 'armpit' ∼ keke 'cake' kākā 'bird species' ∼ kaka 'garment' kōkō 't…"
'bird,1,initial,no,1,Kari_Mawri.xml,0,"…uri, so ka: kēkē 'armpit' ∼ keke 'cake' kākā 'bird species' ∼ kaka 'garment' kōkō 'tui, bird sp…"
'garment',1,both-edges,no,1,Kari_Mawri.xml,0,"…it' ∼ keke 'cake' kākā 'bird species' ∼ kaka 'garment' kōkō 'tui, bird species' ∼ koko 'shovel' kīk…"
'tui,1,initial,no,1,Kari_Mawri.xml,0,"…e' kākā 'bird species' ∼ kaka 'garment' kōkō 'tui, bird species' ∼ koko 'shovel' kīkī 'speak' ∼…"
'shovel',1,both-edges,no,1,Kari_Mawri.xml,0,"…ka 'garment' kōkō 'tui, bird species' ∼ koko 'shovel' kīkī 'speak' ∼ kiki 'kick' kūkū 'pigeon' ∼ k…"
'speak',1,both-edges,no,1,Kari_Mawri.xml,0,"…ōkō 'tui, bird species' ∼ koko 'shovel' kīkī 'speak' ∼ kiki 'kick' kūkū 'pigeon' ∼ kuku 'mussel' …"
'kick',1,both-edges,no,1,Kari_Mawri.xml,0,…species' ∼ koko 'shovel' kīkī 'speak' ∼ kiki 'kick' kūkū 'pigeon' ∼ kuku 'mussel' Hengak Laqi Pa…
'pigeon',1,both-edges,no,1,Kari_Mawri.xml,0,…oko 'shovel' kīkī 'speak' ∼ kiki 'kick' kūkū 'pigeon' ∼ kuku 'mussel' Hengak Laqi Patis Uka patis …
'mussel',1,both-edges,no,1,Kari_Mawri.xml,0,…ī 'speak' ∼ kiki 'kick' kūkū 'pigeon' ∼ kuku 'mussel' Hengak Laqi Patis Uka patis cbeyo ka seediq …
bcbaci'',1,final,no,1,Kari_rudan_cbeyo_ka_seediq_mbtunux_togang(baro)_-_Kavalan.xml,0,"…g hrenang pneeyah togang truma mesa "" iya ku bcbaci'', asi lux sklui ka seediq mhuma, uka pahung na…"
kenya/'kɛnjə/,1,internal,no,1,Kenya.xml,0,"…ri: Jamhuri ya Kenya, kari Eygo: Republic of Kenya/'kɛnjə/, uxay uri u,/'kiːnjə/) splawa dha Kenya, wa m…"
"u,/'kiːnjə/",1,internal,no,1,Kenya.xml,0,"…ri Eygo: Republic of Kenya/'kɛnjə/, uxay uri u,/'kiːnjə/) splawa dha Kenya, wa mniq tunarac Ahuyrika, …"
hengak:/fə'nɑlədʒi/,1,internal,no,1,Knklaan_gaya_hengak.xml,0,"Kesun daha knklaan gaya hengak (Phonology, hengak:/fə'nɑlədʒi/) we, knklaan pskadi pusu bale na niqan na hng…"
/fə'nɛtɪks/,1,internal,no,1,Knklaan_hengak.xml,0,"…esun daha knklaan hengak (Phonetics, hengak: /fə'nɛtɪks/) we, knklaan kenkyu hengak na kari. Egu riyun…"
hengak:/mɔːr'fɒlədʒi/,1,internal,no,1,Knklaan_tmkari_biciq.xml,0,"Kesun daha knklaan tmkari biciq (Morphology, hengak:/mɔːr'fɒlədʒi/) we, knklaan swaye na knklaan krkari. Dungus …"
lao',1,final,no,1,Laos.xml,0,"… baraw Cwankwang ka splawa dha 'Dnamux sapah Lao', tuhunac niya ka dwiyaq Pupiya u knbaraw 2,81…"
'm'aseeiso,1,initial+internal,no,1,Letsie_III.xml,0,…o Senati Seeiso Kongcu. o MaSeeiso kongcu. o 'M'aSeeiso Splawa Hwangs
'santong,1,initial,no,1,Leung_Chun-ying.xml,0,"…tong Weyhaywey ncawmu na keysacu, splawa dha 'Santong Cay', mnqmlahang mniq Kangtuhu mi Dudux Dwiy…"
cay',1,final,no,1,Leung_Chun-ying.xml,0,"…aywey ncawmu na keysacu, splawa dha 'Santong Cay', mnqmlahang mniq Kangtuhu mi Dudux Dwiyaq. Ry…"
'yaku,1,initial,no,1,Leung_Chun-ying.xml,0,"…- Mari Byoying mtuting, so kiya knttu rmngaw 'Yaku ka mnhdu Mccbu Cyawu daw babaw mntxan na cya…"
mntuting',1,final,no,1,Leung_Chun-ying.xml,0,"… mnhdu Mccbu Cyawu daw babaw mntxan na cyawu mntuting' muda pkla hiya nanaq. Mtuting cida, tama niy…"
'mdhu,1,initial,no,1,Leung_Chun-ying.xml,0,"… niya sapah ka laqi. Rmngaw ka Ryang Cnying: 'Mdhu bay qqlahang niya ka tama, rmabang tmsa kari…"
isu.',1,final,no,1,Leung_Chun-ying.xml,0,"…a so spuda kari pa to bay so so niyi muda ka isu.' Ini so tbalay bay mi qqlahang bay tmasa, so …"
'meysa,1,initial,no,1,Leung_Chun-ying.xml,0,… qmita mniq Ingctahang qmpah na Ryang Cnying 'Meysa Pnyahan'. Knkana qnlhangan cngsyey huku cusi…
pnyahan',1,final,no,1,Leung_Chun-ying.xml,0,…mniq Ingctahang qmpah na Ryang Cnying 'Meysa Pnyahan'. Knkana qnlhangan cngsyey huku cusi An Ccyey …
'sangseyng',1,both-edges,no,1,Leung_Chun-ying.xml,0,…yang Cnying u kiya ka murux kingal elu spuda 'Sangseyng' Yey Kwohwa tuhuy Peycing pwaluk kari. Ryang …
'pnkari,1,initial,no,1,Leung_Chun-ying.xml,0,"…yu Jnta dayhyo Wu Kangmin pusa kari na nanaq 'Pnkari Xiluy 3 Hungun', keynggi spuda Fan Syuritay …"
hungun',1,final,no,1,Leung_Chun-ying.xml,0,"…u Kangmin pusa kari na nanaq 'Pnkari Xiluy 3 Hungun', keynggi spuda Fan Syuritay ka muda ngalun Si…"
'swangfey,1,initial,no,1,Leung_Chun-ying.xml,0,…han sndhu kari mniq kngkawas 2013 mtuting ka 'Swangfey Rabu' malu mangal Hong Kong uka pstqan cyury…
rabu',1,final,no,1,Leung_Chun-ying.xml,0,…kari mniq kngkawas 2013 mtuting ka 'Swangfey Rabu' malu mangal Hong Kong uka pstqan cyuryocweyn…
knrudan',1,final,no,1,Leung_Chun-ying.xml,0,"… Kong Psbalay Knhbrawan sediq mndungus hmtur knrudan'. Mntna kngkawas idas 4 diyax 26, byoying qmla…"
'ring,1,initial,no,1,Leung_Chun-ying.xml,0,"…alu knama dmuwi canke huwu. Spuda muda cngce 'Ring Swangfey', knkana Hong Kong pnhiyu qnlhangan…"
swangfey',1,final,no,1,Leung_Chun-ying.xml,0,"…ama dmuwi canke huwu. Spuda muda cngce 'Ring Swangfey', knkana Hong Kong pnhiyu qnlhangan uka spngan…"
all',1,final,no,1,Libya.xml,0,"…su bay uqun dha buwax. Bicun Ripiya, mray so all' arrabbiata mi idaw, pspuwan dha mkan hiyi mi…"
'su,1,initial,no,1,Lithuania.xml,0,"… Paris cida, lmngaw ka Suryeyn u wada ""Smliq 'Su Li hucu tyawyey'"" ka Lietuva, 'Muda uuda tbr…"
tyawyey',1,final,no,1,Lithuania.xml,0,"… lmngaw ka Suryeyn u wada ""Smliq 'Su Li hucu tyawyey'"" ka Lietuva, 'Muda uuda tbrinah Suryeyn', kas…"
suryeyn',1,final,no,1,Lithuania.xml,0,"…ucu tyawyey'"" ka Lietuva, 'Muda uuda tbrinah Suryeyn', kasi ka 'Knllu qmraq pusu mpdudul', smruwa h…"
'knllu,1,initial,no,1,Lithuania.xml,0,"…ietuva, 'Muda uuda tbrinah Suryeyn', kasi ka 'Knllu qmraq pusu mpdudul', smruwa heytay Suryeyn m…"
mpdudul',1,final,no,1,Lithuania.xml,0,"… tbrinah Suryeyn', kasi ka 'Knllu qmraq pusu mpdudul', smruwa heytay Suryeyn mniq tndxral Lietuva u…"
jyujika',1,final,no,1,Luxembourg.xml,0,"…many, kari Luxembourg. 'Qnlhangan muhing elu jyujika' u ou kluwanan kari ddiyun rmngaw pa, alaw ka…"
'knmalu,1,initial,no,1,Luxembourg.xml,0,"…rikisi pa bsiyaq bay pnluban kari Germany na 'Knmalu bay Roma Tikwo' uri, kiya mi baraw Oco kongt…"
tikwo',1,final,no,1,Luxembourg.xml,0,"…bay pnluban kari Germany na 'Knmalu bay Roma Tikwo' uri, kiya mi baraw Oco kongting u dmuwi bay …"
'institut,1,initial,no,1,Luxembourg.xml,0,…bourg u kiya ka niqan nanaq pyasan tubeyhing 'Institut Supérieur de Technologie' Cuyey kyoiku Kci c…
technologie',1,final,no,1,Luxembourg.xml,0,…anaq pyasan tubeyhing 'Institut Supérieur de Technologie' Cuyey kyoiku Kci cincyey kyoiku u muda mrana…
'macau,1,initial,no,1,Macau.xml,0,"…2019 idas 4 diyax 16, tongcicyu u pkla tmiyu 'Macau cini sisu hmrinas kngkawas 2014 o.38 mkala 0…"
0.4',1,final,no,1,Macau.xml,0,"…u cini sisu hmrinas kngkawas 2014 o.38 mkala 0.4', spuda pnsdhuwan kari Ryeynhekwo pa o.4 ka se…"
tnqlhangan.',1,final,no,1,Macau.xml,0,"…da pnsdhuwan kari Ryeynhekwo pa o.4 ka seyng tnqlhangan.' Kngkawas 2019 idas 6 diyax 27 , tongcicyu u …"
'hwajn,1,initial,no,1,Macau.xml,0,"…rux seyngkyo, kiya mi mnuda cuce na pnsliyan 'hwajn sweynmin' u malu tumal rihwahuy cyeyncyey se…"
sweynmin',1,final,no,1,Macau.xml,0,"…ngkyo, kiya mi mnuda cuce na pnsliyan 'hwajn sweynmin' u malu tumal rihwahuy cyeyncyey seyngkyo mi …"
'cyokoku,1,initial,no,1,Macau.xml,0,"… tongsyun, rmiwaw, bungka, tiyu spuda hangan 'Cyokoku Macau' (kari Portugal: Macau, China), murux …"
macau',1,final,no,1,Macau.xml,0,"…, rmiwaw, bungka, tiyu spuda hangan 'Cyokoku Macau' (kari Portugal: Macau, China), murux nanaq t…"
'diyax,1,initial,no,1,Macau.xml,0,"…Konghekwo diyax smsung pnhyuwan qnhlangan mi 'Diyax smsung p;nhyuwan riju' ka rmirih da. Saya, s…"
riju',1,final,no,1,Macau.xml,0,"…nhyuwan qnhlangan mi 'Diyax smsung p;nhyuwan riju' ka rmirih da. Saya, singcng cangkwan mniq du…"
'tong,1,initial,no,1,Macau.xml,0,"… Keyngkyoso. Tu1 syeyntay kawtng weynsyaw ka 'Tong Ya Pyasan Tubeyhing', pnhiyu kngkawas 1981, …"
tubeyhing',1,final,no,1,Macau.xml,0,"… syeyntay kawtng weynsyaw ka 'Tong Ya Pyasan Tubeyhing', pnhiyu kngkawas 1981, sslhayan dha muyas kck…"
balkans',1,final,no,1,Macedonia.xml,0,"…' so mkala 'Kingal pnspuwan hbaraw qnlhangan Balkans', pskngalan dha ka knkana sediq Makedon. Binaw…"
'snbrahan,1,initial,no,1,Macedonia.xml,0,…mray so smruwa tnkari quri minjoku cuyi niya 'Snbrahan Pskingal Makedon'. Mniq kcka Makedon konghek…
'dxral,1,initial,no,1,Macedonia.xml,0,"… Makedon konghekwo saya pa cbiyaw u uka mniq 'dxral nniqan Makedon' han, ana so ini klayi ka pus…"
slavic',1,final,no,1,Macedonia.xml,0,"…iq Slavic, kiya mi splawa dha 'Sediq Makedon Slavic' mi 'Sediq Slavic Makedon' uri (ji Greece: Σλ…"
macedonia',1,final,no,1,Macedonia.xml,0,"…a sediq Makedon u pkla dhiya nanaq ka 'Sediq Macedonia' na sediq Bulgaria (Kari Bulgaria: Mакедонци,…"
'burah,1,initial,no,1,Madagascar.xml,0,"…ransi, patas mi sstusa uri. So Ciranana niyi 'Burah cmin cuyi' tongcu u wada msang mi smriq bala…"
'cngpyeyn',1,both-edges,no,1,Madagascar.xml,0,"…i pnlengu keyngpo kiya ka wada subway hangan 'cngpyeyn', ksngan hbaraw bay kwoci syakay uri. Kngkawas…"
'bianco',1,both-edges,no,1,Madagascar.xml,0,"…na u kngkawas 2004 phiyu hantay msburaw pumn 'BIANCO' (Iyin 'Piank'), so niyi u Antananariho na tu…"
'piank',1,both-edges,no,1,Madagascar.xml,0,"…004 phiyu hantay msburaw pumn 'BIANCO' (Iyin 'Piank'), so niyi u Antananariho na turuma bukung mqna…"
9°45',1,final,no,1,Malawi.xml,0,"…i Tanzannia. Tndxral qlhangan u wa mniqnawey 9°45' dhuq 17°16', iyax kcka tongci 32°35'－35°24'.…"
17°16',1,final,no,1,Malawi.xml,0,"…. Tndxral qlhangan u wa mniqnawey 9°45' dhuq 17°16', iyax kcka tongci 32°35'－35°24'. Ri-s 19 th c…"
32°35'－35°24',1,final+internal,no,1,Malawi.xml,0,"…niqnawey 9°45' dhuq 17°16', iyax kcka tongci 32°35'－35°24'. Ri-s 19 th congyey, Pprtugal, Ingkoku mpqlah…"
dha'langu,1,internal,no,1,Malawi.xml,0,"… ingri, knrbangan u 52 ingri, kiya ka splawa dha'Langu Juri' Phiyu 5 kongweyn qnlhangan (Cape Macle…"
juri',1,final,no,1,Malawi.xml,0,"…rbangan u 52 ingri, kiya ka splawa dha'Langu Juri' Phiyu 5 kongweyn qnlhangan (Cape Maclear). K…"
'kwomin,1,initial,no,1,Malawi.xml,0,"…i malax. Kwohuy u pnwaya 1 ying, splawas dha 'Kwomin gikay'. Seyhu tnualang u psuwan tudaya, tukc…"
gikay',1,final,no,1,Malawi.xml,0,"… Kwohuy u pnwaya 1 ying, splawas dha 'Kwomin gikay'. Seyhu tnualang u psuwan tudaya, tukcka, tuhu…"
'rhngun,1,initial,no,1,Malawi.xml,0,"…sediq komuying u mkrabang mqbling pila seyhu 'Rhngun Pila' so snsiqa singbung, Omong, Norway, kwo…"
'pnlawa,1,initial,no,1,Malawi.xml,0,"…ay pila dmayaw Malawi, dhuq saya ini sbrinah 'Pnlawa pnyahan pila'. 2014 seyngkyo soto cida, wada…"
pataw',1,final,no,1,Malaysia.xml,0,…ux. Rudan cbiyaw sediq Indu splawa dha 'King Pataw' (Ji Indu: Suvarnadvipa; Eygo: Golden Peninsu…
cngce',1,final,no,1,Malaysia.xml,0,"… cida u, wada phiyu kingal 'Qnlhangan Bungka Cngce'. Quri so cngce niyi u wada psdhu bungka Malay…"
ta',1,final,no,1,Malta.xml,0,…yax 4pnrajing kmlawa klwaan. cinkhulan sa knita' sa brbiru' = Marta = Slawa dha Marta ka Mart…
'oponoho,1,initial,no,1,Maolin.xml,0,"… o niqan 3 alang ni maxal 3. 3 o, Teldreka , 'Oponoho , Kungadavane . nniqan lnglingay pusupnyahan…"
'flederik'uri,1,initial+internal,no,1,Margrethe_II.xml,0,"…q saya, mwaya bay dmuwi snpruwan hangan uxay 'Flederik'uri mi, uxay 'Kristian' uri na Bukung Menmark. K…"
'kristian',1,both-edges,no,1,Margrethe_II.xml,0,"… snpruwan hangan uxay 'Flederik'uri mi, uxay 'Kristian' uri na Bukung Menmark. Kndusan Bukung Qridin…"
'þorhildur',1,both-edges,no,1,Margrethe_II.xml,0,"… ka ngalan Bukung, wada biqan hangan Iceland 'Þorhildur' ka hiya. Bukung Qridin Margrethe pa snpeyyah…"
'hungun,1,initial,no,1,Mauritus.xml,0,"…ngun Malere (Cap Malheureux,sdurux snbarah u 'Hungun Naqah Utux') ka Fransi, mniq kngkawas 1810 i…"
l'île,1,internal,no,1,Mauritus.xml,0,"…n ""Mniq sngayan diyax Moris"" (Des Vacances à L'Île Maurice) uri. Tiyu Kuxul dha balay ryosing p…"
'mngangah',1,both-edges,no,1,Mauritus.xml,0,"… wada dha pthangan qduda tutu, dungus niya u 'mngangah' (mngetiq qduda). Dhuq kngkawas 1681 cida, ba…"
mayl'ux)alang,1,internal,no,1,Mayl’ux.xml,0,"…t12%, Amis3%, Bunun1%, Truku1%. Hangan alang (Mayl'ux)Alang (Mayl'ux) Tnteanaq alang Kari Tayal o ini kl…"
"alang""mayl'ux""nii",1,internal,no,1,Mayl’ux.xml,0,"…lang Kari Tayal o ini klayi ka dungus Hangan alang""Mayl'ux""nii. Hangn Tlu do ida hngkawas 1958-1963 ni hngka…"
me-le*u(mayl'ux)ka,1,internal,no,1,Mayl’ux.xml,0,"… ka hangan da, wana seejiq hini ka lwanun na Me-le*u(Mayl'ux)ka dxgal hini. Nniqan Sing-cu-seyn u-fung-syang…"
"alang""mayl'ux""dhuq",1,internal,no,1,Mayl’ux.xml,0,"…wa-ueyn hunac hraan hidaw hiya pnarah hangan alang""Mayl'ux""dhuq hnkawas 1958-1963 (Min-kwo-hnkawas 47-52 )hn…"
mayl'ux)ka,1,internal,no,1,Mayl’ux.xml,0,"…gan da, wana seejiq hini ka lwanun na Me-le*u(Mayl'ux)ka dxgal hini. Nniqan Sing-cu-seyn u-fung-syang…"
mey-le-u(mayl'ux)ka,1,internal,no,1,Mayl’ux.xml,0,…ini kiya ka seejiq hini o rngangun dha nanaq Mey-le-u(Mayl'ux)ka dxgal nii. Kklaan rgrigan qtaan bnatas patas…
'mgay,1,initial,no,1,Mgay_ni_mangal.xml,0,"…al ka malu kari ga spatas Suyang Patas hiya. 'Mgay ni mangal o, nuqu mblaiq ka mgay.' Sbiyaw se…"
mgay.',1,final,no,1,Mgay_ni_mangal.xml,0,"…atas hiya. 'Mgay ni mangal o, nuqu mblaiq ka mgay.' Sbiyaw seuxal, ksula bi ka dnuuy nami ni, qm…"
'pnsliyan,1,initial,no,1,Michelle_Bachelet.xml,0,…lhbun balay. Rmngaw ka Michelle Bachelet pa: 'Pnsliyan UN Jncweyn' u wada ptura pkla Uighur mi duma…
jncweyn',1,final,no,1,Michelle_Bachelet.xml,0,…Rmngaw ka Michelle Bachelet pa: 'Pnsliyan UN Jncweyn' u wada ptura pkla Uighur mi duma Muslims u w…
ddaun.',1,final,no,1,Michelle_Bachelet.xml,0,…aw sediq mpririh seyhu Cyokoku muda mpprngaw ddaun.' Kiya mi Cyokoku u muda pkla kari spruwi qmit…
'mɪloʃ,1,initial,no,1,Miloš_Zeman.xml,0,"…i Czechia: Miloš Zeman, phnang kari Czechia, ('mɪloʃ 'zɛman) ; kngkawas 1944 idas 9 diyax 28－) ka…"
'zɛman,1,initial,no,1,Miloš_Zeman.xml,0,"…a: Miloš Zeman, phnang kari Czechia, ('mɪloʃ 'zɛman) ; kngkawas 1944 idas 9 diyax 28－) ka 1 Czech…"
'mbiyax,1,initial,no,1,Mohamed_Ould_Abdel_Aziz.xml,0,"…ed Vall ka muda rmading knspaux seyhu, phiyu 'Mbiyax Meysa Msdurux Lnglungan Mi Mincu Cyuns Yingk…"
cusi'muda,1,internal,no,1,Mohamed_Ould_Abdel_Aziz.xml,0,…ax 15 cida wada malax qpahunn 'Kwowu Yingkay Cusi'muda seyngkyo soto qnlhangan. Snggiying Yingcyo B…
matas'pawkaw',1,final+internal,no,1,Mohamed_Ould_Abdel_Aziz.xml,0,"…angan Tyawca Yingkay, qpahun yingkay niyi ka matas'Pawkaw' Babaw niya daw, Mauritania na Shwa u prading…"
i/mɒl'doʊvə,1,internal,no,1,Moldova.xml,0,"…dova""slawa Mortiwa ""kari lwomaniya, Moldova, i/mɒl'doʊvə, mɔːl-/""kika mniq ruwan alang klwaan hraan hi…"
d'azur,1,internal,no,1,Monaco.xml,0,"…bi ka Nisweylan hayan cican Fakwo ""Nice Côte d'Azur International Airport"". Kndadax cican dhuq b…"
'maha,1,initial,no,1,Mqedin_mngangah.xml,0,…di! mesa ka camac si. Mqedinl mngangah mesa: 'maha so bqerus tmmering bale ka rseno sapah namu …
'mesa,1,initial,no,1,Mqedin_mngangah.xml,0,"…ng bale ka rseno sapah namu mosa dgiya hiya. 'mesa rmengo di se, ma kibale Utux ka wada tsseyun…"
jidayi',1,final,no,1,Nepal.xml,0,"…, niqan knou ka sediq Yarian. 17 th ka 'King Jidayi' sediq Niwar, qnlhangan Mala wangcaw ka Nepal…"
kuruk',1,final,no,1,Nepal.xml,0,"…w wada htran Cingcaw, rikisi u splawa 'Mccbu Kuruk'. Babaw mnhdu mccbu Kuruk daw mtuhuy Cingting …"
',1,isolated,no,1,Nepal.xml,0,"…a htran Cingcaw, rikisi u splawa 'Mccbu Kuruk'. Babaw mnhdu mccbu Kuruk daw mtuhuy Cingting …"
saykri',1,final,no,1,Nepal.xml,0,"… pkixan Ingkoku psdhu matas 'Patas Pnsdhuwan Saykri', wada kyapan subway mnIngkoku Tunarac India K…"
mccbu',1,final,no,1,Nepal.xml,0,"…Nepal kyosanto (Maw Cuyi) pkla dmudul 'Jnmin Mccbu'. Kngkawas 2001 idas 6 diyax 1 kman cida, Katm…"
'pquri,1,initial,no,1,Nepal.xml,0,…pal gikay u wada muda palax bukung qnlhangan 'Pquri gikay wada muda ka giang' na biyax ini sruwa…
giang',1,final,no,1,Nepal.xml,0,"…x bukung qnlhangan 'Pquri gikay wada muda ka giang' na biyax ini sruwa, kiya ka gikay giying mni…"
'mnbelgium,1,initial,no,1,Netherlands.xml,0,"…biyaw Roma jiday, nniqan Yayung Rhine brah u 'mnBelgium Gaul' Sng han, hiti daw wada 'mnGermanic Sin…"
gaul',1,final,no,1,Netherlands.xml,0,"…jiday, nniqan Yayung Rhine brah u 'mnBelgium Gaul' Sng han, hiti daw wada 'mnGermanic Sing Sng'…"
'mngermanic,1,initial,no,1,Netherlands.xml,0,"…ah u 'mnBelgium Gaul' Sng han, hiti daw wada 'mnGermanic Sing Sng'. Nniqan tudaya u niqan hbaraw bay …"
jiday',1,final,no,1,Netherlands.xml,0,…pa mniq Netherlands u ngalan dha diyax 'King Jiday'. Kndadax prading dhuq hiti u wada ptrawah mi …
'netherlands',1,both-edges,no,1,Netherlands.xml,0,"…ma brah qmnlhangan dxral na wangkwo, kiya mi 'Netherlands' u wana nanaq tmiyu O Co Talu Netherlands. Ne…"
'karituhunac,1,initial,no,1,Netherlands.xml,0,"…i Friesland. Kari Tuhunac Afrika, splawa dha 'KariTuhunac Afrika Netherlands', kiya ka 17 th mpqlahang…"
netherlands',1,final,no,1,Netherlands.xml,0,"…hunac Afrika, splawa dha 'KariTuhunac Afrika Netherlands', kiya ka 17 th mpqlahang niya rmnngaw kari Ne…"
cida',1,final,no,1,Netherlands.xml,0,"…hdu matas hini cida uri. Mniq 'King Kngkawas Cida', Netherlands wenswey u mn10 mrana balay uri, …"
'mmudu,1,initial,no,1,Netherlands.xml,0,"… 1 seyng mbiyax na balay mpsburu niya, niqan 'Mmudu Rakkaw Lukus Pngtwan' mi 'Bukung Uka Nngalan…"
pngtwan',1,final,no,1,Netherlands.xml,0,"…alay mpsburu niya, niqan 'Mmudu Rakkaw Lukus Pngtwan' mi 'Bukung Uka Nngalan' ka hangan splawa dha…"
nngalan',1,final,no,1,Netherlands.xml,0,"… 'Mmudu Rakkaw Lukus Pngtwan' mi 'Bukung Uka Nngalan' ka hangan splawa dha, mn3 mnangal Qnlangan P…"
mbiyax',1,final,no,1,Netherlands.xml,0,…qan 12 Netherlands ciyey mtmay 'QNLANGAN 500 Mbiyax'. Mray so: Netherlands Hwangcya Shell Citwan (…
phpah',1,final,no,1,Netherlands.xml,0,"…ng mi sama, so kiya wada mangal 'O Co Nniqan Phpah' ka knmalu hangan dha. Pphpah ka pusu balay q…"
pphpah',1,final,no,1,Netherlands.xml,0,…ax niya). Qqpahan mpriwaw Niqan 'O Co Nniqan Pphpah' mi 'Qnlhangan Rulu Bwihur' sunca dha lmawa k…
bwihur',1,final,no,1,Netherlands.xml,0,"…iqan 'O Co Nniqan Pphpah' mi 'Qnlhangan Rulu Bwihur' sunca dha lmawa ka Netherlands, qqpahan rmiw…"
'yucinsyang,1,initial,no,1,Netherlands.xml,0,"…n cyu pphpah yucinsyang (Netherlands u niqan 'Yucinsyang Wangkwo' sunca hangan dha, yucinsyang ka php…"
wangkwo',1,final,no,1,Netherlands.xml,0,"… yucinsyang (Netherlands u niqan 'Yucinsyang Wangkwo' sunca hangan dha, yucinsyang ka phpah qnlhan…"
'macohu,1,initial,no,1,Netherlands.xml,0,"…alay qnlhangan, mniq 17 th tubrah cida niqan 'Macohu Ucilung' sunca dha tmhangan, sotu Amsterdam …"
'tino,1,initial,no,1,New_Zealand.xml,0,…ori u muda smdhu smruwa pndungus sediq Maori 'tino rangatiratanga' kari niyi mniq kari Maori ka…
rangatiratanga',1,final,no,1,New_Zealand.xml,0,…muda smdhu smruwa pndungus sediq Maori 'tino rangatiratanga' kari niyi mniq kari Maori ka 'Ita qmlahang i…
'ita,1,initial,no,1,New_Zealand.xml,0,"…rangatiratanga' kari niyi mniq kari Maori ka 'Ita qmlahang ita nanaq', kari Ingkoku u wada sbr…"
nanaq',1,final,no,1,New_Zealand.xml,0,"…ri niyi mniq kari Maori ka 'Ita qmlahang ita nanaq', kari Ingkoku u wada sbrahan 'Nniqan bukung',…"
'nniqan,1,initial,no,1,New_Zealand.xml,0,"…hang ita nanaq', kari Ingkoku u wada sbrahan 'Nniqan bukung', ini pntna ka qnita dha quri patas p…"
bukung',1,final,no,1,New_Zealand.xml,0,"… nanaq', kari Ingkoku u wada sbrahan 'Nniqan bukung', ini pntna ka qnita dha quri patas pnsdhuwan …"
'kiwi',1,both-edges,no,1,New_Zealand.xml,0,… sediq tndxral mi kana qnlangan u splawa dha 'Kiwi'. Maori knbalux kari dmuwi 'Pākehā' (Bhuway se…
'llutuc,1,initial,no,1,New_Zealand.xml,0,"…wi 'Pākehā' (Bhuway sediq New Zealand) tmiyu 'Llutuc O Co Sediq New Zealand', binaw bukuy niyi u …"
'pskbiyax,1,initial,no,1,New_Zealand.xml,0,"…ax hiyi New Zealand, niqan uxay mndungus bay 'Pskbiyax Hiyi Qnlhangan' ka hnyuwan niya. Duma ryosin…"
'tanwey,1,initial,no,1,New_Zealand.xml,0,"…naw mbiyax bay ka undo dha, nasi so psdkanan 'Tanwey knhbrawan hiyi sediq mnangal snadu ryu' qmit…"
ryu',1,final,no,1,New_Zealand.xml,0,"…n 'Tanwey knhbrawan hiyi sediq mnangal snadu ryu' qmita daw, mniq Olympic undokay, Ta Ing Kwos…"
'all,1,initial,no,1,New_Zealand.xml,0,…New Zealand Mtur Boru Tuy (Pnngalan hangan u 'All Whites' 'Mbhuway Beyhing') ka biyax dha u wa…
whites',1,final,no,1,New_Zealand.xml,0,…ealand Mtur Boru Tuy (Pnngalan hangan u 'All Whites' 'Mbhuway Beyhing') ka biyax dha u wada mrana…
'mbhuway,1,initial,no,1,New_Zealand.xml,0,"…tur Boru Tuy (Pnngalan hangan u 'All Whites' 'Mbhuway Beyhing') ka biyax dha u wada mrana balay, w…"
beyhing',1,final,no,1,New_Zealand.xml,0,"…Tuy (Pnngalan hangan u 'All Whites' 'Mbhuway Beyhing') ka biyax dha u wada mrana balay, wada balay …"
'nigeria,1,initial,no,1,Nigeria.xml,0,…914 daw wada pspuwan dxral qnlhangan Ingkoku 'Nigeria Dxral Qlhangan mi Qnlhangan Qmlahang'. Babaw…
