token,count,category,in_attestation_dict,n_files,example_file,example_sentence_id,example_context
cendu',1,final,no,1,Oman.xml,0,"…tebung, nikudan sa patideng tu saicelangay a cendu' , demecen nuheni ku India bayu nu saicelanga…"
ika-li',1,final,no,1,Oman.xml,0,"…atudu'an kuhitay nu Oman midebung, maalaw ku Ika-li' atu Luse-take' , cacay a malebut siwa a lasu…"
luse-take',1,final,no,1,Oman.xml,0,"…itay nu Oman midebung, maalaw ku Ika-li' atu Luse-take' , cacay a malebut siwa a lasubu lima a bataa…"
sutansayi'.tel.pentaimue,1,internal,no,1,Oman.xml,0,"… enem a bataan idaw ku pitu (1967) a mihcaan Sutansayi'.tel.pentaimue pulungen nida ku niyadu', Mase-ke'te'-sutan …"
mase-ke'te'-sutan,1,internal,no,1,Oman.xml,0,"…ayi'.tel.pentaimue pulungen nida ku niyadu', Mase-ke'te'-sutan a kanatal misumad tu ngangan mala Mase-ke'te…"
mase-ke'te',1,final+internal,no,1,Oman.xml,0,"…tideng tu Sayi-delwan-caw , pangangan han tu Mase-ke'te'-sudan kanatal , saka mala saicelangay nu Ind…"
ila-ke',1,final,no,1,Oman.xml,0,"…eni, idaw ku duma a niyadu' akamu macalap nu Ila-ke' a tadakamun, idaw ku macalapty nu Puo-se a k…"
in-ti',1,final,no,1,Oman.xml,0,"…amun, idaw ku macalapty nu Puo-se a kamu atu In-ti' akamuan. . numa kaydaay i Sanci-pa a Oman nu…"
ta'lu,1,internal,no,1,Oman.xml,0,… i nanumay a tademaw atu namakaydaay i Na-ya ta'lu nutawan a niyadu'ay nu tademaw musakamu tu W…
sawuti'-alapuo,1,internal,no,1,Oman.xml,0,"…o pulung nu kanatal a kakenisan, nutipan atu Sawuti'-alapuo mababiyaw, nutipan timulan atu Ya-men malali…"
he'mu-cebayu,1,internal,no,1,Oman.xml,0,"…uo lanhe ciucen a kanatal mibenis, silaad tu He'mu-cebayu atu I-lang masasuayaw. 130毫米. Tie' uo-sewan …"
tie',1,final,no,1,Oman.xml,0,…u He'mu-cebayu atu I-lang masasuayaw. 130毫米. Tie' uo-sewan pasaydaay i Ingtu-yang u kacaledesa…
kasapi'an,1,internal,no,1,Oman.xml,0,"…nu caledes, sabaw tu cacay ~ sepat a bulad u kasapi'an nu demiad, cypiwac han makaala tu cacay a ba…"
/'oʊmɑːr/,1,internal,no,1,Ow-ma-alPinHa-ta-pu.xml,0,"… Ow-ma-al.Pin.Ha-ta-pu Ow-ma-al.Pin.Ha-ta-pu ""/'oʊmɑːr/; A-la-pow:عمر بن الخطاب‎ 'Umar ibn al-Khaṭṭāb…"
alxɑtˤ'tˤɑːb)；584,1,internal,no,1,Ow-ma-alPinHa-ta-pu.xml,0,"…ب‎ 'Umar ibn al-Khaṭṭāb ('ʕomɑr-, 'ʕʊmɑr ɪbn alxɑtˤ'tˤɑːb)；584 a mihcaan katukuh 644 a mihca 11 a bulad 3 a…"
歐瑪爾·賓·哈塔卜(/'oʊmɑːr/,1,internal,no,1,Ow-ma-alPinHa-ta-pu.xml,0,"… u situngusay, u sakalilidan sa ci Ha-li-ba. 歐瑪爾·賓·哈塔卜(/'oʊmɑːr/; 阿拉伯語:عمر بن الخطاب‎ 'Umar ibn al-Khaṭṭāb ('ʕ…"
alxɑtˤ'tˤɑːb)；584年—644年11月3日,1,internal,no,1,Ow-ma-alPinHa-ta-pu.xml,0,"…ب‎ 'Umar ibn al-Khaṭṭāb ('ʕomɑr-, 'ʕʊmɑr ɪbn alxɑtˤ'tˤɑːb)；584年—644年11月3日), . i 634 a mihca 8 a bulad 23 a demiad ci-Mu-…"
tima'en,1,internal,no,1,Ow-ma-alPinHa-ta-pu.xml,0,"…aw zikuz, u kamu malinges ku tumuk cinizaan, ""tima'en nu Di'tu kisu!""ci Ow-ma-al namakayza pabinaw…"
nipacici',1,final,no,1,Owngci_a_tademaw.xml,0,… 1901 a mihca 672 ku tademaw maselep katukuh nipacici' 100 ku tademaw. maselep ku tademaw angangan …
pa'anifong(u,1,internal,no,1,Pa'anifong.xml,0,Pa'anifong(u sulit nu Hulam:巴阿尼豐部落) u siwkay nu niyazu' i…
"本地在清時稱八里芒,是""pa'anifong",1,internal,no,1,Pa'anifong.xml,0,"…y ku Ingcumin, 611 ku tademaw, pakalatu 58%. 本地在清時稱八里芒,是""Pa'anifong "" ""manifong"", ""Pa'anifong"" ""anibon"", ""anibon…"
tu-ke'-kay-ke,1,internal,no,1,Pa-ha-ma.xml,0,"…l "" Hay-ti atu Duo-min-ni-cya"", wali amis ku Tu-ke'-kay-ke subal, nu yadahay a kitidaan itida namin mic…"
masasula'cu,1,internal,no,1,Pa-na-ma.xml,0,"…usep mihcaan, ina Ta-ke-lun-pi-ya-kun-he-kuo masasula'cu malaliyad, ina Pa-na-ma mala Ke-lun-pi-ya-ku…"
ci-mi.ka-te',1,final,no,1,Pa-na-ma.xml,0,"…icpic mihcaan siwa a bulad pitu a demiad, ci Ci-mi.Ka-te' a Amilika sihu atu Tuo-li-huo-se a Pa-na-ma …"
hun-u',1,final,no,1,Pa-na-ma.xml,0,"…i ku Pa-na-ma sawac a hamin nu kakuwanan atu hun-u' a kinlian, hitay nu Amilika mamin a pacubeli…"
bəɾsə'lonə,1,internal,no,1,Pa-say-long-na.xml,0,"…ya a kamu, Barcelona, Pa-say-long-na pangiha (bəɾsə'lonə) , Si-pan-ya a kamu Barcelona, Si-pan-ya a ka…"
baɾθe'lona,1,internal,no,1,Pa-say-long-na.xml,0,"…a a kamu Barcelona, Si-pan-ya a kamu pangiha (baɾθe'lona)"" nu Si-pan-ya Cya-long-ni-ya angangan a tuse …"
"barcelona,加泰隆尼亞語發音:(bəɾsə'lonə",1,internal,no,1,Pa-say-long-na.xml,0,"…yaway nu tabakiay a tukay nu Cya-long-ni-ya, :Barcelona,加泰隆尼亞語發音:(bəɾsə'lonə) ；西班牙語:Barcelona,西班牙語發音:(baɾθe'lona)) . Cya-l…"
"；西班牙語:barcelona,西班牙語發音:(baɾθe'lona",1,internal,no,1,Pa-say-long-na.xml,0,"…long-ni-ya, :Barcelona,加泰隆尼亞語發音:(bəɾsə'lonə) ；西班牙語:Barcelona,西班牙語發音:(baɾθe'lona)) . Cya-long-ni-ya a tatengilan sakaput, mikaw…"
kaw-su',1,final,no,1,Pa-si-li-ya.xml,0,"…pitu a kunlian. ,各約7公里長. cacay nu ahebalay a kaw-su' dadan militin tu timul amis nu sakubatan, te…"
li-ye-ze'-nei-lu,1,internal,no,1,Pa-si-li-ya.xml,0,"…aan , itini i Sen-paw-luo han sabaw tusa atu Li-ye-ze'-nei-lu saka sabaw tulu. (第13)之後. #%E5%9C%B0%E7%90%8…"
suocen-hu',1,final,no,1,Pacaycu.xml,0,"… sawacan nu lilisa a Mesi-secun ""Niwmin-san, Suocen-hu', Tanan, Wukun-lun"" u Keha-wucu. ,約在170cm (Paz…"
從前這裡有很多kara'acay,1,internal,no,1,Pakara'ac.xml,0,"…cay ku Ingcumin, 41 ku tademaw, pakalatu 9%. 從前這裡有很多Kara'acay 棲息,所以命名為Pakara'ac. (Tingalaw)的阿美族人,因為受到Manow…"
"棲息,所以命名為pakara'ac",1,internal,no,1,Pakara'ac.xml,0,"…41 ku tademaw, pakalatu 9%. 從前這裡有很多Kara'acay 棲息,所以命名為Pakara'ac. (Tingalaw)的阿美族人,因為受到Manowan : nuayaw, yadah …"
kara'acay,1,internal,no,1,Pakara'ac.xml,0,"…Ingcumin, 41 ku tademaw, pakalatu 9%. 從前這裡有很多Kara'acay 棲息,所以命名為Pakara'ac. (Tingalaw)的阿美族人,因為受到Manow…"
ku-te'-pu,1,internal,no,1,Pakistan.xml,0,"…ce-ni wancaw. 12 . cay tu sep nem mihcaan ci Ku-te'-pu. Ay-pa'-ke patideng tu kalung nu wancaw, Pa-c…"
ay-pa'-ke,1,internal,no,1,Pakistan.xml,0,"…w. 12 . cay tu sep nem mihcaan ci Ku-te'-pu. Ay-pa'-ke patideng tu kalung nu wancaw, Pa-ci-se-tan a…"
maa'dap,1,internal,no,1,Palamal_i_Sakul_(2).xml,0,"…878 a mihcaan, debunan nu hulam, pasukabalan maa'dap milais tu hulam, sadikuday, niyazu' nu Sakid…"
da'kep,1,internal,no,1,Palamal_i_Sakul_(2).xml,0,"…abi sa papilaliw tu nuyazu'ay, sadikiday sa, da'kep han ku tumuk, sikep han tu pacayi i kilang m…"
tahepu'ay,1,internal,no,1,Palau.xml,0,"…kacaledasan a maudaday a kilangkilangan numa tahepu'ay a subal nu kakitidaan a subal, idaw ku lumen…"
adid'iay,1,internal,no,1,Palau.xml,0,"…nu salu , atu nu inaiay nu letek nu bau, atu adid'iay a kakitil atu nu canacanan nu cilekay, nika …"
mipalul'cus,1,internal,no,1,Palau.xml,0,"…, acaay pi sutsut tu sakay banges nu singpu' mipalul'cus tu san-hu-cew a sakacaledes nu sakacaledes n…"
20'000,1,internal,no,1,Palau.xml,0,"…tademaw mueneng nu silumaay hantu makaala tu 20'000 ku tademaw, nu itiniay tu a mueneng a tadema…"
"tjura'aljadju的地方,並與由takamimura",1,internal,no,1,Paljur.xml,0,"== Paljur == u sulit nu Hulam: Tjura'aljadju的地方,並與由Takamimura : u siwkay nu niyazu' i Pingtung a kuwan nu …"
kunatusa',1,final,no,1,Panama.xml,0,"…lay mialaw tu Panama , Scotland a hitay saka kunatusa' milisapen midebung tu kakitidaan nu Panama ,…"
tada'adidi',1,final+internal,no,1,Panama.xml,0,"…milisapen midebung tu kakitidaan nu Panama , tada'adidi' tu ku tademaw, amelik hiyaen nu Spain tadema…"
miyala'tu,1,internal,no,1,Panama.xml,0,… Cungtun ci Siawdu.luosefu mangalay mitaneng miyala'tu tina yunghean cacay a malebut siwa a lasubu …
namikaygisa'tu,1,internal,no,1,Panama.xml,0,"…atu micaliw tina yunhe a sasulitan, Columbia namikaygisa'tu caapisulul kaisa' paina mihang. 1903年11月3日, …"
kaisa',1,final,no,1,Panama.xml,0,"…asulitan, Columbia namikaygisa'tu caapisulul kaisa' paina mihang. 1903年11月3日, . cacay a malebut …"
nuy'daan,1,internal,no,1,Panama.xml,0,"…, patideng tu Panama kunhekuo . 同年11月18日, "". nuy'daan a mihcaan tu sabaw tu caay a bulad atu sabaw…"
cimi.kate',1,final,no,1,Panama.xml,0,"…(1977) a mihcaan siwa a bulad pitu a demiad, Cimi.kate' a Amilika sifu atu Tulihuose a Panama a sifu…"
nipatumi',1,final,no,1,Panama.xml,0,"…cudad. baluhay anikasasulit tu cudad idaw ku nipatumi' tu kawaw, Amilika aitini i cacay a malebut s…"
"13°28',tipan",1,internal,no,1,Pancu.xml,0,"…ancu u balat nu pala nu henisa u ams a balat 13°28',tipan sa 16°36'(13.4667, -16.60"". 班竹的經緯度是北緯13°28',…"
16°36'(13.4667,1,internal,no,1,Pancu.xml,0,"…pala nu henisa u ams a balat 13°28',tipan sa 16°36'(13.4667, -16.60"". 班竹的經緯度是北緯13°28',西經16°36'(13.4667, -…"
"班竹的經緯度是北緯13°28',西經16°36'(13.4667",1,internal,no,1,Pancu.xml,0,"…lat 13°28',tipan sa 16°36'(13.4667, -16.60"". 班竹的經緯度是北緯13°28',西經16°36'(13.4667, -16.60). Pancu i mang-tay a kamuy a imi sa u…"
sararaya',1,final,no,1,Pangcah_(Amis).xml,0,"…a lutuk atu sawaliyay a lutuk. Midungdung tu sararaya' sanay a enar atu makasawaliay, milawit tanga…"
niyaru',1,final,no,1,Pangcah_(Amis).xml,0,…'urip nu Taywan. Manay aluman ku miliyasay i niyaru' nu kapah. Tayra i tukay a mikilim tu saka'ur…
paong'ong,1,internal,no,1,Paongaongan.xml,0,"== Paongaongan == u sulit nu Hulam: ""Paong'ong"". Paogaogan kanatoron 溪和chiinawan paongowan Pa…"
du'(12,1,internal,no,1,Papua_New_Guinea.xml,0,"…i ce'taw katukuh i nutimulan nu sabaw tusa a du'(12), waliyan namakayda cacay a lasubu sepat a bat…"
paypu'-lazen拍瀑拉人,1,internal,no,1,Papulacu.xml,0,… Cen-ha Tatu' a basaan nu suo-han. 彰化縣大肚等社熟番 Paypu'-lazen拍瀑拉人 pulung nu tademaw caay ka tinengi 總人口 不明 kak…
cuopu',1,final,no,1,Papulacu.xml,0,"…ngi 總人口 不明 kakenihan nu kitidaan 分佈地區 Taywan cuopu' Ta-cuon Ta-tu', Ta-cia, Sa-lu', Lun-cen, Wu-…"
ta-tu',1,final,no,1,Papulacu.xml,0,"…nihan nu kitidaan 分佈地區 Taywan cuopu' Ta-cuon Ta-tu', Ta-cia, Sa-lu', Lun-cen, Wu-ci,Cen-suy, Wu-z…"
sa-lu',1,final,no,1,Papulacu.xml,0,"…n 分佈地區 Taywan cuopu' Ta-cuon Ta-tu', Ta-cia, Sa-lu', Lun-cen, Wu-ci,Cen-suy, Wu-zen atu Nan-tun n…"
papu'-layi,1,internal,no,1,Papulacu.xml,0,"…lan, atu Nan-tuo Pu-li a niyaduan. . Kamu 語言 Papu'-layi ""malawpes tu"" 巴布拉語 Layak "" kamu nu Taywan, k…"
mi'ke'-luoni-siya,1,internal,no,1,Papulacu.xml,0,"…a, Heh-cuo Mata-ciase- ciadaw, atu Tayun-cuo Mi'ke'-luoni-siya, Mia-la Ni-siya, Puoli Nisi-ya a "" Nandaw-min…"
papu'-la,1,internal,no,1,Papulacu.xml,0,"…lan, atu Nan-tuo Pu-li a niyaduan. . Kamu 語言 Papu'-layi ""malawpes tu"" 巴布拉語 Layak "" kamu nu Taywan,…"
paypu'-lacu,1,internal,no,1,Papulacu.xml,0,"…an,Bopalat,Basagar,Babusagar, palecad han tu Paypu'-lacu"" u Taywan yun-cu-min, u tangabulan hank u sau…"
tadu'-se'-zen,1,internal,no,1,Papulacu.xml,0,"…angabulan hank u sausi, kamu han namakayda i Tadu'-se'-zen tu sananay cinida pangangan tu Papula "" mica…"
tatu'-wankuo,1,internal,no,1,Papulacu.xml,0,"…aenalay nu dadipasan. Papu'-lacu patideng tu Tatu'-wankuo nu angangangan nu binacadan, itini i Helan, …"
nikaada'an,1,internal,no,1,Paraguay.xml,0,… ku sakalinagatu tu sakatahekal nu tuudan tu nikaada'an atu mahaymaw ku sakaudip.
ba'tuaay,1,internal,no,1,Pasaycu.xml,0,"…kay簡介 Pasacu a tuas saayaway hakay u baluhay ba'tuaay a ziday tu sazikuzay, makay Tungnaya tayni i…"
'santiago/ki-vanow-an,1,initial,no,1,Pasaycu.xml,0,"…ywan subal satimulan a Cya-cyaw-san-paw-cyaw 'Santiago/ki-vanow-an"" a tatukus."" nilaculan 1694 (Trobiawan), (Lin…"
ci-lung-sa'wac,1,internal,no,1,Pasaycu.xml,0,"…ni a binacadan kaliwaliwah liwliw u Tan-suy, Ci-lung-sa'wac, Sin-tyen sa'wac saamisa a kakitizaan, malali…"
linaw',1,final,no,1,Pasaycu.xml,0,"…yen ""Trobiawan"", atu kasuala tu I-lan-naw-se ""Linaw'. , Pasaycu nu Taywan cayay kakatuud nu malali…"
malali'acay,1,internal,no,1,Pasaycu.xml,0,…ay a niyazu' icapi alihican miadup tu ngabul malali'acay tu bukul nu ngabul. uheni nu nalimaan atu zu…
makatepa'tu,1,internal,no,1,Paske_a_tademaw.xml,0,…u amisan nu Aitapuilka ElPultalung a buhanan makatepa'tu waluay baetuay a ditay numatenesay tademaway…
dada'ku,1,internal,no,1,Paske_a_tademaw.xml,0,…anam ku mulaay henay). imahiniu Paske a kamu dada'ku katinengan a binacadan caay tu kapapina. Tat…
utatenga'ay,1,internal,no,1,Pawlu.xml,0,"…a kamu:Paulus; yu 3 amihcaan ya 67 amihcaan, utatenga'ay angangan sa ""Sawlu.yiliya"" ""Shaul Eliyahu"" d…"
paine',1,final,no,1,Pay-ney_kanatal_aidangan.xml,0,"…-pang-ya a kamu, ""Parque Nacional Torres del Paine' u imi Cin-ta aidangan nu kanatal ""Paine"" cus…"
"puu',kinapina",1,internal,no,1,Pay-ney_kanatal_aidangan.xml,0,"…katukuh 12 a bulad tu teban u sadingsingan a puu',kinapina tu tayza i Patagonia pasasing, makay 8 a bul…"
sibali',1,final,no,1,Payl-mu-pang.xml,0,"… buyubuyu'an mipuut tu ciyalepi a bayu' nika sibali', nika itini i nu kanatal a lala' nu teban, id…"
ta-yiw-ke'-yeng,1,internal,no,1,Pea-tuo-ce-cin.xml,0,"… misulit tina Pei-duo-ce-cin sa kanamuhan ni Ta-yiw-ke'-yeng, Fa-lan-ke.Fa-la-cie-te' ""Frank Frazetta"", Si…"
fa-lan-ke.fa-la-cie-te',1,final,no,1,Pea-tuo-ce-cin.xml,0,"…-duo-ce-cin sa kanamuhan ni Ta-yiw-ke'-yeng, Fa-lan-ke.Fa-la-cie-te' ""Frank Frazetta"", Si-de.Mi-de ""Syd Mead"" Ni-…"
w-ti-ha'-ke',1,final+internal,no,1,Pea-tuo-ce-cin.xml,0,"…hing"", atu caysiwwallu mihcaan nu manggaan "" W-ti-ha'-ke' ""The Incredible Hulk"" tu aakihan. (Frank Fra…"
ci'-cuo-cun-su,1,internal,no,1,Pea-tuo-ce-cin.xml,0,"…w, sayaway ci Yen-ce-hu ku kilimen itida i "" ci'-cuo-cun-su"" a sayhuan ci Suo-lei-ma-li, ales han tu ku P…"
cu'cuda,1,internal,no,1,Pea-tuo-ce-cin.xml,0,"…hakiya a mikaysyk tina Cin-se-langan itida i cu'cuda tu nikatulinana a miliwku nu kankian, kina p…"
inayi'kidapildac,1,internal,no,1,Peldac_i_sakul.xml,0,"…idaya.u tatiedan nu pinacadan kya pildac.anu inayi'kidapildac caay kya paudipay Ku pinacadan nusakidaya,u …"
pu-w'-kun,1,internal,no,1,Peru.xml,0,"…angawan nu kakitidaan, mikawaw tu kanatal nu Pu-w'-kun, laziw tilibi nu kakawawan atu lalangawan nu …"
pa'-e-ma,1,internal,no,1,Peru.xml,0,"…iw-pay, misulitay tina cudadan ci Li-ka-tuo. Pa'-e-ma. 獨立後, . tu sep seci tu lingatu In-ti-an cuyi …"
pisaadidi',1,final,no,1,Pey-lu-te.xml,0,"…ada', namahiza sakay Li-pa-nen a kezay amana pisaadidi' miazih. Pey-lu-te cung-yang kitizaan, Ha-mu-…"
be'erot,1,internal,no,1,Pey-lu-te.xml,0,"…aliyaw patizeng. Lu-te kasumamadan a ngangan ""be'erot"" han ""u imi tebun a tukay"" nu Be-ni-ci a nipa…"
matutu',1,final,no,1,Pey-lu-te.xml,0,"…ziday ayaw nu kung-yen tu 15 a se-cian, ayza matutu' tu i sye-sin ku sulit padepitan i sapad musa…"
sa'wacanay,1,internal,no,1,Pey-lu-te.xml,0,…i a tukay. u kasumamadayay nu midebungay u i sa'wacanay zayhan u masaupuay nu lala' a subal. na tuka…
"魯特古名為""be'erot",1,internal,no,1,Pey-lu-te.xml,0,"…hkal musakamu tu nisulitan tu kasumamadanay. 魯特古名為""be'erot"" , ""Berytus"", . i ayaw nu kung-yen 140 a mkih…"
sakulawi',1,final,no,1,Pey-lu-te.xml,0,"…h u tukay a bacu, cacay a hay-tun mibedbed i sakulawi' nu balinga. uyni a bacu i 15 a se-ci nu Wi-n…"
aluma'an,1,internal,no,1,Pey-tow_unsing.xml,0,"…sing a pilabinan makelul tu, macapi tu 50 tu aluma'an ku pilabinan a unsing kakilukilul sa masatez…"
pi-de-ta-di'彼得大帝,1,internal,no,1,Pi-de-ta-di’.xml,0,"== Pi-de-ta-di'彼得大帝 == Pi-de yese, sakakaay nu wawa ni A-lie-ke-…"
e'-tu-man-tikuo,1,internal,no,1,Pi-de-ta-di’.xml,0,"…wawies tu Ke'-li-mi-ya kanatal a sakakaay ci E'-tu-man-tikuo, pacebaan nida ku ngangan tacuwacuwa i Si-o m…"
anutaluma',1,final,no,1,Pi-de-ta-di’.xml,0,"…ngalay mibakin ci nidaan. nika nakamuan nida anutaluma' ku wawa nida amalahucunu tademaw sa, ahican …"
alala'sa,1,internal,no,1,Pisung_pipatayzaan_tu_basaw_hananay.xml,0,"… sabaw lima' kuntun, ayza mayza u kapahay tu alala'sa, nika itawya pisiwngacean yadah kuni u basaw …"
kisuc',1,final,no,1,Pisung_pipatayzaan_tu_basaw_hananay.xml,0,…ipazengan tu liwan hawsa izikuz pacamul tuya kisuc' hananay hawsa kalamkam yada masupet satu i p…
ada'tu,1,internal,no,1,Poland.xml,0,"…Euripe adidiay a Luo-se kunkuo , sisa masasu ada'tu micapi tu walu a lasubu a mihcaan itida i Tu…"
tiwdun',1,final,no,1,Poland.xml,0,"…tidaan, Leakenika malepacaw henay Poland atu tiwdun' maka subauay a mapulungay masakaputay a hita…"
nai'satu,1,internal,no,1,Poland.xml,0,"…a kanatal nu Cincen a kanatal misawacu, sisa nai'satu ku laheci nu Poland . 14世紀, . cacay a bataan…"
malalaluma'an,1,internal,no,1,Poland.xml,0,…nina tusaay a kanatal sawsawni itini i hunse malalaluma'an. sadikuday satu Poland Lithuania demecen nuhe…
e'luosesahun,1,internal,no,1,Poland.xml,0,"… a zutay, milihida tu waliyan ni palekalan a E'luosesahun kanatal kinapina a malepacaw. atu Ottoman ka…"
i-su',1,final,no,1,Poland.xml,0,…ku nu Poland a tademaw misuayaw tu tinsukiw. i-su' Poland ni sikian tu aadihan itini i kanatal …
misaadidi'aca',1,final+internal,no,1,Poland.xml,0,"…fu misuayaw tu nalimaan ansangaan anipikawan misaadidi'aca', u sibung hantu mala pakunida sananay a sasak…"
misakainai',1,final,no,1,Poland.xml,0,"…g ka ngada han nu katuuday, sakatinengan u "" misakainai' tu kulit atu micidekay a kulit, alesen nuhen…"
si-ke-te',1,final,no,1,Portugal.xml,0,"…-ya naw Luo-ma-ti-kuo a kaputan, namahiya nu Si-ke-te' tademaw atu Su-wi-huy tademaw debungan, masa…"
ze'-e-man,1,internal,no,1,Portugal.xml,0,"…-ya, mikuwan katukuh tu kun-yen lima nu seci Ze'-e-man niyadu' ku midebungay. 公元前140年前後, . pic cay …"
kuo-w'-cin,1,internal,no,1,Portugal.xml,0,"…dumaay nu Pu-cengan atu sakakaay sakatusa nu Kuo-w'-cin, situngus mikawaw tu sakay kanatal nu cen-ce …"
aidi'ay,1,internal,no,1,Portugal.xml,0,"…nikasasuwalan tu nipihang a hucunu hulican a aidi'ay nu kakakawawan, atu papulungan nu kung-he-ku…"
kay-te'-tademaw,1,internal,no,1,Portugal.xml,0,"…Luo-ma nu nikalalidan a Yi-pi-li-ya subal nu Kay-te'-tademaw, Liw-si-tay-ni-ya tademaw aru Yi-pi-li-ya tad…"
wundu',1,final,no,1,Portugal.xml,0,"…n ku kamu. 15至16世紀, . ladlad 體育 Pu-taw-Ya nu wundu' 葡萄牙體育 Ke-li-se-ti-zuo. Luo-na-tu u aydaay nu…"
ziyazu'12.4,1,internal,no,1,Pow-al-ni.xml,0,"…kitizaan"" 230 tow-pin-hang kung-li, labuay a ziyazu'12.4 emang ku tademaw, talakaw nu buyu' 550 mi. P…"
misannga'創作,1,internal,no,1,Pow-la-tu.xml,0,… aayaw nu talakaway a cacudadan. misabaluhay misannga'創作 Pow-la-tu yadah ku misulitay tu masasakamuay…
kazatinga',1,final,no,1,Pow-la-tu.xml,0,"… minanam kuheni hawsa uyzasa uynian a tineng ""kazatinga'"". malilid ku ce-sye 哲學影響 nizatengan ni Pow-la-…"
buku'reʃtʲ,1,internal,no,1,Pu-cya-le-s-te.xml,0,"… kamu București, Low-ma-ni-ya pangiha a kamu (buku'reʃtʲ) )nu Low-ma ni-ya a angangan a tukay, u satab…"
"bucurești,羅馬尼亞語發音:(buku'reʃtʲ",1,internal,no,1,Pu-cya-le-s-te.xml,0,"… nu Ow-mung nu sakaenem nu tabakiay a tukay. :București,羅馬尼亞語發音:(buku'reʃtʲ) ) . likisi歷史 Pu-cya-le-s-te iza 500 tatu a m…"
pala'cus,1,internal,no,1,Pu-yi-nuo-se-ay-li-se.xml,0,"…u-li-ma, a lidamsuan , uyni a kiyaku micidek pala'cus tu Pu-yi-nuo-se-ay-li-se sapisiwbayan a nika…"
"fa-kuo,ke'-luo-ay-si-ya",1,internal,no,1,Pu-yi-nuo-se-ay-li-se.xml,0,"…uma nu O-cuo pasu De-kuo,Ay-e-lan,Pu-taw-ya, Fa-kuo,Ke'-luo-ay-si-ya, Ing-ke-lan,Wi-e-se, itida i caysiwsiwsep mih…"
iniyadu'ay,1,internal,no,1,Puerto_Rico.xml,0,"…kiya ku wayway ""pakunida sananay a kanatal , iniyadu'ay a tademaw han u Amilika ku sausi sa, itini i…"
micu'kcu'kay,1,internal,no,1,Puerto_Rico.xml,0,"…ikuwan tu tusaay a sa'timan nu nanum, mahida micu'kcu'kay tu picumud Caribbean bayu a panan, mahida Am…"
aniyadu'ay,1,internal,no,1,Puerto_Rico.xml,0,"…alaw tu Germany misaayaw tu Caribbean bayu a aniyadu'ay mamidebung. dumasatu, itini i nu demaakawawa…"
lupas-apuyu',1,final,no,1,Puerto_Rico.xml,0,"…kunipi sungay tu Amilika , nika (maanalay nu lupas-apuyu' ku akuti'). Puertu Rico mabiyalaw tu ku, mal…"
tada'pinaay,1,internal,no,1,Puerto_Rico.xml,0,"…an tu hiusu han tadaadidi'tu sakadihiyan sa, tada'pinaay kiya ku painaay. kya mahini saw, hatidaaytu …"
saka'timan,1,internal,no,1,Puerto_Rico.xml,0,"…an laliyuliyuwan nu teban, u Ciwlepiha subal saka'timan a cacumudan nu TaSi-Yang a kakaydaan nu nanu…"
puu'ten,1,internal,no,1,Puerto_Rico.xml,0,"…milika misadateng. anucaay pitengil, Amilika puu'ten nuheni ku Puertu Rico a panan, taneng tu ""a …"
sipatuhpi',1,final,no,1,Puerto_Rico.xml,0,"…la Amilika a Cuo, u saka ngalaymala sakaudip sipatuhpi' i Amilika ."
pulayce-pa'seka-e(blaise,1,internal,no,1,Pulayce-Pa’seka-e（Blaise_Pascal）布萊茲帕斯卡爾.xml,0,…1662 ) == nidatengan malatademaw a sawinaan- Pulayce-Pa'seka-e(Blaise Pascal 1623-1662) Pulayce-Pa'seka-e(kamu nu …
pulayce-pa'seka-e(kamu,1,internal,no,1,Pulayce-Pa’seka-e（Blaise_Pascal）布萊茲帕斯卡爾.xml,0,"…- Pulayce-Pa'seka-e(Blaise Pascal 1623-1662) Pulayce-Pa'seka-e(kamu nu Hulam: 布萊茲帕斯卡爾 , Blaise Pascal)nanu wawa …"
kayli'lun,1,internal,no,1,Pulayce-Pa’seka-e（Blaise_Pascal）布萊茲帕斯卡爾.xml,0,"… sapisausi tu aasipen, u sayaway patideng tu kayli'lun . cacay a malebut enem a lasubu pitu a bataa…"
secongsi(sa'wac,1,internal,no,1,Pungudan.xml,0,"…an siang, Shimen chun Tamey niyazu', itiza i Secongsi(sa'wac), izikuz nu dihkuay a nemnem, u caay picumud t…"
tameysi(sa'wac,1,internal,no,1,Pungudan.xml,0,"…za mueneng. Tamey chun izaw ku Lilung buyu', Tameysi(sa'wac), i tebal nu Checheng siang, Secongsi dihku ne…"
masalama',1,final,no,1,Pur-dull.xml,0,"…ukulit, misulit, mudadiw, misanga' tu dadiw, masalama' tu Kital, miduba', misasing, mitenun atu zum…"
niyazu'ː,1,internal,no,1,Pur-dull.xml,0,…a demiadː1967 a mihcaan 8 a bulad 1 a demiad niyazu'ː Taywan Taitung sian Taitungse Nawangli Nawan…
napasubana'anː,1,internal,no,1,Pur-dull.xml,0,"…kawawː kincal, mudadiway kamuː Puyuma, Hulam napasubana'anː Taitung 農工, Taywan kincal cacudadan papazaan…"
asakapu',1,final,no,1,Pusung_Butu_Ye_yu_adiwawa_a_cacudadan.xml,0,… ngangan nu sakaput adidi mubaheiay a buting asakapu' pilipayan tu caysa pihibang tulin sa kuhini …
