pair,source_phrase_clean,ildrf_source_found,ildrf_reference_files,ildrf_chinese_glosses,glosbe_targets_for_source,mapping_supported_targets,mapping_different_targets,unmapped_targets,unattested_source_targets,decision
"tay,en",t'aring,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,開始; 開始、啟動,begin,,,begin,,keep_all_structurally_valid_targets
"tay,en",takaliwak,no,,,lightning,,,,lightning,keep_all_structurally_valid_targets
"tay,en",talah,no,,,red,,,,red,keep_all_structurally_valid_targets
"tay,en",talap,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,屋簷,eaves,,,eaves,,keep_all_structurally_valid_targets
"tay,en",tamana,no,,,broccoli,,,,broccoli,keep_all_structurally_valid_targets
"tay,en",tanux,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,外面; 庭院; 戶外、外面; 戶外、外面、廣場,"outdoors; surroundings; yard,patio, outside","outdoors; surroundings; yard,patio, outside",,,,keep_all_structurally_valid_targets
"tay,en",tapang,no,,,quilt,,,,quilt,keep_all_structurally_valid_targets
"tay,en",tbihi,no,,,cabbage,,,,cabbage,keep_all_structurally_valid_targets
"tay,en",thbu',yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,胡瓜; 蒲瓜,gourd,,,gourd,,keep_all_structurally_valid_targets
"tay,en",thekan brwan,no,,,study desk,,,,study desk,keep_all_structurally_valid_targets
"tay,en",thekan tman,no,,,chair,,,,chair,keep_all_structurally_valid_targets
"tay,en",thoyay,no,,,can,,,,can,keep_all_structurally_valid_targets
"tay,en",tikai,no,,,little; small,,,,little; small,keep_all_structurally_valid_targets
"tay,en",tlahi,no,,,pomelo,,,,pomelo,keep_all_structurally_valid_targets
"tay,en",tmahuk,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,煮; 煮(菜),boil (meat),,,boil (meat),,keep_all_structurally_valid_targets
"tay,en",tmasoq,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,接續,end,,,end,,keep_all_structurally_valid_targets
"tay,en",tminun,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,編織,weave,,,weave,,keep_all_structurally_valid_targets
"tay,en",tmwang,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,增加、加上,move to a new dwelling,,,move to a new dwelling,,keep_all_structurally_valid_targets
"tay,en",tokan,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,男用背負網袋; 背袋,net bag; rucksack,net bag; rucksack,,,,keep_all_structurally_valid_targets
"tay,en",topu',yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,白蘿蔔; 蘿蔔,turnip,,,turnip,,keep_all_structurally_valid_targets
"tay,en",tqenuw,no,,,mushroom,,,,mushroom,keep_all_structurally_valid_targets
"tay,en",tquci kngun,no,,,fart,,,,fart,keep_all_structurally_valid_targets
"tay,en",trakis,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,小米; 小米、黍,millet,,,millet,,keep_all_structurally_valid_targets
"tay,en",tuba',yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,毒; 毒死; 毒藤,poison,,,poison,,keep_all_structurally_valid_targets
"tay,en",tubung,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,窗戶,window,,,window,,keep_all_structurally_valid_targets
"tay,en",tugal,no,,,three,,,,three,keep_all_structurally_valid_targets
"tay,en",tunux,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,頭; 頭、頭腦,head,,,head,,keep_all_structurally_valid_targets
"tay,en",tuqii,no,,,road,,,,road,keep_all_structurally_valid_targets
"tay,en",turu',yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,背部,back; stalk side,back,stalk side,,,keep_all_structurally_valid_targets
"tay,en",turuy,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,輪胎,car,,,car,,keep_all_structurally_valid_targets
"tay,en",twahiq,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,遠,far away,,,far away,,keep_all_structurally_valid_targets
"tay,en",twin,no,,,cucumber,,,,cucumber,keep_all_structurally_valid_targets
"tay,en",uaiai,no,,,thread,,,,thread,keep_all_structurally_valid_targets
"tay,en",ulai,no,,,child; hot spring,,,,child; hot spring,keep_all_structurally_valid_targets
"tay,en",ulakhi,no,,,child,,,,child,keep_all_structurally_valid_targets
"tay,en",umuk,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,蓋子; 蓋子、蓋起來、遮,lid,,,lid,,keep_all_structurally_valid_targets
"tay,en",ungat,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,沒有; 沒有(表擁有的否定詞),not,,,not,,keep_all_structurally_valid_targets
"tay,en",uruw,no,,,valley,,,,valley,keep_all_structurally_valid_targets
"tay,en",usiak,no,,,water,,,,water,keep_all_structurally_valid_targets
"tay,en",utux kayal,no,,,Heavenly Father,,,,Heavenly Father,keep_all_structurally_valid_targets
"tay,en",utux kayan,no,,,God,,,,God,keep_all_structurally_valid_targets
"tay,en",utux,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,神、靈、鬼、魂; 鬼魂,one; spirit,spirit,one,,,keep_all_structurally_valid_targets
"tay,en",vatúnukh,no,,,stone,,,,stone,keep_all_structurally_valid_targets
"tay,en",viating,no,,,moon,,,,moon,keep_all_structurally_valid_targets
"tay,en",vuyatsin,no,,,moon,,,,moon,keep_all_structurally_valid_targets
"tay,en",wagi,no,,,sun,,,,sun,keep_all_structurally_valid_targets
"tay,en",wahan,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,來 (去),"place, site",,,"place, site",,keep_all_structurally_valid_targets
"tay,en",warang,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,蕃茄,tomato,,,tomato,,keep_all_structurally_valid_targets
"tay,en",wayay,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,毛線; 紡線; 細線; 麵,thread,,,thread,,keep_all_structurally_valid_targets
"tay,en",wuṣéʔ,no,,,water,,,,water,keep_all_structurally_valid_targets
"tay,en",yaba,no,,,father,,,,father,keep_all_structurally_valid_targets
"tay,en",yahuw,no,,,weed,,,,weed,keep_all_structurally_valid_targets
"tay,en",yaki,no,,,grandmother,,,,grandmother,keep_all_structurally_valid_targets
"tay,en",yan,no,,,like,,,,like,keep_all_structurally_valid_targets
"tay,en",yanay,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,姊夫、妹夫、妻之兄、妻之弟; 舅子,brother-in-law,,,brother-in-law,,keep_all_structurally_valid_targets
"tay,en",yasal,no,,,enough,,,,enough,keep_all_structurally_valid_targets
"tay,en",yava,no,,,father,,,,father,keep_all_structurally_valid_targets
"tay,en",yaya,no,,,mother,,,,mother,keep_all_structurally_valid_targets
"tay,en",yogian,no,,,dance stage,,,,dance stage,keep_all_structurally_valid_targets
"tay,en",yubing,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,口袋、袋子; 袋子,bag,,,bag,,keep_all_structurally_valid_targets
"tay,en",yuhom,no,,,bad mood,,,,bad mood,keep_all_structurally_valid_targets
"tay,en",yungay,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,猴子,monkey,,,monkey,,keep_all_structurally_valid_targets
"tay,en",yurum,no,,,cloud,,,,cloud,keep_all_structurally_valid_targets
"tay,en",yutak,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,柑橘,orange,,,orange,,keep_all_structurally_valid_targets
"tay,en",yutas,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,爺爺、岳父、外公、親家公; 男性長輩(祖父,grandfather,grandfather,,,,keep_all_structurally_valid_targets
"tay,en",ziaw,no,,,affair; matter,,,,affair; matter,keep_all_structurally_valid_targets
"tay,en",zihung,yes,Final_XML/Atayal/Dictionary_Atayal_tay.xml,困難,difficult,,,difficult,,keep_all_structurally_valid_targets
"tay,en",zingqziaq,no,,,gruel,,,,gruel,keep_all_structurally_valid_targets
"tay,en",zzik,no,,,deep,,,,deep,keep_all_structurally_valid_targets
"xsy,en",'ælaw,no,,,fish,,,,fish,keep_all_structurally_valid_targets
"xsy,en",'a:imaboehoe:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,梅子,Japanese plum,,,Japanese plum,,keep_all_structurally_valid_targets
"xsy,en",'ae'aeiw,no,,,dry,,,,dry,keep_all_structurally_valid_targets
"xsy,en",'ae'aetaS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,金桔,kumquat,,,kumquat,,keep_all_structurally_valid_targets
"xsy,en",'ae'aewzaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,螞蟻,ant,,,ant,,keep_all_structurally_valid_targets
"xsy,en",'ae:imapizos,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,桃子,peach,,,peach,,keep_all_structurally_valid_targets
"xsy,en",'aehae''ilaS,no,,,January,,,,January,keep_all_structurally_valid_targets
"xsy,en",'aehis,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,酸,gone bad; sour,gone bad; sour,,,,keep_all_structurally_valid_targets
"xsy,en",'aela,no,,,enemy,,,,enemy,keep_all_structurally_valid_targets
"xsy,en",'aerish,no,,,hawk,,,,hawk,keep_all_structurally_valid_targets
"xsy,en",'aewhaeS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,老鼠; 老鼠(統稱),mice; mouse,mice; mouse,,,,keep_all_structurally_valid_targets
"xsy,en",'aewpir,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,地瓜; 甘藷/地瓜,sweet potato,,,sweet potato,,keep_all_structurally_valid_targets
"xsy,en",'ames,no,,,root,,,,root,keep_all_structurally_valid_targets
"xsy,en",'anhil,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,甘甜; 甜,sweet,,,sweet,,keep_all_structurally_valid_targets
"xsy,en",'apis,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,夾,squirrel,,,squirrel,,keep_all_structurally_valid_targets
"xsy,en",'ase:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,九芎樹,taiwan crepe myrtle,taiwan crepe myrtle,,,,keep_all_structurally_valid_targets
"xsy,en",'ayti:il,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,盪,swing,,,swing,,keep_all_structurally_valid_targets
"xsy,en",'az'ez,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,苦; 苦澀,bitter,,,bitter,,keep_all_structurally_valid_targets
"xsy,en",'iSka hin'az'azem,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,民主,democracy,,,democracy,,keep_all_structurally_valid_targets
"xsy,en",'iSlal'i:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,有魚腥味,fishy,,,fishy,,keep_all_structurally_valid_targets
"xsy,en",'ilaS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,月亮; 月份,month; moon,month; moon,,,,keep_all_structurally_valid_targets
"xsy,en",'inaro:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,水管,water pipe,,,water pipe,,keep_all_structurally_valid_targets
"xsy,en",'iniyangangilaeh sitaew,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,胡蘿蔔,carrot,,,carrot,,keep_all_structurally_valid_targets
"xsy,en",'inkakhayza'an howaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,歷史,history,,,history,,keep_all_structurally_valid_targets
"xsy,en",'into'wasal,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,印度洋,Indian Ocean,,,Indian Ocean,,keep_all_structurally_valid_targets
"xsy,en",'iyakin,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,我的（受格）,me,me,,,,keep_all_structurally_valid_targets
"xsy,en",'iyaloway,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,滿月(圓月),Full Moon,,,Full Moon,,keep_all_structurally_valid_targets
"xsy,en",'iyok,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,柑橘; 橘子,mandarin orange,,,mandarin orange,,keep_all_structurally_valid_targets
"xsy,en",'oe'oe:oel,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,沙洲,shoal,,,shoal,,keep_all_structurally_valid_targets
"xsy,en",'oe'oeng,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蔥; 蕗蕎; 青蔥,scallion,,,scallion,,keep_all_structurally_valid_targets
"xsy,en",'oesizo:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蛋,egg,,,egg,,keep_all_structurally_valid_targets
"xsy,en",'oeson,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蝦,Shrimp,,,Shrimp,,keep_all_structurally_valid_targets
"xsy,en",'oka,no,,,empty,,,,empty,keep_all_structurally_valid_targets
"xsy,en",'omaS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,醃漬; 醃漬(祈使),pickle,,,pickle,,keep_all_structurally_valid_targets
"xsy,en",'omaeh,no,,,field,,,,field,keep_all_structurally_valid_targets
"xsy,en",'inalingo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,拍攝（完成）; 相片; 電影,film,,,film,,keep_all_structurally_valid_targets
"xsy,en",Sa:eng,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,坐; 坐下,sit,,,sit,,keep_all_structurally_valid_targets
"xsy,en",Sako:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,山藥,yam,yam,,,,keep_all_structurally_valid_targets
"xsy,en",SamSama:an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,上大隘（地名）; 沼澤,quagmire,,,quagmire,,keep_all_structurally_valid_targets
"xsy,en",Saypapa:aS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,泰雅族人,Atayal,Atayal,,,,keep_all_structurally_valid_targets
"xsy,en",Sazizal,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,風化石,gravel,,,gravel,,keep_all_structurally_valid_targets
"xsy,en",Seme',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,過敏; 過敏（毛蟲碰到）,allergy,,,allergy,,keep_all_structurally_valid_targets
"xsy,en",Siba:i',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蛇; 蛇（總稱）,snake,,,snake,,keep_all_structurally_valid_targets
"xsy,en",Sinarakan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,足跡,footprint,,,footprint,,keep_all_structurally_valid_targets
"xsy,en",Sinbon,no,,,news,,,,news,keep_all_structurally_valid_targets
"xsy,en",Sinibae:aeh kamamatawaw,no,,,hire,,,,hire,keep_all_structurally_valid_targets
"xsy,en",Sinpanan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,畜養,raise,,,raise,,keep_all_structurally_valid_targets
"xsy,en",Sinpatonay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鋅,zinc,,,zinc,,keep_all_structurally_valid_targets
"xsy,en",Sinraehoe',no,,,kind,,,,kind,keep_all_structurally_valid_targets
"xsy,en",Sinrahoe',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,姓氏; 種類,surname,,,surname,,keep_all_structurally_valid_targets
"xsy,en",Siroton,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,集中（工具）,gather,,,gather,,keep_all_structurally_valid_targets
"xsy,en",Sise:ez,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,駕駛,drive,,,drive,,keep_all_structurally_valid_targets
"xsy,en",Siti:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,光碟,CD,,,CD,,keep_all_structurally_valid_targets
"xsy,en",So'o,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,你; 你（主格）,you,you,,,,keep_all_structurally_valid_targets
"xsy,en",So:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,如果,if,,,if,,keep_all_structurally_valid_targets
"xsy,en",SomaSo'ka tinal'oemaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,元旦,New Year,,,New Year,,keep_all_structurally_valid_targets
"xsy,en",Soyo:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,醬油（日語借詞）,soy sauce,,,soy sauce,,keep_all_structurally_valid_targets
"xsy,en",a,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,或（連接詞）; 連語,'s; is; or,or,'s; is,,,keep_all_structurally_valid_targets
"xsy,en",aehae'pinama',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,億,hundred million,,,hundred million,,keep_all_structurally_valid_targets
"xsy,en",anhi',no,,,bamboo shoot,,,,bamboo shoot,keep_all_structurally_valid_targets
"xsy,en",asang,no,,,village,,,,village,keep_all_structurally_valid_targets
"xsy,en",ba:aw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,玩,play,,,play,,keep_all_structurally_valid_targets
"xsy,en",ba:ay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,西瓜,watermelon,,,watermelon,,keep_all_structurally_valid_targets
"xsy,en",ba:i',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,風,cold,,,cold,,keep_all_structurally_valid_targets
"xsy,en",ba:oz,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,野鴿子; 鴿子,pigeon,,,pigeon,,keep_all_structurally_valid_targets
"xsy,en",ba:sok,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,五色鳥,Taiwan barbet,,,Taiwan barbet,,keep_all_structurally_valid_targets
"xsy,en",baSe',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,公車; 巴士（外來語）,bus,,,bus,,keep_all_structurally_valid_targets
"xsy,en",baba:angan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,有花紋的,patterned,,,patterned,,keep_all_structurally_valid_targets
"xsy,en",babaehi',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,肥皂,soap,,,soap,,keep_all_structurally_valid_targets
"xsy,en",babonazan'oemaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,沙漠,desert,,,desert,,keep_all_structurally_valid_targets
"xsy,en",baesaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,玉米,corn,,,corn,,keep_all_structurally_valid_targets
"xsy,en",baki',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,年長的男性長輩（尊稱）; 爺爺; 男性長輩(祖父,grandfather,grandfather,,,,keep_all_structurally_valid_targets
"xsy,en",balihaeh,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,木板,plank,,,plank,,keep_all_structurally_valid_targets
"xsy,en",banay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,萵苣,lettuce,,,lettuce,,keep_all_structurally_valid_targets
"xsy,en",bangih,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鹹,salty,,,salty,,keep_all_structurally_valid_targets
"xsy,en",bawa,no,,,lump,,,,lump,keep_all_structurally_valid_targets
"xsy,en",baya:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,腰帶,seat belt,,,seat belt,,keep_all_structurally_valid_targets
"xsy,en",be:ay,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,給,give,,,give,,keep_all_structurally_valid_targets
"xsy,en",biSbiS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,痛,ache; hurt,ache; hurt,,,,keep_all_structurally_valid_targets
"xsy,en",bibi:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鴨; 鴨子,duck,,,duck,,keep_all_structurally_valid_targets
"xsy,en",binSi',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,種子; 種子（總稱）; 精子,seed,,,seed,,keep_all_structurally_valid_targets
"xsy,en",binbiniSitan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,瓶子,bottle,,,bottle,,keep_all_structurally_valid_targets
"xsy,en",binlengan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,牆; 牆壁,wall,,,wall,,keep_all_structurally_valid_targets
"xsy,en",biskol,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,胃,stomach,,,stomach,,keep_all_structurally_valid_targets
"xsy,en",bizo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,木炭; 炭,charcoal,,,charcoal,,keep_all_structurally_valid_targets
"xsy,en",bo:bo:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,搧,fan,,,fan,,keep_all_structurally_valid_targets
"xsy,en",bo:li',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,笛子,flute,,,flute,,keep_all_structurally_valid_targets
"xsy,en",bo:ok,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,爛,rotten,,,rotten,,keep_all_structurally_valid_targets
"xsy,en",boehoe:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,弓,bow,,,bow,,keep_all_structurally_valid_targets
"xsy,en",bolalasan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,白色,white,,,white,,keep_all_structurally_valid_targets
"xsy,en",bonaz,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,沙子,sand; grit; gravel,sand; grit; gravel,,,,keep_all_structurally_valid_targets
"xsy,en",bosoe',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,睪丸,testicle,,,testicle,,keep_all_structurally_valid_targets
"xsy,en",boya',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蜂,bee,,,bee,,keep_all_structurally_valid_targets
"xsy,en",bozo:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,葡萄（外來語）,grape,,,grape,,keep_all_structurally_valid_targets
"xsy,en",habak,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,蜂巢殼; 蟻窩,hive,,,hive,,keep_all_structurally_valid_targets
"xsy,en",habiyalan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,黃色; 黃色的,yellow,,,yellow,,keep_all_structurally_valid_targets
"xsy,en",haepoy bintoe'an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,火星,Mars,,,Mars,,keep_all_structurally_valid_targets
"xsy,en",hahangaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,梯子; 樓梯,ladder,,,ladder,,keep_all_structurally_valid_targets
"xsy,en",hahawar,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,筷子; 耙子,chopstick,,,chopstick,,keep_all_structurally_valid_targets
"xsy,en",hahazab,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,刺（工具）,fork; needle,fork; needle,,,,keep_all_structurally_valid_targets
"xsy,en",hahila:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,太陽; 日子,sun,,,sun,,keep_all_structurally_valid_targets
"xsy,en",hahiwa',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,小鐮刀; 鋸子; 鐮刀,saw,,,saw,,keep_all_structurally_valid_targets
"xsy,en",hahka:aw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,鎖骨,collarbone,,,collarbone,,keep_all_structurally_valid_targets
"xsy,en",hahola'koko:ol,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,冰山,iceberg,,iceberg,,,keep_all_structurally_valid_targets
"xsy,en",hahola',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,冰; 冰雪; 雪; 霜,ice,,,ice,,keep_all_structurally_valid_targets
"xsy,en",hako',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,山羌,muntjac,muntjac,,,,keep_all_structurally_valid_targets
"xsy,en",halis,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,山芭蕉,Japanese banana,Japanese banana,,,,keep_all_structurally_valid_targets
"xsy,en",hanowan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,馬,horse,,,horse,,keep_all_structurally_valid_targets
"xsy,en",hanpaw,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,漢堡,hamburger,,,hamburger,,keep_all_structurally_valid_targets
"xsy,en",hapa:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,廣告,advertisement,,,advertisement,,keep_all_structurally_valid_targets
"xsy,en",hapapong,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,脆弱; 脆弱(如這根鐵絲易斷裂),crunchy,,,crunchy,,keep_all_structurally_valid_targets
"xsy,en",hapoy,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,火; 燈,fire,,,fire,,keep_all_structurally_valid_targets
"xsy,en",hayza',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,有,have,,,have,,keep_all_structurally_valid_targets
"xsy,en",haziyo',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,寒流,cold wave,,,cold wave,,keep_all_structurally_valid_targets
"xsy,en",hes'ezan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,綠色,green,,,green,,keep_all_structurally_valid_targets
"xsy,en",hiko',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,手肘,elbow,elbow,,,,keep_all_structurally_valid_targets
"xsy,en",hikoyo:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,機場,airport,,,airport,,keep_all_structurally_valid_targets
"xsy,en",hila:an,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,下午; 白天,afternoon,,,afternoon,,keep_all_structurally_valid_targets
"xsy,en",hilok,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,刺莓（野莓）; 野草莓,thimbleberry,,,thimbleberry,,keep_all_structurally_valid_targets
"xsy,en",hima',yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,手,hand,hand,,,,keep_all_structurally_valid_targets
"xsy,en",hinaleb kakara:awan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,天橋,skyway,,,skyway,,keep_all_structurally_valid_targets
"xsy,en",hinbetel,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,草,grass,,,grass,,keep_all_structurally_valid_targets
"xsy,en",hini,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,這; 這個,this,,,this,,keep_all_structurally_valid_targets
"xsy,en",hinmek noka kawaS,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,溫室效應,greenhouse effect,,,greenhouse effect,,keep_all_structurally_valid_targets
"xsy,en",hinmono:,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,直接可現吃的醃漬,pickle,,,pickle,,keep_all_structurally_valid_targets
"xsy,en",hinoba:angan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,畫圖（完成式）,drawn,,,drawn,,keep_all_structurally_valid_targets
"xsy,en",his'alan,yes,Final_XML/Saisiyat/Dictionary_Saisiyat_xsy.xml,藍色（火焰的顏色）,blue,,,blue,,keep_all_structurally_valid_targets
